OG,theta,sigma2,alpha,beta,results
OG0008622,8.028104978,394.0878683,72.36105873,0.06189101,0.285364333
OG0004633,7.125897919,4.954373606,5.583790802,0.400351791,0.285508629
OG0011151,2.420910914,106.3164936,73.54959345,0.311933266,0.285762193
OG0004186,5.867463929,125.6548517,62.50678829,0.062109268,0.285864348
OG0002344,8.823604213,29.68284355,49.82014792,0.310817473,0.286198107
OG0009712,5.353619146,40.21124789,90.78650402,0.313909295,0.286267533
OG0004459,7.260998661,1.326111247,3.833912719,0.483771146,0.286630156
OG0003007,6.858981848,39.9766349,17.15566883,0.062265084,0.286663752
OG0005672,4.988560341,15.93195067,6.193876511,0.389229481,0.287184579
OG0001148,5.624593463,184.07411,130.1271087,0.311837233,0.287257657
OG0010828,7.17781816,25.68793355,76.01894232,0.310516575,0.287461095
OG0006892,7.44044503,1.890917988,7.120870887,0.317229944,0.287536882
OG0003147,4.763566928,234.3277766,114.0367448,0.309152107,0.288024992
OG0000746,3.833662351,22.9525224,5.313997759,0.062082309,0.288079414
OG0000215,7.302920495,10.30401364,4.384211429,0.467060326,0.288194863
OG0006048,5.797170856,1.268888099,4.453790294,0.435601857,0.289029
OG0010276,6.77510329,6.551813935,6.074387394,0.062341142,0.289747924
OG0001076,5.192618144,25.65077652,6.35517508,0.331479526,0.290609168
OG0004146,7.85055431,2.204283976,5.005468879,0.39285517,0.291192345
OG0004582,7.774829575,13.59626078,188.097487,0.307881113,0.291956222
OG0009281,6.36933074,105.5839568,481.6858246,0.305408422,0.291960437
OG0003434,6.968487439,5.656114911,10.55030943,0.305648883,0.292045727
OG0010904,9.257502422,15.70242997,80.47736736,0.306698354,0.29216983
OG0000801,9.727109921,139.2159554,75.87767398,0.062698445,0.292193472
OG0003089,7.573913159,8.883135718,8.787922349,0.308555935,0.292364553
OG0007304,10.25436331,352.7598544,94.48825127,0.062576342,0.292627804
OG0001694,7.183830211,12.25911571,10.01935249,0.062549516,0.292690216
OG0004095,8.60197902,8.030238164,8.401793671,0.062615826,0.292807479
OG0010933,8.669046301,6.614142005,11.3926269,0.062783858,0.29298779
OG0000103,11.94734808,417.6759107,162.4941048,0.062773493,0.293072585
OG0006814,7.57812493,7.267156868,8.953657778,0.062703488,0.293825337
OG0008378,5.692519752,5.713755098,6.723544743,0.321635255,0.293910557
OG0006895,8.499101855,71.89942797,145.8245259,0.306364657,0.293959781
OG0003552,6.414403957,11.62122886,5.92663941,0.062743503,0.294203179
OG0003659,4.244194698,75.61894745,44.1751638,0.304854431,0.294598941
OG0003242,6.943957276,180.8288875,65.20137064,0.062952861,0.294845788
OG0009188,6.309137028,37.66916981,163.2747014,0.304992256,0.294924816
OG0001940,9.574608754,3.909739111,10.10264617,0.303610074,0.295500651
OG0003015,7.121151956,45.11453581,22.38642789,0.062817793,0.295579021
OG0007021,8.249024045,164.6812573,67.20627357,0.062865283,0.295618101
OG0004223,4.17552674,5.198166562,5.741536888,0.341701658,0.295839076
OG0004782,8.368435408,58.75290018,78.92235297,0.062886787,0.296146483
OG0010791,9.769170485,50.94531254,75.63342548,0.06301897,0.296162106
OG0011082,8.330009089,93.59543075,68.89326177,0.304293385,0.296333275
OG0003594,8.636448464,1.883013104,7.586754554,0.304432691,0.296405077
OG0009577,5.608799615,311.3407268,65.93126799,0.063100883,0.296649808
OG0000332,10.02125892,110.946321,59.80446008,0.303550497,0.296812247
OG0006037,6.35012644,9.895600484,6.486798274,0.357419665,0.297133867
OG0005621,4.897260619,86.79420288,72.2805018,0.303352482,0.297306253
OG0006986,9.529107463,55.12654862,70.9564879,0.063009044,0.29761659
OG0004360,6.979352391,25.2571123,13.08583318,0.303971165,0.297911883
OG0010521,8.549791343,5.074480489,4.619284482,0.399038539,0.297986323
OG0009415,6.152449702,154.8381038,46.21465739,0.303719109,0.298115381
OG0002305,7.323144953,398.9844117,347.8121128,0.303578576,0.298133947
OG0005404,6.114236979,31.769795,8.678730121,0.303143968,0.298143295
OG0006096,7.538823025,0.361984758,3.900274262,0.445982631,0.298340853
OG0009535,6.162999525,47.23270809,68.56303806,0.304494863,0.298353753
OG0000625,5.166697155,8.954604648,5.580612708,0.337930405,0.299260785
OG0008726,6.970816245,164.6618567,68.56056673,0.063256169,0.29964189
OG0002776,11.69914964,17.466224,78.63447826,0.301898897,0.299642362
OG0000317,9.600942558,244.0468006,537.2403494,0.301099112,0.299816349
OG0008414,5.562121422,103.472533,66.14473968,0.063204575,0.299874327
OG0004560,6.230067408,52.01777349,24.92433897,0.063260979,0.300158769
OG0008567,8.156916865,75.02206477,117.4759631,0.302730474,0.300238902
OG0008001,3.95998005,43.77175457,34.98828389,0.302204022,0.3002648
OG0006961,9.772252659,3.869420014,67.6513927,0.301141082,0.300268041
OG0007100,5.746451987,3.300360874,11.50449489,0.30092769,0.300343628
OG0005867,8.334841777,38.39912956,36.0062611,0.302329209,0.300389539
OG0008904,7.161684837,35.36451437,125.2987583,0.303348532,0.30044707
OG0008349,5.468684878,239.43744,91.63734916,0.303014564,0.30045902
OG0002644,10.04364813,0.776591858,6.152249844,0.323015026,0.301020291
OG0006518,7.550709813,37.43503626,77.73218717,0.302221249,0.301120329
OG0006047,7.079821025,33.3953602,50.45190412,0.29993626,0.301593555
OG0006251,5.773849002,31.60021851,46.72752407,0.302625127,0.301595409
OG0001417,10.26072927,74.16629342,71.8175788,0.302116212,0.301997522
OG0010835,7.026828631,118.2479102,71.18185921,0.063624043,0.302072316
OG0003477,6.277218433,6.741374993,4.560453047,0.388671962,0.302181721
OG0008431,7.190494126,510.7077197,594.046019,0.299853102,0.302317116
OG0003981,8.242740583,9.29042563,56.56316812,0.300748989,0.302791028
OG0001598,4.562383377,17.64044208,4.671354493,0.063170055,0.302892325
OG0006098,8.464960326,129.5079129,78.18107637,0.063582418,0.302925299
OG0001073,6.284808771,101.103953,9.381561314,0.301033027,0.30299443
OG0010015,8.035450997,16.79088762,74.82930766,0.300696888,0.303279154
OG0000019,10.84242826,17.86700382,9.913628688,0.063563976,0.303837883
OG0004377,7.838562559,27.54903389,57.27451978,0.300026099,0.303877583
OG0010737,6.898311553,6.419511333,15.28236541,0.300439304,0.303908148
OG0001301,6.540461959,21.37943176,9.264662569,0.063730375,0.303936778
OG0010810,6.763893016,5.333826475,6.229465136,0.370130399,0.304031956
OG0009581,8.223279136,22.14444659,47.12420399,0.300852874,0.304069904
OG0008897,6.209819603,31.88162373,77.40638613,0.299477769,0.304166564
OG0001567,9.055513486,47.3779799,34.67405279,0.063689445,0.30420178
OG0003122,8.903493043,89.29524885,242.2701819,0.300427267,0.304251314
OG0010346,11.2557928,130.5144671,62.11454353,0.063704477,0.304302332
OG0003570,9.588065778,0.419797479,5.426605116,0.394278812,0.304432093
OG0009301,5.217381907,26.25930524,44.86490383,0.297873184,0.304513513
OG0001095,4.67744678,1226.550332,182.3390323,0.300895003,0.304582226
OG0004362,8.50641212,46.63306014,9.848487186,0.063879057,0.305034818
OG0003087,9.324416707,3.736212947,9.993793469,0.299102314,0.305074468
OG0008019,8.369834544,7.598252251,8.630377613,0.063844844,0.305149498
OG0009105,4.819150725,195.7240429,288.1595975,0.298660117,0.305336867
OG0002631,9.381905857,2.303706999,9.127993484,0.300131123,0.305344077
OG0000187,11.100754,2.004830611,5.806843139,0.063521596,0.305377284
OG0005439,5.285702347,465.4664258,68.65481698,0.300147453,0.305454743
OG0003197,4.086625556,87.57160379,54.90054139,0.299912054,0.306564094
OG0008194,7.248541149,72.54806429,74.35892747,0.063798481,0.306565739
OG0000750,13.28069538,13.66558509,59.08335335,0.299487096,0.30696591
OG0000104,6.951776981,19.85005997,9.622461402,0.299845941,0.307043949
OG0003895,5.933976015,49.52285445,10.65743358,0.063994026,0.307100494
OG0005039,9.921620418,13.18651234,19.72341723,0.064011545,0.307123711
OG0009878,11.37682823,17.65613276,99.85167915,0.29809103,0.307220465
OG0001547,6.767134058,4.943299372,6.378172051,0.337280049,0.308761065
OG0004974,7.260108421,125.1566151,79.42299696,0.064022213,0.308918627
OG0011094,8.293784566,39.45667489,9.851591167,0.064103544,0.309133662
OG0003403,9.805043448,10.87443221,65.65871639,0.29600162,0.309134143
OG0002623,7.426635869,87.75144671,146.0103698,0.29763116,0.309256884
OG0003250,6.284838617,4.625199114,7.238260206,0.323948546,0.309585143
OG0004946,7.762176496,394.1970101,425.1541974,0.296609219,0.309871174
OG0009910,6.511902383,1373.768704,861.4341844,0.297106501,0.310386221
OG0001642,8.637490787,3.282076449,10.143498,0.300465763,0.310588101
OG0004371,8.252070747,11.47646981,13.88234531,0.06417527,0.310681262
OG0004672,7.292253038,9.645785011,12.32162124,0.294286794,0.311159219
OG0009144,4.673359818,7.327942852,11.95971223,0.29499209,0.311927377
OG0006109,5.95933384,14.58006166,9.129059936,0.29525796,0.313079002
OG0009026,7.13151898,114.7223878,654.6709271,0.29470868,0.313139033
OG0001937,7.282339294,124.5105694,121.1428127,0.294478462,0.313259383
OG0009479,7.435770888,67.00445734,92.77476533,0.294522454,0.313951205
OG0001099,4.765582601,465.799733,100.1845201,0.293995974,0.313957319
OG0002347,4.964418302,15.67752302,9.857132645,0.293415605,0.314119832
OG0007395,6.858380719,110.4848892,16.53882364,0.064609622,0.314328097
OG0001836,6.087666561,14.70244438,3.799191745,0.063516622,0.314717429
OG0000930,6.899470326,214.7632606,77.83509541,0.294269233,0.315505786
OG0000495,5.538128918,293.7327311,108.3745101,0.294375308,0.31560328
OG0003430,7.994630752,4.017645508,4.539088443,0.368474372,0.316258105
OG0000948,9.185653116,26.97774798,9.355712457,0.29386268,0.316707766
OG0009032,7.273937509,69.5167129,27.22035082,0.064724162,0.316844289
OG0002036,8.028995271,276.7519762,49.47558048,0.064713892,0.316908782
OG0004471,6.526714385,5.603901603,8.839770113,0.293975749,0.316968655
OG0003409,7.211883866,38.22384852,67.18321619,0.29337594,0.317328303
OG0002577,5.71298493,23.43462048,11.14043714,0.292063994,0.317653289
OG0011114,8.449702355,693.9275179,999,0.291350146,0.318678478
OG0002230,7.922444178,13.65916864,6.495375897,0.064796967,0.319080661
OG0000392,3.862935551,292.6110193,87.05074556,0.290962422,0.319444156
OG0009604,5.706412833,46.28118133,18.22088048,0.064983327,0.319503503
OG0000337,10.1028856,61.24520855,11.89610079,0.065143608,0.319633228
OG0009641,6.5684636,2172.073448,999,0.291161639,0.319979371
OG0005449,5.783030967,31.71795177,90.09655834,0.291668935,0.32008115
OG0009728,6.733074043,618.0108738,347.8148421,0.290869855,0.32010274
OG0009908,6.376451894,749.2363267,382.8402942,0.291168982,0.320138741
OG0000255,4.964235245,2752.869402,391.9662055,0.065169262,0.320230042
OG0009546,7.073572695,34.76743339,82.08438178,0.291076855,0.320438881
OG0003277,9.680234176,66.42139575,40.54159772,0.065025196,0.320519644
OG0001262,8.00522833,129.089468,454.1820861,0.290892733,0.320990985
OG0002970,7.751584809,1229.674221,803.7454096,0.291419257,0.321013439
OG0010946,8.631699568,17.16195079,11.21999584,0.28991216,0.32116592
OG0010987,7.507309376,3.207267714,4.630051138,0.064721012,0.321916797
OG0001331,7.316068632,373.7002988,165.4359213,0.289257125,0.322183401
OG0009552,7.75589662,9.428683193,36.23488223,0.290030436,0.322587548
OG0010102,6.900033835,4.122396933,6.029997632,0.30512727,0.322781647
OG0000207,10.62655096,16.02987015,7.39344862,0.290200787,0.322948086
OG0002104,7.822094086,6.805640697,6.079671652,0.065145294,0.323413712
OG0006808,8.170692967,2.838918184,10.77441047,0.289932263,0.32378676
OG0000604,6.798692904,201.8101699,75.06945165,0.289481707,0.323801229
OG0006576,6.783917378,7.00778335,6.293482195,0.065317559,0.323913476
OG0003557,6.778426649,3.849340864,6.005683934,0.31009972,0.324194233
OG0007338,6.394597411,87.42902498,61.69400903,0.288497378,0.324452358
OG0004602,7.375230527,27.52815099,58.44723707,0.289049797,0.324704399
OG0010733,8.021458037,30.74572526,11.41331076,0.288711472,0.324758434
OG0001650,6.132841328,175.9822713,139.5477749,0.288608667,0.324847462
OG0005843,6.884209227,89.16899672,64.67424209,0.288497901,0.325083265
OG0001831,9.954688192,18.40649636,23.83457738,0.065446409,0.325102622
OG0004442,6.055933723,147.6234432,72.48489255,0.065459541,0.325310394
OG0006300,8.264138887,25.90258499,74.70085377,0.287566829,0.325742274
OG0009497,7.430826983,203.5177333,356.4783449,0.287304879,0.325857203
OG0006934,8.690289285,19.71692623,73.46278841,0.065510234,0.325860373
OG0001621,9.124670548,3.712537167,9.883806306,0.289227346,0.325860705
OG0002697,9.417149221,56.66715456,76.30997601,0.065703604,0.32586568
OG0003641,5.134782491,30.31766211,8.581878381,0.06566839,0.325947459
OG0004891,8.784813408,24.25198487,111.5864173,0.288677601,0.326077164
OG0003198,6.705519035,230.2664275,72.32868665,0.06556791,0.326262971
OG0010274,6.65302435,148.8744294,302.6602046,0.2879753,0.326274514
OG0005474,5.768815335,4.430583565,5.05985314,0.332372519,0.32627646
OG0009521,8.535247669,14.54219351,5.909785473,0.065460602,0.326401164
OG0000316,6.309234141,574.0445692,69.70033823,0.065671145,0.326819581
OG0006371,6.202530908,523.1902318,350.6512484,0.286744332,0.327093762
OG0010663,7.479024353,621.5433816,999,0.287164874,0.327375186
OG0005712,8.158276666,217.7511238,271.2583426,0.286652063,0.327676988
OG0001480,10.0236278,13.97425723,14.47591288,0.06587855,0.327828249
OG0009189,8.553336356,0.718793704,3.831358062,0.412368257,0.328192277
OG0004867,6.067491343,44.16231262,65.33412856,0.287127166,0.328251934
OG0006792,8.340898911,16.26499345,9.612257273,0.065738588,0.328333452
OG0010414,6.111208002,111.0555983,262.0040333,0.286287703,0.328642049
OG0006929,8.647716682,6.424245159,7.941835874,0.297776486,0.328642354
OG0000697,4.066020278,107.3471975,48.51649563,0.286339761,0.328936809
OG0007366,8.933325873,0.979748311,5.215695488,0.320533264,0.329022111
OG0010418,8.918364458,34.27266278,61.25492538,0.287142571,0.329106978
OG0010863,9.385445114,43.44818209,67.88220838,0.28631401,0.329225494
OG0008578,6.63676591,16.5127225,9.547243088,0.065803624,0.329528871
OG0007148,8.379478746,8.492006577,9.437062292,0.066094154,0.329943247
OG0006746,5.993627514,166.4576945,104.9535672,0.28730216,0.330137257
OG0001405,6.087208462,13.93319369,6.252416872,0.300231197,0.330145087
OG0000824,7.920393967,38.89033567,8.966773006,0.066115097,0.33019895
OG0010553,9.949345101,5.087460796,6.501169938,0.291135827,0.330202795
OG0004435,6.408710246,6.241681347,6.377351093,0.313665424,0.330374074
OG0008982,4.422091868,145.4357631,101.1630586,0.285219909,0.330567329
OG0006259,7.206108421,2.792905717,10.40206716,0.285703777,0.330702081
OG0006910,8.670505834,14.04943076,9.33936748,0.285006485,0.330795851
OG0003230,3.118262689,219.8328974,105.4818811,0.285287196,0.330915485
OG0002438,8.948050479,55.14124469,168.8810717,0.285889158,0.33094479
OG0009981,7.70454269,6.947483313,5.491720167,0.065702163,0.3309846
OG0000303,7.37181774,94.1101198,67.08961586,0.285428261,0.331036288
OG0004987,8.053651475,81.9231462,65.36426373,0.066114233,0.331336544
OG0009018,7.425998661,30.47579491,89.40338274,0.285986565,0.331534525
OG0003399,7.29268499,27.45935769,27.86539172,0.066064478,0.331588973
OG0008838,4.574809734,352.1456266,155.6549925,0.285522497,0.331806534
OG0004580,7.645131414,198.6352493,62.78449621,0.285696205,0.331982519
OG0005623,6.780983561,33.80052532,13.12982227,0.283668371,0.332001391
OG0006297,8.54976447,14.01270058,90.06921823,0.285331927,0.332053109
OG0002053,6.617371011,17.08340873,44.54203422,0.284605037,0.332094888
OG0008860,6.132361704,5.83137297,7.299662057,0.284407042,0.332331483
OG0008574,6.514808471,487.6793161,131.4547197,0.066198647,0.332769725
OG0010408,9.269628651,15.41664244,56.65487304,0.285424512,0.332840215
OG0010929,8.799789087,22.46175063,72.92070214,0.282995798,0.333445338
OG0001360,6.659217055,10.98917965,7.455605357,0.284200189,0.333503135
OG0002585,7.004372391,28.80843292,85.64194521,0.284575911,0.333683346
OG0001778,9.539997032,383.8785597,350.2494779,0.066368456,0.33423553
OG0010047,8.275290859,5.821804866,6.690193043,0.066188185,0.3342951
OG0002059,9.379687963,24.12221379,49.31937123,0.283922796,0.334341515
OG0009891,7.066893235,1526.761094,999,0.284054771,0.334403063
OG0010060,7.3348666,4.7668184,15.03878875,0.282527929,0.334413041
OG0001379,5.541653404,424.7133609,193.4373506,0.282586785,0.334529532
OG0004795,7.489341261,91.33111625,62.53876672,0.284589965,0.334531616
OG0004812,8.640725346,73.5516314,75.44142055,0.066452285,0.334825118
OG0007028,9.396290649,109.5761126,67.96477167,0.066314654,0.335042513
OG0002418,8.334603299,50.93790322,68.62464308,0.283762214,0.335206901
OG0006244,7.966581829,95.06562908,130.0929546,0.28398507,0.335228949
OG0009418,7.855754126,1.541446593,5.097924404,0.324985454,0.335429551
OG0009540,7.510816342,152.4165688,109.8586136,0.284048761,0.335474588
OG0003824,5.250830151,36.2762639,7.973737843,0.066501924,0.335573215
OG0009855,6.580418213,3.748450118,10.99042759,0.281974961,0.335694065
OG0007199,7.619353049,127.4154035,65.44661289,0.066572806,0.335804401
OG0006409,5.083820712,64.44827746,98.67195427,0.282059781,0.336284744
OG0007026,9.32099285,3.00822754,8.488064288,0.283268259,0.33664892
OG0006484,4.998890051,24.26358759,11.23384333,0.066605623,0.336755794
OG0004127,7.778256026,60.58854473,15.38324584,0.066542029,0.336978194
OG0004344,6.612754762,161.0327865,231.8871107,0.282587768,0.337021117
OG0004356,8.538778172,144.8361559,67.40064236,0.066554815,0.337733387
OG0000736,8.581225809,30.64871093,60.18752895,0.280426155,0.338096653
OG0006726,8.693897942,21.82424369,82.07208218,0.281529161,0.338193519
OG0003634,9.729249744,3.983258903,8.464410243,0.281668393,0.338313022
OG0003159,8.85103116,9.035074289,56.09410953,0.281444858,0.338421543
OG0002671,9.024156633,48.6086675,88.50692981,0.28215794,0.33848929
OG0006487,8.405032354,70.60260379,76.50972762,0.066802571,0.3390052
OG0004203,8.236076291,5.207053457,5.63143567,0.066654428,0.339053289
OG0001672,8.766389386,75.50324944,76.81585095,0.066685057,0.339260688
OG0002651,7.647691491,2.251381983,9.062535251,0.280234046,0.339616342
OG0011034,9.293710877,13.48568701,10.83440979,0.066966586,0.339875505
OG0010372,6.704701337,14.20982422,49.96548828,0.281005514,0.339981267
OG0009636,7.700725703,5.672101235,4.272475978,0.355907641,0.340402587
OG0000833,9.788509139,79.56410829,50.11077579,0.282371319,0.340447208
OG0009883,5.59872585,11.8157155,6.79228045,0.296464734,0.340500454
OG0003269,5.941580393,58.75293198,37.60400762,0.066893456,0.340550016
OG0003524,9.488225684,6.829966804,69.48691928,0.279867242,0.340574727
OG0003252,6.964954601,12.91321537,7.924826202,0.067081844,0.341487409
OG0009506,8.192584418,1.180459026,4.533670701,0.346957021,0.341927021
OG0006149,5.28995069,27.78521258,73.76376445,0.280299947,0.342046116
OG0010398,7.044279507,4.287582208,9.371529689,0.280650471,0.342064314
OG0003465,6.00162726,123.0969231,110.1404447,0.281746928,0.342100635
OG0007299,9.28253599,67.17663126,264.5802201,0.279072892,0.342583767
OG0002406,6.687992825,45.74265498,70.609862,0.28040773,0.342633219
OG0010325,9.768274184,239.6102854,167.3883227,0.280122384,0.34276056
OG0007070,8.725963857,10.85236296,76.08977822,0.277957382,0.343769294
OG0006170,4.823058628,14.87758826,5.993837114,0.066940997,0.344049333
OG0005582,6.059037272,4.450119252,9.61743596,0.277619443,0.344212488
OG0004415,6.124026032,51.58173066,24.77145625,0.067115613,0.344282004
OG0001861,6.226624703,24.61054745,11.73686231,0.067342955,0.344389841
OG0001504,4.926810725,213.5078671,99.19034336,0.278655567,0.344471531
OG0008058,8.356662323,37.26503777,15.59287343,0.067467831,0.34548452
OG0010891,8.210592229,16.44102759,38.39140354,0.278483079,0.345663621
OG0005970,11.02886719,57.00288407,10.88109921,0.067486076,0.346263175
OG0004938,6.144285525,15.68639356,14.26722317,0.277481746,0.346452504
OG0002261,9.411454895,1112.629609,648.0322706,0.277816129,0.346786407
OG0002460,5.430623154,116.3375697,28.9611453,0.277646849,0.34683964
OG0006699,6.942202606,17.69060979,67.80435999,0.281368435,0.346997778
OG0009719,7.373846279,228.1430506,199.4594224,0.277997843,0.3470297
OG0004304,8.352795022,445.5073355,270.3677343,0.277190325,0.347314401
OG0006845,8.430064201,16.43574488,78.48231215,0.277597483,0.347446187
OG0010397,7.99617431,175.2305791,71.22878826,0.278033635,0.347588013
OG0004187,6.955484011,38.26513173,12.86295511,0.277948268,0.34788619
OG0010200,6.361559644,22.55534045,10.17301395,0.067643361,0.347905156
OG0003480,7.769047629,11.68288574,13.27069027,0.067628199,0.348022501
OG0006422,7.337071548,106.80913,72.86153484,0.067518304,0.34803561
OG0000027,7.622694399,26.20911218,4.27432591,0.066757771,0.348104119
OG0002899,7.286623911,72.96354642,54.22757118,0.276453159,0.348225724
OG0002529,8.062526842,149.5787273,67.83909553,0.067472003,0.348272587
OG0001147,8.299119946,38.20032747,89.2991646,0.276034365,0.348344395
OG0003009,9.048187076,111.3874746,77.19786476,0.067635991,0.348634258
OG0010764,9.584945435,144.5350567,66.14248785,0.067635612,0.348969458
OG0003285,7.598519596,156.9765186,378.2983635,0.276533726,0.34938219
OG0008809,7.5622655,4.297987709,6.859082983,0.278345324,0.349472725
OG0010394,6.743136808,77.94504141,65.93318366,0.067816464,0.349595074
OG0010513,9.863997367,4.178724113,6.65795916,0.067550459,0.349615306
OG0006066,7.355135821,268.6042997,140.8901343,0.274834062,0.349843179
OG0009462,7.23794692,2.954499998,6.03453232,0.295698718,0.349853636
OG0008791,9.102144885,27.5540908,69.77646416,0.275104482,0.350927208
OG0010219,6.730103589,485.7840883,319.9564125,0.27626089,0.350961247
OG0008680,6.320617584,41.91235439,67.27534935,0.274803266,0.351655266
OG0010487,7.214141953,12.09362839,79.84760704,0.273746757,0.351695487
OG0003488,7.211959206,25.1742679,51.7812268,0.276053938,0.351800121
OG0003623,7.797718924,15.8067803,13.87990758,0.067949165,0.351804782
OG0009265,8.680188788,1.604153325,5.401882609,0.332665093,0.351855536
OG0008779,8.152825759,4.032759303,10.01817611,0.275804802,0.351997963
OG0002395,4.168685298,116.1309636,51.17458192,0.277505013,0.352273893
OG0005349,7.601272708,49.30185087,133.9050803,0.274691113,0.352460858
OG0010453,6.889368217,98.31320871,79.83714478,0.06802509,0.352652632
OG0002555,7.181987379,3.582490128,4.556817782,0.324491726,0.352676635
OG0000466,11.26609336,25.69981448,8.91239447,0.068056086,0.352679778
OG0008775,5.631968293,5.121967434,8.718474866,0.275276412,0.353683081
OG0009800,6.314866567,82.05644382,80.28229468,0.068060072,0.353889925
OG0009823,8.263632898,10.92179779,68.88434327,0.273859991,0.353935722
OG0010473,8.258709828,71.49955717,78.76000627,0.067987044,0.354001045
OG0001326,7.266594356,116.3839722,116.3857273,0.27448983,0.354194201
OG0004640,5.049072364,327.7873153,207.5367154,0.27313516,0.355111673
OG0004624,5.475288565,12.23148868,6.271426269,0.282109775,0.355232949
OG0002075,8.103669589,17.89570396,6.834328102,0.068090334,0.355287822
OG0004402,5.661906487,156.2580675,68.33308005,0.06819,0.355416332
OG0009116,7.459696859,37.00338056,51.20806019,0.273743157,0.355729402
OG0003379,5.039132756,72.4752671,60.97045286,0.27276584,0.355763349
OG0004645,7.568414577,122.5259147,77.83019272,0.068378944,0.3559858
OG0009804,7.22947489,23.80809318,74.07515729,0.272464644,0.356186476
OG0010641,8.198485722,9.372844259,5.963847033,0.06820586,0.356195098
OG0005121,7.775295112,131.9568503,20.23340899,0.068223988,0.356261422
OG0003491,8.695446489,2.547812778,13.68408793,0.272248217,0.35643721
OG0004638,8.70651267,93.82369054,76.40209459,0.068419212,0.356478211
OG0001254,7.353336379,5.224590792,7.179161413,0.27310201,0.356764968
OG0004593,6.905983505,16.92094005,9.952353461,0.2712902,0.357112296
OG0001797,10.6039364,22.3316607,11.38068612,0.068429687,0.35716007
OG0011139,3.930337167,11.86594042,6.742820654,0.273652021,0.357344118
OG0004076,11.75227373,2.669205481,7.829073289,0.280711721,0.357381243
OG0009840,5.75581934,188.766386,104.6652913,0.272017137,0.357389118
OG0009253,6.844704179,2466.729819,829.1217372,0.272068734,0.357564959
OG0002307,9.984512686,41.31863401,182.7858599,0.272305444,0.357974684
OG0007084,6.128846909,21.56079017,55.42185387,0.275686549,0.358124367
OG0005831,4.04141973,9.547660137,5.321238899,0.296482807,0.358217919
OG0002054,8.558563086,87.11398265,76.4423183,0.271330157,0.358240746
OG0000237,8.170995476,390.6240562,98.29224179,0.27208865,0.358297083
OG0007144,6.917491202,525.770527,611.9894044,0.271819869,0.358383785
OG0002185,6.912867462,20.32027446,11.60272678,0.068444135,0.358607246
OG0003346,8.460196292,504.6564037,999,0.272224211,0.358754535
OG0009931,9.275015722,59.26832467,76.7089579,0.068516388,0.358986342
OG0006519,7.269684206,7.145551878,7.795053559,0.271421661,0.359258823
OG0003142,8.559273766,82.01599355,66.22263913,0.068544046,0.359364334
OG0008812,6.494198019,3.826549716,9.78081774,0.27211395,0.359366859
OG0000499,5.371130885,236.8275886,60.57912172,0.272160605,0.359540559
OG0004107,6.014094939,255.5808294,69.61492398,0.06854326,0.35975253
OG0001792,9.511384031,23.1184553,76.04404031,0.270443174,0.360041648
OG0009871,8.870684825,1.51278849,11.0168751,0.271496914,0.360581837
OG0010210,6.383737492,17.30334956,9.027495512,0.068653993,0.360895708
OG0000018,11.55823547,64.97671628,11.96850437,0.068786657,0.361242392
OG0011047,8.695066593,9.322498608,8.386823692,0.068716981,0.361533354
OG0006944,5.89126871,56.97615482,19.08100317,0.068650513,0.361941655
OG0010669,9.013527895,18.46793238,80.01748992,0.269529702,0.362193856
OG0006136,5.291462964,5.691449951,5.010223674,0.303835093,0.362247825
OG0006781,7.763114116,54.12948632,126.7918211,0.269870796,0.362542557
OG0005723,3.700949935,18.76834287,7.023651273,0.274945292,0.362599093
OG0010257,8.578100568,1024.964299,459.1413101,0.269783854,0.363026792
OG0009337,6.976320334,124.4735836,385.7918986,0.270666016,0.363072261
OG0009896,7.711720696,176.6366561,71.57934045,0.068816035,0.363282564
OG0000651,12.21658079,33.35142344,11.86462015,0.268703846,0.363372567
OG0000887,5.089662519,12.07106296,5.526285039,0.291526991,0.363374259
OG0006054,9.759491407,3.579549588,12.36262413,0.268444233,0.363465225
OG0004685,7.633101353,369.6301191,313.1549052,0.270473462,0.363602504
OG0002656,8.04806764,75.89013863,145.2794332,0.268265941,0.363882651
OG0003584,7.172931569,147.7497746,240.9527737,0.269561858,0.36453042
OG0006283,6.989278543,26.78394221,51.93810599,0.269777312,0.364565617
OG0007287,7.89288788,6.421367242,9.711174584,0.268023963,0.364838736
OG0004787,7.073727619,12.15443549,59.80013948,0.269994087,0.364859807
OG0005142,6.624789334,25.17072806,8.991760771,0.268416082,0.365137889
OG0008469,7.269904989,64.42037935,70.67410364,0.269253763,0.365314469
OG0000380,8.382518824,24.60213101,4.15222223,0.334546561,0.365322951
OG0010038,7.426024009,10.72250875,13.09108779,0.068991612,0.365434044
OG0001576,11.55192289,236.1379166,84.82955586,0.269134637,0.365579726
OG0007001,9.258457193,78.10908479,209.8348242,0.2671491,0.36621207
OG0009140,6.821229375,48.83702495,60.20908196,0.269253387,0.366516961
OG0000053,12.59614737,2.425004309,7.654398426,0.269709959,0.367168369
OG0004680,5.798530189,74.07370706,84.80208658,0.268149384,0.367226828
OG0010823,7.066570969,22.56458985,16.6275304,0.06917904,0.367262881
OG0009345,6.68860894,20.5173108,82.66069794,0.268866137,0.367410034
OG0004524,6.249210724,185.2694038,65.96667209,0.069338104,0.36765141
OG0010345,7.682459803,19.01136957,10.79653395,0.069175511,0.367879623
