"","abundance.sample1","abundance.sample2","abundance.sample3","abundance.sample4","counts.sample1","counts.sample2","counts.sample3","counts.sample4","length.sample1","length.sample2","length.sample3","length.sample4","countsFromAbundance"
"OG0006883",54.87908,43.414616,19.835333,61.203913,1083.73,948.102,552.566,1353.463,3609.547,3601.419,3601.971,3608.467,"no"
"OG0006884",21.368737,29.103395,8.714517,21.870225,437.998,659.747,252,502,3746.547,3738.419,3738.971,3745.467,"no"
"OG0006885",22.667464,3.955714,1.055518,14.271145,244,47,16,171.985,1967.547,1959.419,1959.971,1966.467,"no"
"OG0006887",42.087936,52.30637,20.991264,61.225996,987.483,1357.646,695.001,1608.723,4288.547,4280.419,4280.971,4287.467,"no"
"OG0006888",69.716999,33.176727,12.48774,70.228103,1329.83,699.779,336,1500.087,3486.547,3478.419,3478.971,3485.467,"no"
"OG0006889",13.753812,15.36333,4.527848,13.047157,209,258,97,222,2777.547,2769.419,2769.971,2776.467,"no"
"OG0006890",21.627554,30.99165,16.749461,27.13016,264.872,419.157,289.001,372.009,2238.547,2230.419,2230.971,2237.467,"no"
"OG0006892",21.633367,21.955998,11.047908,23.346645,426.142,478.284,307,515,3600.547,3592.419,3592.971,3599.467,"no"
"OG0006893",15.614724,7.789403,3.603717,9.772574,331.675,183.002,108,232.461,3882.547,3874.419,3874.971,3881.467,"no"
"OG0006894",36.444284,24.754455,8.199741,30.405383,165,123,52,154,827.547,819.419,819.971,826.467,"no"
"OG0006897",27.281714,52.822722,13.736855,33.862141,418,894.431,296.728,580.944,2800.547,2792.419,2792.971,2799.467,"no"
"OG0006899",56.645416,39.996147,24.016905,49.166223,597.973,466,357,581.064,1929.547,1921.419,1921.971,1928.467,"no"
"OG0006900",10.773235,7.772009,7.342569,13.215673,43,34,41,59,729.559,721.44,721.99,728.481,"no"
"OG0006902",35.693764,42.6419,60.800702,32.250006,401.99,530.182,964.435,406.637,2058.547,2050.419,2050.971,2057.467,"no"
"OG0006904",92.530965,75.392609,20.818656,104.116183,1356.976,1221.741,430.38,1709.666,2680.547,2672.419,2672.971,2679.467,"no"
"OG0006905",57.799528,62.788267,25.198532,68.974841,902.658,1083.735,554.834,1206.169,2854.547,2846.419,2846.971,2853.467,"no"
"OG0006906",21.573135,19.985573,3.126507,40.437953,190,194,39,402.003,1609.822434238,1600.80872577869,1612.87425785293,1622.16557796709,"no"
"OG0006907",9.671613,17.917883,12.048174,15.845916,54,110,94.389,99,1020.547,1012.419,1012.971,1019.467,"no"
"OG0006908",104.987719,77.213836,23.393293,314.171903,1271.994,1033.068,399.294,4261.721,2214.547,2206.419,2206.971,2213.467,"no"
"OG0006912",0.339147,1.718671,0,0,1.81,10.082,0,0,975.547,967.419,971.474499507321,971.474499507321,"no"
"OG0006913",36.486821,35.991415,17.656403,30.18035,363.636,406.246,220,336,1821.66891506298,1861.419,1611.07504762227,1816.64639260532,"no"
"OG0006915",0,2.009094,3.159122,1.803693,0,1,2,1,84.7103442327201,82.083,81.858,90.468,"no"
"OG0006918",75.946612,65.025008,19.222322,59.15999,1434.115,1357.738,512,1250.98,3451.547,3443.419,3443.971,3450.467,"no"
"OG0006919",41.616813,39.683995,10.994971,36.825901,704,711,250,696.413,3092.01803224843,2954.66640165399,2939.96133303499,3085.80773246436,"no"
"OG0006920",49.192968,37.446389,12.162891,50.701994,1002.124,843.652,349.554,1156.646,3723.547,3715.419,3715.971,3722.467,"no"
"OG0006921",52.795303,76.145727,25.547128,143.383941,1237.69,2008.158,890.904,4223.067,4285.03828817387,4349.17257229172,4509.04316744677,4805.99110233305,"no"
"OG0006922",47.751354,36.200959,6.906063,42.872751,407.946,341,83,409.997,1561.547,1553.419,1553.971,1560.467,"no"
"OG0006923",15.812282,14.921603,7.342971,19.616372,259.862,271.005,170.145,360.808,3003.89756464336,2995.13437407878,2996.0048206429,3001.32007430956,"no"
"OG0006924",29.295231,23.406786,11.005952,30.122707,278,245.038,147,320.003,1734.547,1726.419,1726.971,1733.467,"no"
"OG0006925",2.583397,2.350096,1.183851,2.308777,14,14,9,14,990.547,982.419,982.971,989.467,"no"
"OG0006926",68.041127,136.305507,30.264768,83.436432,1185.444,2625.408,743.627,1627.798,3184.547,3176.419,3176.971,3183.467,"no"
"OG0006927",37.909151,29.731032,11.418269,39.75556,1002.056,869.582,426,1176.878,4831.547,4823.419,4823.971,4830.467,"no"
"OG0006928",132.503026,87.276671,41.059458,236.078595,1587.962,1155,693.212,3167.668,2190.547,2182.419,2182.971,2189.467,"no"
"OG0006929",27.325353,28.879839,16.432225,17.272959,583.412,681.998,495,412.99,3902.547,3894.419,3894.971,3901.467,"no"
"OG0006930",59.913882,43.019823,15.554655,69.58097,1523.397,1210.258,558.188,1981.335,4647.547,4639.419,4639.971,4646.467,"no"
"OG0006931",17.921601,11.838047,2.873766,28.22355,436.367,318.893,98.748,769.598,4450.547,4442.419,4442.971,4449.467,"no"
"OG0006932",11.501671,15.444413,5.859808,12.891469,106,157,76,133,1684.547,1676.419,1676.971,1683.467,"no"
"OG0006933",67.146234,77.062515,30.860293,111.379775,1331.12,1689.458,863.037,2472.608,3623.547,3615.419,3615.971,3622.467,"no"
"OG0006934",1.996556,1.716519,2.473109,1.488664,26.352,25.027,46,22,2412.547,2404.419,2404.971,2411.467,"no"
"OG0006936",43.45051,12.063988,5.897232,11.719623,632.452,194.034,121,191.009,2660.547,2652.419,2652.971,2659.467,"no"
"OG0006937",38.019369,36.000055,26.981983,64.39618,1490.445,1562.447,1493.717,2827.408,7165.547,7157.419,7157.971,7164.467,"no"
"OG0006938",20.001193,8.722262,5.491548,8.274977,323,167.201,132.256,181,2951.78609338748,3161.29279497314,3113.97281726173,3569.1697128792,"no"
"OG0006939",74.000215,70.487211,17.197343,77.970546,781,777.194,322.995,1101.32,1929.10676594122,1818.3336140851,2428.45498871849,2304.82703907168,"no"
"OG0006941",21.34162,12.591286,7.37813,13.902405,164.577,107,80,120,1409.547,1401.419,1401.971,1408.467,"no"
"OG0006942",66.024006,43.015524,16.157524,59.81044,1529.936,1102.672,528.338,1552.102,4235.547,4227.419,4227.971,4234.467,"no"
"OG0006943",18.512501,15.288103,3.687729,12.209406,167.979,153.001,47.087,124.018,1658.547,1650.419,1650.971,1657.467,"no"
"OG0006944",11.53155,10.983696,4.428121,14.667939,318,335.175,172.365,453,5040.547,5032.419,5032.971,5039.467,"no"
"OG0006946",21.223397,24.050876,8.925165,27.158467,508.976,651.016,300.939,744.059,4383.49849838643,4463.90308049669,4359.71529346684,4470.51472474823,"no"
"OG0006947",22.650101,17.091715,28.277937,17.861493,58.994,48.506,102.452,52,476.077,468.016,468.454,475.052,"no"
"OG0006948",130.419738,119.912225,38.404107,125.903511,3352.499,3410.521,1393.301,3624.484,4698.547,4690.419,4690.971,4697.467,"no"
"OG0006951",18.264379,18.097283,8.402399,15.02927,400.547,439,260,369.107,4008.547,4000.419,4000.971,4007.467,"no"
"OG0006952",9.896098,23.819776,8.236291,18.382871,150,399,176,312,2770.547,2762.419,2762.971,2769.467,"no"
"OG0006953",58.505793,52.319992,20.249,53.93182,1036.919,1025.195,506.146,1070.358,3239.547,3231.419,3231.971,3238.467,"no"
"OG0006954",101.597215,68.566736,22.850642,251.207722,1800.088,1343.13,571,4984.056,3238.547,3230.419,3230.971,3237.467,"no"
"OG0006955",14.785599,15.954502,5.067286,13.009992,203,242,98.053,200,2509.547,2501.419,2501.971,2508.467,"no"
"OG0006956",89.969648,96.760885,31.863676,82.920877,1314,1561.56,656,1356.033,2669.547,2661.419,2661.971,2668.467,"no"
"OG0006957",37.899337,35.96657,13.952726,37.380909,620.282,650.667,322.002,685.068,2991.547,2983.419,2983.971,2990.467,"no"
"OG0006958",7.199713,3.699202,1.159658,9.102621,53,30,12,75,1345.547,1337.419,1337.971,1344.467,"no"
"OG0006959",8.736988,19.704461,2.904156,8.634217,94,234,44,104,1966.547,1958.419,1958.971,1965.467,"no"
"OG0006960",29.351437,27.529406,7.475127,28.174252,884.401,918.035,317.968,950.758,5507.547,5499.419,5499.971,5506.467,"no"
"OG0006961",29.315478,19.605878,7.039196,41.704735,628.95,465.252,213.081,1002,3921.547,3913.419,3913.971,3920.467,"no"
"OG0006962",36.635884,55.062526,18.003912,50.706963,376.923,625.18,260.797,584.046,1880.547,1872.419,1872.971,1879.467,"no"
"OG0006964",33.916949,36.651034,9.759556,24.151453,171,203.003,68.987,136.237,921.547,913.419,913.971,920.467,"no"
"OG0006966",15.371318,10.476425,8.757538,16.962409,280,211,225,346,3329.547,3321.419,3321.971,3328.467,"no"
"OG0006970",53.343028,75.666632,20.000455,48.725096,1451.17,2277.815,768,1484.505,4972.547,4964.419,4964.971,4971.467,"no"
"OG0006972",52.250562,54.35688,26.099633,51.350706,1058.408,1217.717,745.848,1164.836,3702.547,3694.419,3694.971,3701.467,"no"
"OG0006973",146.034891,192.105817,43.386919,270.227191,1840.414,2673.918,770.424,3813.002,2303.547,2295.419,2295.971,2302.467,"no"
"OG0006974",35.33766,21.637298,10.22424,24.33227,686.041,464.519,280,528.988,3548.547,3540.419,3540.971,3547.467,"no"
"OG0006975",5.738908,7.131823,3.237417,7.163147,83,113.971,66,116,2643.547,2635.419,2635.971,2642.467,"no"
"OG0006976",149.715794,104.615152,20.520251,114.847908,1342.93,1034.918,259,1153.202,1639.547,1631.419,1631.971,1638.467,"no"
"OG0006978",5.656396,5.431583,1.561252,5.453394,113,120,44,122,3651.547,3643.419,3643.971,3650.467,"no"
"OG0006979",15.474545,16.166169,8.312377,21.311025,305.979,333,211,430.305,3614.19467926941,3396.96793246508,3282.10576024969,3294.78778438273,"no"
"OG0006980",18.643096,26.732849,3.130337,28.129608,304.104,482,72,513.798,2981.547,2973.419,2973.971,2980.467,"no"
"OG0006981",113.499123,81.732622,40.874878,102.961466,1123.632,892.803,569.651,1099.743,1809.547,1801.419,1801.971,1742.89768173874,"no"
"OG0006983",33.727878,23.737841,7.538523,44.431513,659.956,513.645,208.082,973.573,3576.547,3568.419,3568.971,3575.467,"no"
"OG0006984",12.768337,10.132983,4.453664,26.106003,347.356,305.036,171.017,795.371,4972.547,4964.419,4964.971,4971.467,"no"
"OG0006986",18.690505,13.447077,3.958645,16.34384,288.005,229,86,282,2816.547,2808.419,2808.971,2815.467,"no"
"OG0006988",11.694279,9.871431,3.514872,12.098926,177,165.115,75,205.05,2766.547,2758.419,2758.971,2765.467,"no"
"OG0006989",25.814096,24.382976,6.596935,24.025308,222.153,224.403,82.166,230.848,1573.01474126818,1517.73469300646,1610.44514928296,1567.87808738335,"no"
"OG0006990",85.022032,57.736276,13.594208,87.575561,1773.872,1332.284,400.151,2046.132,3813.547,3805.419,3805.971,3812.467,"no"
"OG0006991",40.04654,40.75703,14.13804,84.172908,864,972.611,430.374,2033.691,3943.547,3935.419,3935.971,3942.467,"no"
"OG0006992",59.04638,24.642761,11.074107,42.380401,547.405,252,144.484,439.832,1694.547,1686.419,1686.971,1693.467,"no"
"OG0006993",48.283307,43.726584,20.540222,40.689037,647.852,648.137,388.404,611.291,2452.547,2444.419,2444.971,2451.467,"no"
"OG0006995",298.158016,318.476561,83.425232,241.1577,6493.084,7671.463,2563.406,5881.263,3980.547,3972.419,3972.971,3979.467,"no"
"OG0006996",43.721577,37.43258,9.908411,28.057546,1096.375,1038.547,350.665,787.941,4583.547,4575.419,4575.971,4582.467,"no"
"OG0006997",19.317142,41.932214,11.07899,36.348975,240,575,196,509.01,2270.94487479949,2261.38431595017,2287.44795150912,2285.01857090399,"no"
"OG0006998",30.149281,24.192175,12.821555,41.499048,321.08,289.023,205.21,544.265,1946.59199647285,1970.20712411488,2069.44513540799,2140.06930866561,"no"
"OG0006999",101.309427,117.782084,39.385226,172.573107,1425.299,1830.815,781,2718.502,2571.547,2563.419,2563.971,2570.467,"no"
"OG0007001",10.914119,7.24067,1.84899,8.122373,180,132,43,150.001,3014.547,3006.419,3006.971,3013.467,"no"
"OG0007002",36.731211,29.812207,15.490801,39.202964,497.833,440.999,286,579.783,2477.34486187828,2439.48523756503,2387.19290647211,2413.248775378,"no"
"OG0007003",37.574654,40.750027,16.162294,38.486446,594,712,360.244,681.271,2889.547,2881.419,2881.971,2888.467,"no"
"OG0007004",17.223026,12.901379,5.498984,25.805666,497,412,224,833.98,5274.547,5266.419,5266.971,5273.467,"no"
"OG0007005",28.574271,23.490625,7.796684,19.363169,1097.821,999.153,423,833.199,7022.547,7014.419,7014.971,7021.467,"no"
"OG0007006",1.646226,1.228454,3.37008,1.643462,17,14,49,19,1887.547,1879.419,1879.971,1886.467,"no"
"OG0007008",48.341048,49.799735,26.650794,71.647671,1100.079,1253.63,855.794,1825.912,4159.547,4151.419,4151.971,4158.467,"no"
"OG0007010",78.123008,63.135572,73.366571,82.119228,1211.186,1083.525,1416.673,1484.292,2833.80632051925,2830.2115318551,2496.70231981322,2949.37296698011,"no"
"OG0007011",15.721898,11.096925,3.496245,14.080503,185.148,144.297,58,185.651,2152.547,2144.419,2144.971,2151.467,"no"
"OG0007015",13.611169,13.432031,6.605615,10.072531,295,322.003,202,244.472,3961.547,3953.419,3953.971,3960.467,"no"
"OG0007017",50.596185,52.140021,20.635208,53.586651,1149.008,1296.702,665.612,1356.793,4150.91164871808,4101.31407205991,4170.68896494612,4131.54542251608,"no"
"OG0007018",28.318977,26.336123,41.680745,29.637544,107,109,220.185,125.244,690.627,682.541,683.042,689.555,"no"
"OG0007019",25.013856,38.608975,7.566889,10.120284,454.688,775.964,194,206,3322.547,3314.419,3314.971,3321.467,"no"
"OG0007020",85.718991,81.372419,23.54789,100.98237,3371.164,3543.012,1307.795,4448.012,7188.547,7180.419,7180.971,7187.467,"no"
"OG0007021",5.638855,5.104372,0.894996,2.783135,76,76,17,42,2463.547,2455.419,2455.971,2462.467,"no"
"OG0007023",30.950471,33.083634,12.489586,41.901149,1097,1298.05,625.061,1663.32,6478.547,6470.419,6470.971,6477.467,"no"
"OG0007024",6.343441,8.124788,1.149741,2.889113,51,72,13,26,1469.547,1461.419,1461.971,1468.467,"no"
"OG0007025",16.278465,28.037667,8.523592,59.135941,383,729.776,282.999,1558.155,4300.547,4292.419,4292.971,4299.467,"no"
"OG0007026",11.097552,23.427315,12.795027,18.983315,237,553.379,385.533,454,3903.547,3895.419,3895.971,3902.467,"no"
"OG0007027",76.158158,52.398003,16.172163,78.381122,1093.535,831.319,327.319,1260.177,2624.547,2616.419,2616.971,2623.467,"no"
"OG0007029",9.352791,8.072078,2.804992,7.526042,413,413,174,388,8071.36642245903,8437.60226829845,8020.71367591494,8412.41277601347,"no"
"OG0007030",45.446177,47.530434,13.086249,54.951745,1154.043,1335.424,469,1562.744,4641.547,4633.419,4633.971,4640.467,"no"
"OG0007032",14.761435,30.087105,4.556294,11.57983,255,574.588,111,224,3157.547,3149.419,3149.971,3156.467,"no"
"OG0007033",27.75678,28.885905,7.366844,53.760941,841.363,969.051,315.242,1825.069,5540.547,5532.419,5532.971,5539.467,"no"
"OG0007034",7.736022,9.233044,2.056605,9.53827,6,7,2,8,141.766220431121,125.028009180396,125.74,136.859519543062,"no"
"OG0007035",17.375998,12.268249,2.481893,12.425521,80,62,16.008,64,841.547,833.419,833.971,840.467,"no"
"OG0007037",26.74038,27.834963,10.438758,38.436306,709.172,816.826,390.748,1141.593,4847.547,4839.419,4839.971,4846.467,"no"
"OG0007039",11.226631,6.079853,2.468246,6.096005,393,235.596,122,239,6398.547,6390.419,6390.971,6397.467,"no"
"OG0007040",50.031134,32.563342,9.240938,55.265084,962,679.654,250,1188.011,3514.57620121699,3442.01761742692,3497.99607624226,3507.71934819149,"no"
"OG0007041",9.750109,10.815875,22.410951,6.518066,159.042,195.013,515.468,119.055,2981.547,2973.419,2973.971,2980.467,"no"
"OG0007043",24.054069,16.115279,3.285154,12.993862,405,299.944,78,244.983,3077.547,3069.419,3069.971,3076.467,"no"
"OG0007044",16.92929,10.295667,2.190828,11.204277,332.435,222.679,66.507,267.145,3589.27792787707,3566.80735842301,3925.14170988686,3890.62888050331,"no"
"OG0007046",18.434958,20.213165,5.514816,19.784421,547,663.761,231,657.453,5423.547,5415.419,5415.971,5422.467,"no"
"OG0007047",13.339909,14.235353,6.007116,11.764576,354.002,418,225,349.635,4850.547,4842.419,4842.971,4849.467,"no"
"OG0007048",3.021172,1.903779,1.490283,0.903252,3,2,2,1,181.503,173.248,173.523,180.654,"no"
"OG0007050",26.465003,19.522986,4.518818,20.480542,337.002,274.581,81.08,292,2327.547,2319.419,2319.971,2326.467,"no"
"OG0007051",9.512037,7.840585,2.541645,7.098473,146,133,55,122,2805.547,2797.419,2797.971,2804.467,"no"
"OG0007052",166.069216,187.520976,68.696454,217.830646,3895.469,4866.092,2273.944,5722.2,4287.547,4279.419,4279.971,4286.467,"no"
"OG0007053",36.185157,38.669278,12.788975,46.461771,904.42,1069.342,451.126,1300.516,4568.547,4560.419,4560.971,4567.467,"no"
"OG0007054",11.861357,9.220741,3.838828,10.781861,208.276,179,95.065,212,3209.547,3201.419,3201.971,3208.467,"no"
"OG0007055",156.22884,144.87933,43.430681,194.835522,3357.801,3444.17,1317.028,4689.486,3928.547,3920.419,3920.971,3927.467,"no"
"OG0007056",56.534781,45.467034,16.905665,89.546104,1197.772,1065.434,505.339,2124.549,3872.547,3864.419,3864.971,3871.467,"no"
"OG0007058",52.452501,35.461354,6.60233,32.29486,743.969,555.73,131.995,512.889,2592.547,2584.419,2584.971,2591.467,"no"
"OG0007060",56.163638,35.216588,17.014672,37.583534,437.04,311,227,386.244,1422.34299090429,1456.35557582614,1725.03746416693,1676.94723826072,"no"
"OG0007061",110.041298,80.511537,28.650285,113.13731,2492.73,2017.475,915.79,2870.085,4140.547,4132.419,4132.971,4139.467,"no"
"OG0007062",43.474754,36.665933,20.252045,49.138372,1099.7,1026.171,722.997,1392,4623.547,4615.419,4615.971,4622.467,"no"
"OG0007063",23.489291,20.320688,9.314712,52.951631,530.138,494.873,287,1293.33,4125.31451993068,4016.1489275497,3983.8941499589,3985.52429940594,"no"
"OG0007064",37.072605,23.669914,5.895134,21.726503,869,613.794,195,570.335,4284.547,4276.419,4276.971,4283.467,"no"
"OG0007065",26.036792,22.739576,7.296224,25.682069,887.514,858,351.156,980.45,6230.547,6222.419,6222.971,6229.467,"no"
"OG0007066",29.490321,37.676167,9.111076,30.196344,429.575,606.432,187.083,492.516,2662.547,2654.419,2654.971,2661.467,"no"
"OG0007067",48.580945,37.836802,6.616573,65.346071,465.532,400.002,89.244,701,1751.547,1743.419,1743.971,1750.467,"no"
"OG0007068",11.757661,9.436731,2.690021,10.274456,186,164.997,60,182,2891.547,2883.419,2883.971,2890.467,"no"
"OG0007069",20.7154,22.611976,6.506125,16.532035,344.253,415.378,152.463,307.638,3037.547,3029.419,3029.971,3036.467,"no"
"OG0007071",28.852291,17.227517,4.719863,26.15123,473.002,312.183,109.108,480.066,2996.547,2988.419,2988.971,2995.467,"no"
"OG0007072",45.311168,64.605674,25.652708,76.460384,1252.003,1975.401,1000.517,2366.064,5050.547,5042.419,5042.971,5049.467,"no"
"OG0007073",19.505709,16.479159,22.563954,12.25271,557.215,520.959,909.889,392,5221.547,5213.419,5213.971,5220.467,"no"
"OG0007074",17.378276,11.526028,5.394824,9.886198,281,206,123,179,2955.547,2947.419,2947.971,2954.467,"no"
"OG0007075",27.236498,21.234889,8.128011,18.528914,482.167,440.616,208.216,375.692,3235.82102972291,3421.87897909384,3312.27003084531,3308.54511261901,"no"
"OG0007076",11.361419,9.273797,2.903775,12.419162,528.747,477.905,190.868,647.344,8506.547,8498.419,8498.971,8505.467,"no"
"OG0007077",23.921267,19.3411,6.896284,24.664485,754.286,675,307,871.014,5763.547,5755.419,5755.971,5762.467,"no"
"OG0007078",12.652041,14.077044,5.516427,14.375333,301,370.501,185.204,383,4348.547,4340.419,4340.971,4347.467,"no"
"OG0007081",37.671931,34.210707,17.884766,43.246451,1020.518,1025.499,683.855,1312.022,4951.547,4943.419,4943.971,4950.467,"no"
"OG0007082",23.054142,22.75398,34.538591,18.457134,94.917,102.712,198.998,85,752.547,744.419,744.971,751.467,"no"
"OG0007083",27.958232,24.47442,9.630322,54.686217,531,514,258,1163.082,3471.547,3463.419,3463.971,3470.467,"no"
"OG0007084",20.723595,14.499014,4.012893,58.692885,115,107,32,349.596,1014.31045807762,1217.02530647022,1031.06905569199,971.933167185341,"no"
"OG0007085",12.089289,8.509852,3.245482,18.646467,264,205.553,100,456,3991.547,3983.419,3983.971,3990.467,"no"
"OG0007086",23.667438,20.533496,11.874799,38.959491,511.658,491,362.213,943.205,3951.547,3943.419,3943.971,3950.467,"no"
"OG0007087",17.833852,28.505936,4.534546,15.925975,201,362,71,194,2060.10527400609,2094.2455056443,2024.50968016776,1987.7011962737,"no"
"OG0007088",41.575381,15.725147,2.204682,19.054617,948.845,397,71,487.001,4171.547,4163.419,4163.971,4170.467,"no"
"OG0007089",4.444501,0.817999,0.32034,0.397711,10,2,1,1,411.259,403.21,403.63,410.288,"no"
"OG0007091",68.514389,65.627906,22.303742,63.118605,1612.008,1708.191,740.526,1663.093,4300.547,4292.419,4292.971,4299.467,"no"
"OG0007092",126.868249,97.626257,16.629529,121.745162,2935.679,2499.026,543,3154.854,4229.547,4221.419,4221.971,4228.467,"no"
"OG0007094",61.380648,41.480439,18.337479,60.969872,1252.754,936.298,528,1393.499,3730.547,3722.419,3722.971,3729.467,"no"
"OG0007095",21.299717,22.05869,4.858237,20.934844,546.004,625.65,175.768,601,4685.547,4677.419,4677.971,4684.467,"no"
"OG0007096",1.02286,1.416065,1.109014,3.204536,2,3,3,7,357.398,349.376,349.768,356.442,"no"
"OG0007097",9.646348,9.425889,1.521184,6.974292,126.002,136,28,102,2387.547,2379.419,2379.971,2386.467,"no"
"OG0007100",3.640521,2.56825,2.680337,1.6322,4,3,4,2,200.833,192.636,192.959,199.946,"no"
"OG0007101",68.485367,49.487636,15.156149,55.707173,1591.467,1272.18,497,1449.718,4247.547,4239.419,4239.971,4246.467,"no"
"OG0007102",42.779682,21.19265,10.736746,40.685698,858.605,470.394,304,914.434,3668.547,3660.419,3660.971,3667.467,"no"
"OG0007103",17.821809,15.745479,27.016324,14.47031,81.468,79,173,74,835.547,827.419,827.971,834.467,"no"
"OG0007104",23.847129,18.550193,8.636336,23.771636,610.001,525.014,311.79,680.982,4675.547,4667.419,4667.971,4674.467,"no"
"OG0007105",18.678693,19.884407,7.855692,19.896203,539.006,635,320,643,5274.547,5266.419,5266.971,5273.467,"no"
"OG0007106",23.99123,29.437996,42.811059,22.288906,274,371.19,624.561,285,2087.547,2079.419,1886.31393525652,2086.467,"no"
"OG0007107",24.844584,25.298636,40.844129,23.188383,317.727,357.347,736.012,332.028,2337.547,2329.419,2329.971,2336.467,"no"
"OG0007108",19.48422,15.073971,23.63732,12.866694,65,55,110.08,48,609.774,601.713,602.153,608.737,"no"
"OG0007109",40.936312,35.584216,14.907682,50.581342,1256.538,1208.867,646.001,1738.827,5610.547,5602.419,5602.971,5609.467,"no"
"OG0007111",34.598871,25.935682,9.816408,79.862946,912.662,757.002,365.478,2359.277,4821.547,4813.419,4813.971,4820.467,"no"
"OG0007112",17.746497,20.095881,15.482183,19.64911,192,239.989,235.883,238,1977.547,1969.419,1969.971,1976.467,"no"
"OG0007113",27.56306,27.453918,13.265223,20.269715,419.53,504.001,301,372,2782.10601050174,3027.48470515727,2933.91915661976,2994.68213968006,"no"
"OG0007114",15.173828,16.222168,9.046532,19.062844,369.628,437.189,310.997,520.038,4452.547,4444.419,4444.971,4451.467,"no"
"OG0007117",4.2015,2.400654,1.441684,1.339691,8,5,4,3,348.03544073688,343.474589858014,358.745,365.403,"no"
"OG0007119",46.64004,34.733028,5.984703,45.896361,1760.521,1451.433,319,1940.329,6899.547,6891.419,6891.971,6898.467,"no"
"OG0007120",6.294901,7.895651,8.748164,4.158495,42,58,82,31.052,1219.547,1211.419,1211.971,1218.467,"no"
"OG0007121",6.934266,6.415216,3.137015,8.276117,288,295,184,384.981,7591.547,7583.419,7583.971,7590.467,"no"
"OG0007124",45.732896,37.26457,12.325829,33.322584,547.793,493.179,200.253,452.063,2189.40496066796,2182.54473567869,2100.66783296758,2213.68355709533,"no"
"OG0007125",54.47394,38.260177,13.609021,74.891467,1687.274,1311.607,595.093,2597.94,5661.547,5653.419,5653.971,5660.467,"no"
"OG0007126",23.227702,17.151162,4.139316,22.892236,386.003,315.064,97,425.992,3037.547,3029.419,3029.971,3036.467,"no"
"OG0007127",20.18874,17.513237,8.57219,19.410663,419.002,402,251,451.135,3793.547,3785.419,3785.971,3792.467,"no"
"OG0007128",3.422332,4.876487,1.068624,3.250255,16,25.029,7,17,854.547,846.419,846.971,853.467,"no"
"OG0007129",233.876548,183.15241,31.04507,116.193542,6004.226,5202.523,1124.875,3340.683,4692.547,4684.419,4684.971,4691.467,"no"
"OG0007130",14.340325,20.926072,11.170065,25.856894,313,505.209,344,632.014,3989.547,3981.419,3981.971,3988.467,"no"
"OG0007131",25.719719,25.676422,8.632744,35.520981,904.004,999.017,428.434,1398.296,6424.547,6416.419,6416.971,6423.467,"no"
"OG0007132",2.22224,3.021019,4.684043,3.067777,22,33,65.279,34,1809.547,1801.419,1801.971,1808.467,"no"
"OG0007133",107.77215,97.36861,24.004125,249.118246,3126.46,3125.957,983.001,8093.682,5302.547,5294.419,5294.971,5301.467,"no"
"OG0007136",116.159706,103.284706,59.486146,128.173773,892.593,874.576,642.699,1102.417,1404.547,1396.419,1396.971,1403.467,"no"
"OG0007137",12.516673,9.098203,2.516168,16.992589,63.859,51,18,97,932.547,924.419,924.971,931.467,"no"
"OG0007139",2.689402,3.318147,0.930553,2.460406,41,55.903,20,42,2786.547,2778.419,2778.971,2785.467,"no"
"OG0007140",22.204507,18.635023,7.678827,24.038237,798.672,742,390,968.371,6574.547,6566.419,6566.971,6573.467,"no"
"OG0007141",15.801086,10.627396,4.549282,13.625601,232.935,173.12,94.539,224.912,2694.547,2686.419,2686.971,2693.467,"no"
"OG0007142",33.97187,36.84322,20.040143,51.106604,1129.932,1356.418,941.099,1903.775,6079.547,6071.419,6071.971,6078.467,"no"
"OG0007143",10.390753,9.518118,4.714186,13.832691,291.998,295.992,187,435.343,5136.547,5128.419,5128.971,5135.467,"no"
"OG0007145",52.625704,26.993975,9.247384,57.413233,916.005,519.445,227,1119.045,3181.547,3173.419,3173.971,3180.467,"no"
"OG0007146",18.694241,14.200749,7.490822,15.70241,301.003,253,170,283,2943.06535418191,2938.07973521897,2934.36957815337,2940.86815689248,"no"
"OG0007148",28.674297,28.253454,5.13237,50.579014,567.817,618.721,143.373,1121.604,3619.547,3611.419,3611.971,3618.467,"no"
"OG0007150",35.139972,38.192661,13.996393,31.785155,800.993,952.019,481.252,811.339,4166.44265205117,4110.73995726454,4445.82016292362,4165.17862550568,"no"
"OG0007151",20.015313,20.892719,2.832798,8.573964,131.901,151.574,26.224,63.235,1204.547,1196.419,1196.971,1203.467,"no"
"OG0007152",39.552537,20.838764,6.935012,41.669027,489.808,285,121,543.767,2263.547,2255.419,2255.971,2129.38817012257,"no"
"OG0007153",46.6013,49.285258,20.842577,38.45925,1605.067,1879.036,1013.6,1483.557,6295.547,6287.419,6287.971,6294.467,"no"
"OG0007156",11.2582,19.88407,6.698698,19.068847,383.142,749.051,321.88,726.812,6220.547,6212.419,6212.971,6219.467,"no"
"OG0007157",7.450684,4.056407,2.639999,6.1619,175.993,106,88,163,4317.547,4309.419,4309.971,4316.467,"no"
"OG0007158",1.869259,2.648914,0.664362,2.922299,16,25,8,28,1564.547,1556.419,1556.971,1563.467,"no"
"OG0007159",55.655456,42.318548,32.541309,50.890889,991.273,833.326,817.432,1014.996,3255.547,3247.419,3247.971,3254.467,"no"
