OG,Cnat_1,Cnat_2,Cnat_3,Cnat_4,Cnat_5
OG0008270,96.001,75,109.878,155.888,128
OG0008271,192.002,115,166.963,114,66.997
OG0008272,0,27,0,2,26
OG0008273,3061.451,2529.001,2430,1754.941,859.845
OG0008274,111,81,88,92,75
OG0008275,154,279,123,71,205.017
OG0008276,191,173,224,166,60
OG0008277,4,4,1,0,70
OG0008278,1,156.663,0,3,218.279
OG0008279,0,22,0,0,16
OG0008280,311,237.967,397.867,384.958,286.744
OG0008281,4,19,0,0,85.283
OG0008282,262.054,50.002,244.29,300.459,63
OG0008283,280,209,369,213,258
OG0008284,114,174,156.134,160,200
OG0008285,10,0,5,0,35
OG0008286,0,14,0,0,32
OG0008287,23.762,18,13,17,4
OG0008288,0,22,0,0,16
OG0008289,327,53,348.837,453,7
OG0008290,0,0,0,0,13
OG0008291,0,12,0,2,26
OG0008292,5,165,152,9,2
OG0008293,0,0,1,0,49
OG0008294,67.01,48,62,82,47.973
OG0008295,1,0,50,2,0
OG0008296,14,2,1,0,0
OG0008297,0,52,0,0,56
OG0008298,70.993,114.882,106.237,124.336,84.009
OG0008299,0,178,0,3,247
OG0008300,4,1,2,0,53
OG0008301,4,362.858,2,3,492.917
OG0008302,0,0,0,0,18
OG0008303,1,0,41,5,0
OG0008304,49,14,38,69,79
OG0008305,7,23,35,2,1
OG0008306,6.807,2.997,5.739,2.392,0
OG0008307,0,103.141,0,1,119.935
OG0008308,19,153,13.999,22,245
OG0008309,8,16,1,0,65
OG0008310,5,2397.982,14,29,2821.711
OG0008311,0,57,1,1,63
OG0008312,51,44,18,33,49
OG0008313,44,43,60,33,23
OG0008314,0,8,0,0,17
OG0008315,11,2,3,1,197.679
OG0008316,0,1,0,0,25.877
OG0008317,0,61,1,0,44.065
OG0008318,7,1,100,8,0
OG0008319,17,16,7,1,4
OG0008320,21,39,48,20,69
OG0008321,46,56,39,17,20
OG0008322,0,1,0,0,24
OG0008323,0,112.217,0,0,94.586
OG0008324,18,6,6,12,6
OG0008325,163.002,148,224,194,189.997
OG0008326,4,0,0,0,65
OG0008327,0,61,0,0,68
OG0008328,145,93,113,97,21
OG0008329,0,35,0,1,52
OG0008330,0,32,0,0,52
OG0008331,0,45.541,0,0,58
OG0008332,0,8.017,0,0,15.371
OG0008333,0,69,11,2,0
OG0008334,45,47,35,43,18
OG0008335,85,166,112,117.006,196
OG0008336,132,242,225.023,270,276.689
OG0008337,0,38,1,0,41
OG0008338,2,0,1,0,33
OG0008339,206,232,307,159,244.014
OG0008340,2,97,0,1,134
OG0008341,4,0,1,1,102.998
OG0008342,524,567,508.071,598,720
OG0008343,2,113.883,1,0,291
OG0008344,1,36,0,0,30.143
OG0008345,57,8,66.007,57.39,84
OG0008346,22.339,1,12.432,4.108,0
OG0008347,513,283,509,544,75
OG0008348,75,19,96,97,0
OG0008349,1,142.297,2,1.798,239.041
OG0008350,114.197,163,141,100,225
OG0008351,0,29.45,2,2,27.709
OG0008352,4,59,5.002,6,66.9
OG0008353,0,7,3,1,5
OG0008354,8,533,3,3,856
OG0008355,0,9.408,0,0,15
OG0008356,0,0,0,1,9
OG0008357,0,21,0,1,40.387
OG0008358,14,12,11,14,22
OG0008359,7,4,10,6,4
OG0008360,44,136,55,75.432,192
OG0008361,6,6.218,3,3,6
OG0008362,0,77,0,2,75.644
OG0008363,31,166,48.001,43,260
OG0008364,0,0,117,2,0
OG0008365,2,6,5,3,1
OG0008366,1,27.131,0,0,42.984
OG0008367,22,1,3,7,0
OG0008368,0,78.901,0,0,98.208
OG0008369,11,6,8,5,7
OG0008370,0,25,0,1,36
OG0008371,36,16,25,17,15
OG0008372,0,10,0,0,10
OG0008373,0,248.744,1,2,355.547
OG0008374,63.018,8.001,62,68,0
OG0008375,78,264.3,73,87,368.763
OG0008376,123,100,98,101.072,48
OG0008377,117.494,16,128.142,133.999,34.002
OG0008378,0,6,0,0,5
OG0008379,257.045,145,300,296,88.802
OG0008380,0,27,1,0,48
OG0008381,35,14,53.998,65.709,0
OG0008382,0,67,0,0,52.351
OG0008383,11,24,10,9,6
OG0008384,4,8,89.644,23,1
OG0008385,1,348,3,5,427.021
OG0008386,484,579,429,442,461
OG0008387,82.008,103,48.999,74.997,103
OG0008388,251,52,303,300.001,2
OG0008389,56.965,15,82,73,0
OG0008390,156,90,111,60,105.001
OG0008391,108,294,120,219,373.248
OG0008392,0,4,2,3,1
OG0008393,0,58.286,0,0,42.684
OG0008394,138,85,96,129,43
OG0008395,101,19,70.003,47,7
OG0008396,0,156,0,0,204.029
OG0008397,0,10,0,0,34
OG0008398,15,8,19,7,5
OG0008399,0,132.014,2,1,153.003
OG0008400,1,0,64,1,0
OG0008401,7,57.806,3,0,62.617
OG0008402,29,20,29,41,9
OG0008403,0,56.771,2,0,63.376
OG0008404,0,5,105,3,5
OG0008405,8,8,12,19,8
OG0008406,0,90,0,1,102.018
OG0008407,14,58.345,5.637,17,53.996
OG0008408,61.117,140.003,70.979,48.354,207
OG0008409,0,46,0,0,82.003
OG0008410,174,42,162,208,108
OG0008411,246,50,274,336,0
OG0008412,14,2,19,27,0
OG0008413,34,9,21,42,5
OG0008414,67,13,58,73,0
OG0008415,5,342.242,1,1,403
OG0008416,0,127,0,1,144
OG0008417,136,451.999,169,235,505.806
OG0008418,0,20.796,0,1,47.017
OG0008419,4,8,139,44,0
OG0008420,0,883.997,2,8,919.974
OG0008421,0,121,1,1,178
OG0008422,72.485,20.846,29.35,27.236,19
OG0008423,0,0,0,0,24
OG0008424,3,0,0,0,20
OG0008425,16.201,114.169,105.032,18.125,213.911
OG0008426,3,0,121,6,0
OG0008427,0,41,2,0,67
OG0008428,0,0,0,0,33
OG0008429,0,16,33,39.001,0
OG0008430,4,0,0,0,86.016
OG0008431,0,39.701,0,0,29.821
OG0008432,0,144,0,1,190.045
OG0008433,52.022,15,47.018,76.068,19.005
OG0008434,11,0,1,0,78
OG0008435,0,53.001,0,0,53.002
OG0008436,0,119.011,0,2,128.002
OG0008437,0,198.83,3,2,222.971
OG0008438,0,8,0,0,18
OG0008439,6,9,4,4,8
OG0008440,9,0,6,6,3
OG0008441,2,0,54,2,0
OG0008442,53,49,67,56,40
OG0008443,8,7,2,4,3
OG0008444,177,247.611,180,255,263.548
OG0008445,2,352,2,2,494
OG0008446,49,34,27,26,7.273
OG0008447,0,241,0,2,269
OG0008448,2,56,67,4,0
OG0008449,4,79.607,0,1,80.044
OG0008450,0,143,0,4,143
OG0008451,3,3,2,0,156
OG0008452,144,167,138,106,155
OG0008453,66,68.767,68,61,24
OG0008454,1,169,0,5,195
OG0008455,9,58,21,20,88.001
OG0008456,9,41.259,20,25,28.484
OG0008457,11,12,6,5,4
OG0008458,0,121,0,0,76
OG0008459,81,132,76.999,91.75,188
OG0008460,0,17,4,2,0
OG0008461,29,44,15,20,6
OG0008462,25,222,32,35.01,339
OG0008463,23,25,5,5,4
OG0008464,8,711.177,7,10,918
OG0008465,6,17,5,4,4
OG0008466,1,10.006,1,0,26.987
OG0008467,1526,794,1750.348,815,525
OG0008468,0,625,4,5,559
OG0008469,235.18,70.009,289.125,354.001,35.061
OG0008470,58,50,44,37,39
OG0008471,3,3,1,0,27.57
OG0008472,334.038,65.021,389.532,436.394,1
OG0008473,0,82.684,1,1,83.8
OG0008474,5,1,3,0,1
OG0008475,1,4,0,0,144.453
OG0008476,27.998,4,36.999,39.996,0
OG0008477,55,10,53,68,0
OG0008478,17.017,312.387,13,38.92,302.672
OG0008479,2,4,1,1,4
OG0008480,100,93,117,89,33
OG0008481,2,69,0,3,85.101
OG0008482,13,3,1,3,106
OG0008483,0,82.904,0,0,92.914
OG0008484,19,17,22,20,9
OG0008485,3,1,97,3,0
OG0008486,0,15.661,0,0,32.736
OG0008487,116,80,126,105,74
OG0008488,10,1,10,12,0
OG0008489,219.92,206,168,158,175
OG0008490,11,55,6,7,90
OG0008491,89,175,107,140,350
OG0008492,152.016,390,170.967,165.245,422
OG0008493,54.747,175,55.015,73.008,155.844
OG0008494,13260.688,18171.691,16562.944,14848.561,9037.953
OG0008495,0,3.295,0,0,3.254
OG0008496,39,291,35,53.003,505.013
OG0008497,169,145,140,81,125
OG0008498,4,6,5,3,9.963
OG0008499,1,350.651,0,3,447.674
OG0008500,0,54,0,3,70
OG0008501,12,1058,12,9,1086.022
OG0008502,0,186,1,0,232
OG0008503,66,12,90,115.007,1.086
OG0008504,257,134,220,320,109
OG0008505,48,11,63,68,0
OG0008506,0,58,0,0,56
OG0008507,0,89.041,1,1,147
OG0008508,0,59.746,1,0,63.536
OG0008509,35,12,83,0,35
OG0008510,0,67,0,0,77
OG0008511,489.147,265,554.069,442,197
OG0008512,0,0,0,0,51
OG0008513,0,10,0,0,20
OG0008514,4,0,6,9,8
OG0008515,0,168,0,0,168.001
OG0008516,0,0,0,0,10
OG0008517,4,2,13,7,0
OG0008519,73,10,78,4,0
OG0008520,134.931,18.045,153,210.885,0
OG0008521,89.002,79,132,86,42
OG0008522,211,138,216.97,154,213
OG0008523,18,35,25,64,0
OG0008524,4,0,2,1,68
OG0008525,254,148.672,219.005,310,181.848
OG0008526,0,224,0,4,291
OG0008527,21,240.045,11,20,69.016
OG0008528,15,535.656,4,4,332
OG0008529,1,221,1,2,296.008
OG0008530,70.702,34,86.007,92.235,15
OG0008531,0,50,1,1,63
OG0008532,0,71,1,0,53
OG0008533,159,97,156,127,117
OG0008534,93,151,100,65,129
OG0008535,0,16,0,0,23.858
OG0008536,53.036,147,66,67,194
OG0008537,4,0,152,3,0
OG0008538,853.295,145,455,417.969,0
OG0008539,38,77,24,19,6
OG0008540,0,91,0,0,105
OG0008541,201.901,62.468,221.996,261.753,57
OG0008542,0,15.092,0,1,23.945
OG0008543,0,0,127.229,1,0
OG0008544,17,5,22,14,0
OG0008545,3,0,0,0,42
OG0008546,526,416,428,418,74
OG0008547,0,248,2,2,298
OG0008548,156,88,130,112,70
OG0008549,0,90,1,0,110.534
OG0008550,0,153,1,2,210
OG0008551,0,20,0,0,38
OG0008552,111,61.087,117,128,76.058
OG0008553,51.033,15.174,42.09,56.04,0
OG0008554,0,1,0,0,12
OG0008555,35,6,35,57.005,5
OG0008556,275,48,278,333,12
OG0008557,274,19,206.134,103,56
OG0008558,8,4,7,9,1
OG0008559,29,240.929,27.755,42.018,328.142
OG0008560,0,100,0,0,149.003
OG0008561,62,157.917,26.014,65.761,52.634
OG0008562,0,114,0,1,125
OG0008563,391.055,261,385,420,123
OG0008564,1,285.468,0,0,324.669
OG0008565,59.505,14.999,61.683,114.529,0
OG0008566,85,20.034,89,121.03,0
OG0008567,1,4,121,53,0
OG0008568,0,55,0,2,35
OG0008569,37,25,11,0,0
OG0008570,194,131,198,117,220.036
OG0008571,611.515,139.327,335.944,514.745,21.067
OG0008572,121.747,82,144,39,47
OG0008573,0,25,7,0,58.437
OG0008574,143,328.724,226,252,389
OG0008575,238,274,239,177,93.312
OG0008576,26,15,24,20,3
OG0008577,17,8,18,27.449,0
OG0008578,171.54,222.82,178.085,193,325.176
OG0008579,202,120,226,85,32
OG0008580,88,17,86,137,10
OG0008581,0,64,0,2,94
OG0008582,14,17,28,8,3
OG0008583,12,3,0,1,249
OG0008584,14,44,11.001,7,47
OG0008585,0,58.48,0,0,51
OG0008586,445.562,188,307,273,175
OG0008587,1,127.003,2,5,160.004
OG0008588,320.5,462,394.291,464,643.817
OG0008589,0,81.626,0,1,112
OG0008590,43,3,35,52.001,0
OG0008591,1,507.588,1,3,512.999
OG0008592,6,1,118,6,0
OG0008593,0,94.713,1,1,90.53
OG0008594,1,0,62,9,0
OG0008595,57.031,5,39,62.062,2.001
OG0008596,502,226,833,179,109
OG0008597,0,210.076,3,3,351.409
OG0008598,107,93,104,54,57
OG0008599,11,372.047,21,13,573.735
OG0008600,161,54,162,211,1
OG0008601,116,82.579,103,59,113.006
OG0008602,9,9,6,9,16
OG0008603,387.616,80.504,373.356,402.004,26
OG0008604,51,277,36.232,21,343.628
OG0008605,73,14.001,60.02,90.113,14.873
OG0008606,0,55,1,1,98
OG0008607,61,292,51,96,391
OG0008608,2,22,93,1,0
OG0008609,0,0,0,0,21
OG0008610,452,528,366,344.384,244.004
OG0008611,0,56,1,0,139.634
OG0008612,0,110.001,3,2,119.001
OG0008613,48.995,6,36.995,47,0
OG0008614,0,174,1,4,190
OG0008615,60,190,42,59,108
OG0008616,14,98,15,35.001,70
OG0008617,13,2,5,2,202.93
OG0008618,0,337.587,1,1,420.085
OG0008619,232.387,37,283,270,0
OG0008620,0,31.776,0,0,55.924
OG0008621,69,223,72,100.548,249
OG0008622,477,90,506.083,701,0
OG0008623,3,36,1,0,85.091
OG0008624,4.409,125.815,5.772,1.892,132.461
OG0008625,0,880.393,1,6,882.229
OG0008626,0,91.657,0,0,109.655
OG0008627,2,1,0,0,68
OG0008628,0,158.586,0,0,189.194
OG0008629,0,624.33,4,12.963,964.96
OG0008630,0,153.409,3,0,172.277
OG0008631,2316.999,2128.002,2592.998,2206,1280.999
OG0008632,312,57.001,397.542,386,2
OG0008633,228.277,362,228.999,261,309
OG0008634,428.002,252,433.987,463,116
OG0008635,0,20.982,0,0,31
OG0008636,905,520.999,575,901,486
OG0008637,41,32,46,14,36
OG0008638,10,5,5,11,0
OG0008639,0,12,0,0,26
OG0008640,1,2,0,2,7
OG0008641,86,14,98,134,0
OG0008642,0,240.097,5,1,397.908
OG0008643,0,30,0,0,25
OG0008644,4,8,2,9,2
OG0008645,29,14,17,20,6
OG0008646,1,357,1,6,432
OG0008647,109,24,167.002,203,38
OG0008648,0,131,2,0,196
OG0008649,137.074,157.007,68.018,150.039,192
OG0008650,1,153.113,0,0,239.95
OG0008651,275,280.859,266.008,309,380.57
OG0008652,3,411,3,7,673
OG0008653,0,21.988,0,0,10.897
OG0008654,112,34,117,130,0
OG0008655,0,35,0,1,46
OG0008656,2,0,1,10,0
OG0008657,1.002,371.004,5,5,447
OG0008658,85.495,239,98.52,105,250.084
OG0008659,163,87,216,233,109
OG0008660,216,269,156,78,117
OG0008661,0,7.387,0,0,2.998
OG0008662,22,8,22,117.001,0
OG0008663,84,13.001,99.412,151.52,1
OG0008664,82,10,102.194,109.994,24
OG0008665,23,199.083,21.262,28.13,272.147
OG0008666,79,10.042,68,96,1
OG0008667,68,71,93,38,38
OG0008668,0,20,0,0,21
OG0008669,0,109,0,0,120.007
OG0008670,16,358.935,4,5,675.281
OG0008671,51.001,9,54,69,0
OG0008672,0,35,1,0,30
OG0008673,0,172.686,1,1.44,190
OG0008674,269,61,291,332.009,0
OG0008675,881.595,804.25,910.434,440.699,502.013
OG0008676,29,10,8,1,2
OG0008677,18,20,29,23,4
OG0008678,0,46,2,2,32
OG0008679,36.004,4,21,23,0
OG0008680,82,24,87.304,57.997,5
OG0008681,4469.646,2050.024,4120.863,3127.468,1318.024
OG0008682,2,48,5,40,19
OG0008683,60.003,7.001,68,46.531,16
OG0008684,2342.823,2144.492,2140.673,1546.001,334.014
OG0008685,0,145,0,4,160
OG0008686,36,10,29,60.027,2
OG0008687,178,47,277,319,24
OG0008688,0,46.015,0,0,32.549
OG0008689,0,583.133,3,9,794.748
OG0008690,81.017,170.576,73,97,166.996
OG0008691,33,36,27,22,8
OG0008692,484.16,390,503.005,416.086,128
OG0008693,1,31,0,0,44
OG0008694,66,14,65,114,0
OG0008695,213,214,314,226,152
OG0008696,1,270.027,0,3,287.184
OG0008697,0,46.435,0,0,80.872
OG0008698,1,75.554,0,0,46.809
OG0008699,0,43.262,0,0,58.291
OG0008700,0,28.969,0,1,35
OG0008701,85,18.978,93,98.789,0
OG0008702,1,124,1,0,176
OG0008703,2,1343.252,13,22,1770.945
OG0008704,299.272,374.003,322.883,403,333.401
OG0008705,0,132,0,2,155
OG0008706,85,16,77,80,0
OG0008707,530.665,126,588.029,683,0
OG0008708,75,153,55,32,140
OG0008709,37,45,73,51,30
OG0008710,80,38,54,39,18
OG0008711,62.002,97.542,36,20,47.02
OG0008712,0,62,0,2,101
OG0008713,0,49,0,13,48
OG0008714,0,37,0,1,52.954
OG0008715,310,623.001,458.674,496.556,639
OG0008716,15,6,24,28,0
OG0008717,1,427.887,2,5.673,407.974
OG0008718,3,428.298,1,6,402.884
OG0008719,0,1,0,0,196
OG0008720,90,6,86,89,0
OG0008721,10,1,2,0,128
OG0008722,0,12,0,0,39
OG0008723,163,325,208.998,281,276
OG0008724,0,0,0,0,66.856
OG0008725,124,122,87,66,30
OG0008726,127,148,120,146,63.132
OG0008727,22,4,13,3,0
OG0008728,184.026,424.066,183.152,207.125,436
OG0008729,50,21,57,17,14
OG0008730,1,212.409,3,3,282.912
OG0008731,97,20,72,100,0
OG0008732,29,17,2,12,6
OG0008733,6,10,2,7,5
OG0008734,0,218,3,2,258
OG0008735,6,36,20,20,0
OG0008736,0,9,0,0,18
OG0008737,41,68,12,24,14
OG0008738,0,59.604,0,0,66.11
OG0008739,0,117.68,2,4,170
OG0008740,0,54,2,1,74
OG0008741,1,471.102,1,6.851,778.199
OG0008742,45,36,64,43.003,29
OG0008743,42,4,17,5,1
OG0008744,0,7.519,0,0,16.397
OG0008745,1,445.001,2,4,518.425
OG0008746,99,126,148.99,175.006,137
OG0008747,1,4,6,7,4
OG0008748,367.615,310,341.024,292,281
OG0008749,10,1,0,0,73
OG0008750,0,89,0,0,124.999
OG0008751,75,14,71.666,71.477,0
OG0008752,0,133,0,3,118
OG0008753,23,14,13,5,13
OG0008754,67.723,9,82.99,85.997,6
OG0008755,0,264.83,2,5,280
OG0008756,100,42,94,159,12
OG0008757,86,10,117,185,0
OG0008758,116,98,285,144,90
OG0008759,337,192,384,247,62
OG0008760,40,21,65.001,5,2
OG0008761,193.002,110,134,186.936,120
OG0008762,25,17,31,20,8
OG0008763,310,185,280,97,37
OG0008764,7.001,3,0,0,117.149
OG0008765,1,231.642,1.245,1.151,277.798
OG0008766,1,139.979,2,2,246.393
OG0008767,61.479,366.074,80.001,80.764,579.936
OG0008768,45,127,70,88.004,192.001
OG0008769,0,94,0,2,110
OG0008770,130,163,152,105,24
OG0008771,120,55.002,175,185.001,115.741
OG0008772,41,36,75,63,8
OG0008773,153,42,178,105,7
OG0008774,3,730.632,5,7,912.586
OG0008775,65,67,42,27,20
OG0008776,1,569.771,3,5,791.883
OG0008777,0,53,0,0,73
OG0008778,111.04,211.995,143.01,141.197,359.93
OG0008779,23,5.766,31.692,51.512,0
OG0008780,24,8,25,0,8
OG0008781,127,18,110,157,0
OG0008782,0,83,0,0,111
OG0008783,0,144,0,3,189
OG0008784,66,178.826,56,80,210.487
OG0008785,32,17,24,64.004,9
OG0008786,115,63.073,99.633,121,48.511
OG0008787,43,118,34,56,76
OG0008788,323,264,211,174,206
OG0008789,0,279.817,2,3.87,321.449
OG0008790,150.006,25,180.26,224,0
OG0008791,34,204.889,24,41,449.233
OG0008792,36,23,31.968,15,8
OG0008793,2,2,1,0,42
OG0008794,528,356,521,452,117
OG0008795,0,39,1,0,55.165
OG0008796,0,0,0,1,15
OG0008797,1265.718,451.721,1456.671,1950,1017
OG0008798,32,24,45,22,4
OG0008799,0,216,1,3,290
OG0008800,27,43.977,55,16,5
OG0008801,940.737,657.826,1140.804,1051.187,610.87
OG0008802,30,14,35,51,0
OG0008803,142.346,34,108,177.212,18
OG0008804,0,7,0,0,18.001
OG0008805,89,24,87.985,106.005,26
OG0008806,0,259.522,1.078,4.624,404.928
OG0008807,0,88,0,1,97
OG0008808,0,35.14,0,0,61.84
OG0008809,120,119,96.719,94,15
OG0008810,0,103.022,0,1,127.475
OG0008811,0,35,0,0,65.916
OG0008812,97,911.291,94,106.995,1233.703
OG0008813,54,10,43,75,0
OG0008814,1193.85,769,1384.875,796.791,469.02
OG0008815,0,157,2,0,199
OG0008816,0,300.833,2,3,376.773
OG0008817,68,16.339,50.737,70,0
OG0008818,14,13,19,7,3
OG0008819,33.998,114,31,24,153.04
OG0008820,8,0,1,1,55.001
OG0008821,1258.983,736.074,725.322,495.997,524.006
OG0008822,74,16,64.97,87.733,0
OG0008823,6.999,1,6.853,19.76,0
OG0008824,61,58,82,48,28
OG0008826,443,1016.644,491.025,378,410
OG0008827,23.637,22,26,20.903,15.055
OG0008828,58,42,95,48,42
OG0008829,1134.072,348.001,1066.366,1250,220.254
OG0008830,369,258,292.005,289,375
OG0008831,101.859,585.001,100.034,96.856,802
OG0008832,454.997,103,226,164,227
OG0008833,1,333.995,1,2,332.356
OG0008834,26,33,24,10,5
OG0008835,300,95,157,309,74
OG0008836,92.048,72.009,154.001,78.36,13.006
OG0008837,0,15.031,0.782,0,4.001
OG0008838,0,216,1,7,350.268
OG0008839,0,138.861,0,2,201
OG0008840,1,27.301,0,1,1
OG0008841,0,73.378,0,2,120
OG0008842,70,201,55.001,107,264
OG0008843,533,458,403,384,321
OG0008844,19,127,25,22,8
OG0008845,82,98,89,46,159
OG0008846,1,156.693,1,2,162
OG0008847,0,9,0,0,9
OG0008848,132,189,188,64,94
OG0008849,49,17,34,77,5
OG0008850,715,384,553.174,497,216
OG0008851,0,81,0,0,104
OG0008852,8,0,10,7,3
OG0008853,482.959,1067.342,510.05,182,1892.271
OG0008854,50,16,22,2,2
OG0008855,385.071,69.109,446.359,515.573,1
OG0008856,0,16,0,1,19
OG0008857,228.905,155,279,197,61
OG0008858,4,233.638,3,3,348.089
OG0008859,11,9,9,8,2
OG0008860,5,8,8,2,3
OG0008861,67,95,74,33,20
OG0008862,53,7.256,51,97.953,0
OG0008863,0,115.161,0,4,143.19
OG0008864,39,21,76,30,20
OG0008865,78.004,15,43,11,1
OG0008866,41.59,9,44,47,0
OG0008867,0,244,5,9,281.87
OG0008868,108,93,112,110,250
OG0008869,0,60,0,2,72
OG0008870,202.637,23,236.003,285.999,0
OG0008871,24,3,20,43.549,6
OG0008872,3,653,7,10,576.909
OG0008873,4,473.445,1,8,596.108
OG0008874,11,22,14,4,13
OG0008875,26,11,36,17,7
OG0008876,39,24,32,9,6
OG0008877,365,402.687,302.02,165,178.797
OG0008878,1,16,7,2,35
OG0008879,17,3,4,3,158
OG0008880,0,1,0,0,4
OG0008881,0,130.992,0,0,162.56
OG0008882,223,232,267,275,295.488
OG0008883,0,211.928,2,1.999,203.942
OG0008884,181,30,208,221,0
OG0008885,0,34,0,0,45
OG0008886,835,580,764.839,381,151.773
OG0008887,273,315,326,206,271
OG0008888,0,157.991,1,3,217
OG0008889,96,65,65,63,91
OG0008890,0,76.867,0,0,111.7
OG0008891,48,28,100,32,10.411
OG0008892,47,3,59.007,45.01,0
OG0008893,11,10,13,3,12
OG0008894,1,427.864,2,4,432.91
OG0008896,402,315,278,239,76
OG0008897,561,330,329,327,284
OG0008898,0,318.77,1,2,367.358
OG0008899,0,106.001,2.054,2,308
OG0008900,123.989,11,121,96.276,0
OG0008902,6,88,3,2,192.993
OG0008903,153,261,178,128,298
OG0008904,1,192.88,5.899,2,254.142
OG0008905,781.717,572.996,1313,658.045,410
OG0008906,0,51.249,0,0,41.485
OG0008907,28,5,36,37.002,0
OG0008908,0,315,3,3,434.744
OG0008909,2,101,2,0,156
OG0008910,2.117,779.333,6.001,6.002,1292.507
OG0008911,1,497,1,7,576.001
OG0008912,211.248,411,221,230,522
OG0008913,0,8,1,0,2
OG0008914,100,113.482,115,97.054,52
OG0008915,37,28,31,15,9
OG0008916,169.576,111,151.01,133.776,51
OG0008917,2,415.467,4,12,429
OG0008918,47,61,70,41,42
OG0008919,424.394,398.255,405.473,505.941,554.122
OG0008920,0,381,1,3,498.167
OG0008921,32.997,87.836,29.608,27.722,92.964
OG0008922,282,131,88,209,80
OG0008923,0,9,0,0,9
OG0008924,0,70.629,0,1,101.675
OG0008925,1,274.998,0,3,358.285
OG0008926,107,41,108,60,23
OG0008927,0,151,1,2,226.088
OG0008928,21,19,17,16,4
OG0008929,24,4,44.097,36,0
OG0008930,0,1,0,0,3
OG0008931,99.004,13,79,103,18
OG0008932,0,5,1,1,75
OG0008933,1,99.807,0,0,110.34
OG0008934,0,130.107,23,5,0
OG0008935,137,18,132,188,27
OG0008936,1,0,0,2,6
OG0008937,112,154,107,70,39
OG0008938,9,1,0,0,123
OG0008939,0,4,0,0,33
OG0008940,0,5,0,0,9
OG0008941,135,466.969,133.03,128.016,799.257
OG0008942,1,9,0,0,51
OG0008943,312.057,45,271.008,361,0
OG0008944,0,221.998,0,2,204
OG0008945,0,204.177,0,5,204.914
OG0008946,159,96,207,117,28
OG0008947,79.797,22.031,154.629,146.986,147
OG0008948,0,40.877,0,1,55.948
OG0008949,3,86,1,0,89
OG0008950,46.575,23,28,23,17
OG0008951,0,51.034,0,0,99.337
OG0008952,0,6,0,0,24.996
OG0008953,0,4.963,0,0,13.447
OG0008954,0,70,0,0,89
OG0008955,34,15,28,16,3
OG0008956,265,348,327,157,173
OG0008957,353.124,285,366,209,126
OG0008958,0,101,4,0,152
OG0008959,0,8.005,0,0,16.82
OG0008960,63,76,108.002,86,22
OG0008961,0,43.008,0,1,3
OG0008962,199,105,73,97,8
OG0008963,11,6,0,0,448
OG0008964,277,175,252,81,131
OG0008965,0,123,0,0,156
OG0008966,615.995,269,555,377,107
OG0008967,6,0,4,5,0
OG0008968,10,667,4,5,1010.659
OG0008969,38,218,51,62,315.192
OG0008970,19,9,16,7,3
OG0008971,8,17,100,86,0
OG0008972,2,0,199,4,1
OG0008973,222,169,278,152,145.879
OG0008974,0,18.141,0,0,22.497
OG0008975,75.015,46,80,43,28
OG0008976,48,17,26,32,26.913
OG0008977,160,30,18,9,327.864
OG0008978,22.549,77.029,9,3,32.796
OG0008979,704,986,776,293,913.241
OG0008980,0,71.449,1.22,0,125.296
OG0008981,0,70.192,2,1,88
OG0008982,332.163,60.801,615.864,20.195,1.554
OG0008983,0,31.999,1,2,62.016
OG0008984,22.008,134,18,38,179
OG0008985,72.863,14.924,59,21.393,5.688
OG0008986,0,29.486,0,4,38.842
OG0008987,19,39,39,16,8
OG0008988,0,241.882,0,2.056,279.019
OG0008989,731.164,802,791.731,686.006,484
OG0008990,41,21,34,33,1
OG0008991,4,2,0,0,47
OG0008992,409,473,243,118,137
OG0008993,55.003,180.714,68,110.802,206.959
OG0008994,81,417.979,77,102.965,628
OG0008995,298.647,55.007,357.341,397.005,17
OG0008996,36,102,53,46,9
OG0008997,17,0,36,0,7
OG0008998,36,53,33,21,18
OG0008999,0,31,1,0,34
OG0009000,7,1,0,0,139
OG0009001,20,32,10,13,57
OG0009002,84,693.193,113.016,115.761,814.349
OG0009003,22,12,8,8,1
OG0009005,186,47,183,173,0
OG0009006,24,93,26,13,97
OG0009007,210,50.012,98.004,292.002,2.142
OG0009008,0,31.773,0,0,51.887
OG0009009,25,453.011,23,22,46
OG0009010,387.814,279,362,287,126
OG0009011,57,67,118.267,57,24
OG0009012,0,48,1,2,74
OG0009013,0,137.214,0,0,145.154
OG0009014,197,62,210,111,43.001
OG0009015,27,211,30,11,85
OG0009016,2,1006.597,2,11,1474.775
OG0009017,0,0,45,2,0
OG0009018,360,93,234,134,96
OG0009019,0,250.472,5,4,329
OG0009020,1007.137,209.997,1081.996,1295.975,0
OG0009021,191,170,112,54,72
OG0009022,0,73.595,0,0,75.907
OG0009023,7.663,8.495,10.404,7.226,7
OG0009024,29,22,29,25,12
OG0009025,0,184,2,3,232
OG0009026,134,85,156,84,74
OG0009027,269,148.083,226,128,41
OG0009028,0,298.923,0,3,466.909
OG0009029,77.225,5.099,55.277,34.036,0
OG0009030,76.026,19,78.635,64.101,17
OG0009031,79,21,66.003,107,0
OG0009032,0,10,0,0,11
OG0009033,128.731,34.999,114.431,132.302,6
OG0009034,669.229,140.001,725.016,1044.635,1
OG0009035,0,106,1,1,132.998
OG0009036,0,181,0,1,154
