OG,Ofav_1,Ofav_2,Ofav_3,Ofav_4
OG0000836,24.618,318.651,68.719,97.096
OG0000837,117,432,185,641
OG0000838,8305.222,10346.836,6882.659,13988.532
OG0000839,350,217.015,88,256
OG0000840,700.014,351.15,164,788.137
OG0000841,9,17,5,41
OG0000843,2,3,0,2
OG0000844,292.354,283.424,94.187,269.986
OG0000845,12,8,10,18
OG0000846,11053.724,15250.129,8315,16034.397
OG0000848,2714.581,3059.523,1400.309,4336.874
OG0000849,559,803.947,306.01,813.994
OG0000850,7,51,20,54
OG0000851,540.353,451,100,352
OG0000852,3919.491,4923.446,2359.956,4324.717
OG0000853,1409.028,1401.194,901.238,1279.703
OG0000854,102,69,24,83
OG0000855,1134.718,1646.357,544.117,1405.112
OG0000856,20,24,7,34
OG0000857,43,46.1,53,99
OG0000858,50,119.002,60,108.999
OG0000860,1385.917,1529.521,986.339,1706.261
OG0000861,89,180,92.055,116
OG0000862,1419.308,1195.711,2163.728,887.457
OG0000863,28,43.344,6,34
OG0000864,3401.6,1547.032,676.001,2003.877
OG0000865,101.034,643,110,445
OG0000866,1169.403,1022.289,1887.568,637.263
OG0000867,368,411.002,771.247,312.186
OG0000868,54,39.005,6,69
OG0000869,70.995,95,16.97,13.092
OG0000870,2454.839,2752.886,1835.917,5162.57
OG0000871,176.591,157.001,291.42,116.003
OG0000872,1251.002,1748.304,3205.061,1560.806
OG0000873,0,0,0,3
OG0000875,1506.602,1256.528,1335.414,1254.034
OG0000876,0,4,152.028,88
OG0000877,10087.519,14342.883,11218.662,16416.498
OG0000878,25,11,26.112,13
OG0000879,9,12,10,13
OG0000883,11,9,13.539,10
OG0000884,1035.221,1173.882,2253.952,976.065
OG0000885,2,7,257.395,154
OG0000886,939.644,748,2360.591,671
OG0000891,13,21,38.035,8.352
OG0000892,430.349,474.82,858.429,456.929
OG0000893,6,0,12,16
OG0000894,2,20,14,68
OG0000896,170,175.11,414,210.999
OG0000897,98,125.473,183.755,98
OG0000900,11,6,1,2
OG0000901,213,172,110,175
OG0000902,173.092,162,249,106
OG0000903,2339.767,3206.41,701.264,3070.423
OG0000904,295.32,269.027,487.905,224
OG0000905,103.017,120,194.08,85
OG0000906,1092.315,1180.395,1004.992,1263.198
OG0000908,1807.349,2683.405,3680.71,2416.804
OG0000909,24,17,4,15
OG0000910,36,33,18,130
OG0000911,1877.771,1655.254,761.769,1613.438
OG0000912,257,137,161,402.999
OG0000915,9,10.925,9.005,19
OG0000916,907.735,730.022,1151.202,603
OG0000919,786.662,688.367,708.975,591.006
OG0000920,2319.672,2688.779,1333.058,3111.617
OG0000921,33,49,19,10
OG0000922,867.145,890.501,1550.916,694.76
OG0000923,755.956,938.836,1519.207,864.139
OG0000924,263,194.003,152,239.063
OG0000925,853.001,934.456,911.475,867.159
OG0000927,1194.084,884.95,304,660.761
OG0000930,16,22.99,37,21
OG0000931,208,127,166.001,187.015
OG0000932,186,169,334,112
OG0000933,45,56.006,28.31,19
OG0000934,1203.509,1149.006,2027.105,807.624
OG0000935,11,7,7,38
OG0000938,267,349,573,288.746
OG0000940,4,3,3,12
OG0000941,788.208,692.514,1195.886,448.998
OG0000942,214.001,185,100,189
OG0000943,3,17,7,15
OG0000945,1083.073,789.263,795.056,794.81
OG0000949,27,297,334.035,2332.969
OG0000950,1493.039,823.137,185,6103.966
OG0000951,8,10.554,1,4
OG0000952,110,2,1,131.003
OG0000953,698.634,1509.522,1787.431,1068.475
OG0000954,25,39,16,38
OG0000956,2492.237,3445.616,879.999,2161.967
OG0000957,84.323,24,141.253,20
OG0000959,1149.921,1153.013,806.001,1391.446
OG0000961,704.416,527,304,944.636
OG0000964,663.028,640,284.105,847.424
OG0000965,16,7,3,224.19
OG0000968,618.003,1222.829,598.996,3048.237
OG0000969,50.999,19,47,63
OG0000970,3446.478,3803.265,1554.004,4611.693
OG0000971,556.094,498.551,956.331,416.161
OG0000972,20,11,12,47
OG0000975,5314.54,2649.876,1138.915,3973.38
OG0000977,297.308,422.225,243.173,678.739
OG0000978,787,990.546,389.387,2154.508
OG0000979,200,190.392,116.02,247.801
OG0000980,26,95.131,23,76
OG0000983,40,77,44.886,38
OG0000984,1309.697,1619.597,746,1218.297
OG0000985,4,19.797,7,11
OG0000986,2,2,1,0
OG0000988,1092.383,2600.756,1257.088,3922.855
OG0000989,468.29,317.477,95.488,321.446
OG0000990,2704.223,2615.401,1505.285,4011.876
OG0000991,1115.75,1654.973,855.002,912.495
OG0000992,876.836,888.761,254.015,725.798
OG0000993,1031.021,1591.679,403,1830.238
OG0000995,22,18,8,40
OG0000996,3148.896,2245.27,2118.166,2626.865
OG0000998,1308.038,1361.284,2396.457,1002.423
OG0000999,6190.872,4529.334,3570.153,8718.305
OG0001000,1382.74,1535.597,2770.38,1338.296
OG0001002,44,125,20,65
OG0001003,110.113,99,34,177.619
OG0001004,1130.829,1354.019,2181.804,1080.697
OG0001006,3,3,5,2
OG0001007,165,109,33.39,253.56
OG0001008,232,310,673.412,298.978
OG0001009,1,6,15,3
OG0001010,6119.214,8741.732,5468.387,9864.229
OG0001011,19.098,21.465,51.079,20.089
OG0001012,21,8.785,32,15
OG0001013,979.209,1019.931,2076.024,917.157
OG0001014,1128.242,1295.234,1089.024,2113.334
OG0001015,2168.885,1573.635,1024.245,1991.557
OG0001017,753.058,698.338,1240.13,510.854
OG0001018,375.665,373.976,695.157,310
OG0001019,997.193,808.011,1267.923,637.547
OG0001020,0,0,4,18
OG0001021,0,1,18,23
OG0001022,54.619,45.713,75.394,28
OG0001023,0,0,4,2
OG0001024,117.002,115.328,278,142
OG0001025,158,166,29,150.483
OG0001026,545,457.02,881.395,394.212
OG0001027,261.503,311.503,495.278,229
OG0001028,84,145,242.999,92
OG0001029,488.932,611.899,1118.043,480.866
OG0001030,7,102.001,16,75
OG0001031,879.847,1057.941,1865.844,939.045
OG0001032,578.192,538.161,1196.976,551.187
OG0001033,1811.16,1859.983,740.996,2391.414
OG0001034,5581.817,6482.782,2740.263,8420.071
OG0001035,506,453.522,238,1069.356
OG0001036,1,3.157,23.06,3
OG0001037,9,9,2,8
OG0001039,77,214.996,207.344,85
OG0001040,5,4,1,3
OG0001041,8295.952,11393.349,6888.719,12569.85
OG0001042,1025.698,2571.638,3817.418,2171.354
OG0001043,990.775,1444.997,664.655,1409.722
OG0001044,618.481,568.136,429.477,428
OG0001045,431.652,168,98,298.659
OG0001046,344.555,246.46,505.46,208.441
OG0001047,104,128.948,216.563,91
OG0001048,898.223,967.1,1637.144,749.156
OG0001049,387,342,552.182,225
OG0001051,3,0,0,1
OG0001053,3.99,8,2,1
OG0001054,1345.106,1448.021,405.292,1283.231
OG0001055,20,35,9,21
OG0001057,143.001,123,38,171
OG0001058,1020.063,1101.715,970.378,838.496
OG0001059,2803.474,2360.723,4113.123,1659.56
OG0001062,1079.671,910.013,1231.271,561.241
OG0001063,32,39,15,36
OG0001064,93.392,99,126,43
OG0001065,0,0,1,16
OG0001067,9,1,1,0
OG0001069,115.16,155.15,214.37,106.741
OG0001070,1,6,0,0
OG0001072,1040.491,970.903,375.191,1388.442
OG0001073,8,9,0,2
OG0001074,1049.393,1033.578,1963.051,862.546
OG0001075,3414.77,7062.446,3247.663,5635.537
OG0001076,344.652,161.125,99.063,198.188
OG0001077,909.499,717.307,1471.692,487.096
OG0001078,1170.531,1244.914,2267.509,1204.641
OG0001080,441.209,368.324,688.235,349.697
OG0001082,253,1470.87,541.044,249
OG0001083,861.482,818.862,1596.855,720.715
OG0001084,522.085,449.315,929.172,326.796
OG0001085,185,180.025,331,169
OG0001087,232.417,259.101,393.688,199.196
OG0001089,466.711,381.844,136.43,517
OG0001091,24,10,21,8
OG0001092,686.001,641.004,393.923,766
OG0001096,5023.736,3483.567,2428.017,3901.565
OG0001097,47.004,9,5,26
OG0001100,766.08,1123.359,2188.236,760.976
OG0001101,540,545.843,619.305,590.708
OG0001103,951.705,791.735,1554.698,590.831
OG0001104,1767.122,1308.315,2416.745,926.118
OG0001105,365.265,220,132.05,414
OG0001107,5,0,0,1
OG0001108,649.973,681,323,785
OG0001109,33,138,18,87
OG0001110,50,56.02,17,61
OG0001112,215.432,245.992,395.997,181
OG0001113,796.569,1491.94,911.718,1585.379
OG0001114,810.694,672.95,209.294,889.543
OG0001115,19,0,2,0
OG0001119,2,1,1,3.459
OG0001120,183.25,215.536,86,127
OG0001123,552.018,361.917,126.844,470.775
OG0001124,192,174,59,133
OG0001125,1141,1245.635,2290.681,1242.488
OG0001126,17.062,40,16,23
OG0001127,861.007,962,491.002,827
OG0001128,6,0,0,0
OG0001129,1768.93,1434.444,691.935,1366.321
OG0001131,1150.777,1110.131,845.023,1538.894
OG0001133,67,83.344,36,60
OG0001134,290,302.002,148,693
OG0001135,17,20,37,43
OG0001137,3678.754,4192.576,4992.497,3140.517
OG0001138,10,3,9,19.005
OG0001139,508,267,175.239,243.074
OG0001140,72.001,66,100.031,45
OG0001143,496.78,493.846,949.716,440
OG0001144,145.995,207,61,110
OG0001145,533.033,439.619,151.307,659.807
OG0001146,828.007,539.217,666,1010.38
OG0001147,291,231.033,484.601,180
OG0001148,1339.321,1339.824,522.729,2432.251
OG0001149,3694.566,4048.667,5275.607,3448.145
OG0001150,185.004,159.603,348.14,155
OG0001151,273.199,2,370.764,55
OG0001154,39,159,8,2
OG0001155,6644.426,8180.413,4615.584,9722.224
OG0001156,383,297.939,106,166
OG0001157,28,72.056,27,58
OG0001158,229.106,186.972,124,173.126
OG0001159,40,29,6,32
OG0001160,132.885,180.933,305.755,131.268
OG0001161,674.026,891.236,1292.325,650.106
OG0001162,6,2,0,3
OG0001163,4935.733,6702.741,9305.319,4818.56
OG0001164,2447.616,3170.314,2623.596,479
OG0001165,9,14,5,20
OG0001166,121,50,64,173
OG0001167,165,156.943,326.19,190
OG0001168,1,2,29,6
OG0001169,316.09,322.189,544.549,174
OG0001170,240.006,279.615,444.417,184
OG0001171,396.021,401.3,662.475,311.716
OG0001172,1357.61,1212.191,2194.185,961.472
OG0001173,121,43,72.999,160
OG0001174,26,97,28,28
OG0001175,196.017,240,422.562,219.917
OG0001176,529.753,668.873,1377.925,619.505
OG0001177,1434.201,1568.289,2715.087,1297.358
OG0001179,3840.967,3470.85,6589.062,2753.668
OG0001180,1033.883,1062.046,1181.443,1206.387
OG0001181,408.521,348.987,171.184,247.847
OG0001182,340.708,437.917,727.797,337.519
OG0001183,279,277,484.37,184
OG0001184,2,1,0,2
OG0001185,1086,1397.483,917.615,2609.057
OG0001186,35,27,12.003,18
OG0001187,2413.533,2047.557,3415.487,1656.942
OG0001188,261.467,253,405,198
OG0001190,24,19,52,16
OG0001193,4385.615,4715.681,1817.571,6297.068
OG0001194,32.005,39,89,24
OG0001195,959.208,953.735,1732.834,701.028
OG0001197,423,426.49,713.709,325.214
OG0001198,214,364.004,150,234.999
OG0001199,0,0,1,53
OG0001200,17462.914,30596.721,12304.814,15114.761
OG0001201,579.838,481.936,120,517.658
OG0001202,4,11,4,17
OG0001203,5388.515,6506.292,2848.6,16781.507
OG0001204,1720.791,2837.683,4104.553,2198.918
OG0001206,0,0,5,0
OG0001207,21,47,20,33
OG0001208,770.239,1041.715,1862.974,865
OG0001209,134.22,167.001,270.001,131.466
OG0001210,1092,1182.239,683.205,2877.007
OG0001211,2689.733,2437.443,4075.591,2153.047
OG0001213,494.007,584.041,970.099,458.791
OG0001215,845.196,638,1241.292,391.469
OG0001216,61,52,74,59
OG0001218,2408.899,2193.094,3993.744,2216.398
OG0001219,1392.196,1705.834,2835.918,1717.592
OG0001220,386.692,377.976,710.005,319.892
OG0001221,447.998,1320.185,250.207,379.208
OG0001224,326,348.861,610.884,291.071
OG0001225,25,30,26,10
OG0001226,1431.977,1792.321,3349.222,1646.44
OG0001227,196.007,207,124,209.048
OG0001228,7,9,2,1
OG0001229,931.994,831.071,1464.691,580.009
OG0001230,2024.059,2084.12,1640.635,1817.971
OG0001231,746.077,614,1041.017,381.38
OG0001233,65.638,64.792,66.251,55.742
OG0001234,1603.115,1541.129,2780.404,1203.262
OG0001235,181.002,243,402.448,187
OG0001237,62,145,16,79
OG0001239,670.17,701.354,1278.411,541.973
OG0001240,923.783,1022.515,1463.332,517.03
OG0001242,405.188,469.187,712.159,382.023
OG0001244,739.798,823.245,1353.098,648.872
OG0001247,3102.711,2849.955,5215.021,2081.071
OG0001248,923.938,1236,2048.974,903.987
OG0001250,270.958,353.279,226,367.416
OG0001251,630.473,833,1285.058,599
OG0001252,52,61,1,25
OG0001253,158.842,164.042,271.002,121.566
OG0001255,701.567,826.682,1403.936,696.258
OG0001258,1766.792,2077.732,3314.212,1513.236
OG0001260,176,460,879.87,292
OG0001261,307.018,600.138,228.984,360
OG0001263,3,2,5,7
OG0001265,519.123,492.35,940.198,446.159
OG0001266,285.28,289.003,449.632,214
OG0001267,1197.396,1481.921,601,1587.763
OG0001269,586.27,601,228,698.587
OG0001270,6054.833,8905.694,6050.366,9949.996
OG0001271,74,227,69,129
OG0001272,69,124,52,128
OG0001273,5.075,4.958,0,1.005
OG0001275,1872.444,1342.187,2912.692,944.281
OG0001277,10,60,7,27
OG0001278,67.298,81.364,157.448,79.094
OG0001279,987.012,882.544,364.304,1036.653
OG0001280,352.082,336.735,188,593.969
OG0001282,8,4,8,3
OG0001284,751.361,766,551.694,735.97
OG0001285,63.833,49.126,128.218,58.322
OG0001286,0,4,0,2
OG0001287,115.492,47,142.998,17
OG0001288,2183.227,1105.899,553.801,2837.794
OG0001289,21,85,38,122.053
OG0001290,3250.023,3567.657,2333.667,4862.42
OG0001291,422,360.356,526.647,231.868
OG0001292,105.293,77.31,173.365,64
OG0001293,30,11,17,47
OG0001294,7591.469,11746.291,6780.015,12533.092
OG0001298,973.537,1136.857,1950.998,913.661
OG0001299,1701.178,1542.244,2501.738,1339.512
OG0001300,17408.008,12193.661,5440.574,19205.143
OG0001301,4232.769,1404.578,1266.423,3506.514
OG0001302,2785.9,2417.035,2208.069,3194.813
OG0001303,51.165,60,79,37
OG0001304,5,0,0,1
OG0001306,0,0,2,1
OG0001307,1052.874,863.859,402.074,902.277
OG0001308,73,390.107,115.064,269.983
OG0001309,356.014,234.529,497.377,203.005
OG0001310,258.988,270,98,196
OG0001312,286,303.999,420.371,247.952
OG0001313,95.13,63.019,70.021,289.792
OG0001314,280,180.305,80.067,271.997
OG0001315,3,7,1,7
OG0001316,8639.891,12227.367,5824.137,13869.904
OG0001317,1159.995,844.743,442.001,2023.764
OG0001320,645.788,650.055,1150.443,428.261
OG0001321,198.997,153,41,134
OG0001322,208.027,19,55,249
OG0001324,212,331.001,130.184,227.282
OG0001325,1603.462,1704.499,661.793,3208.66
OG0001326,709.533,846.35,1431.149,659.806
OG0001327,228.676,239,218.061,162
OG0001328,306,194.943,234.207,167.327
OG0001329,531,157,107.882,1157.959
OG0001331,13,22,9.942,24
OG0001332,5906.832,5589.52,2647.015,6485.971
OG0001333,237.718,284,439.015,185
OG0001334,1187.434,1075.706,1187.672,1152.527
OG0001336,370,374,179,370
OG0001337,1580.744,2318.057,1742.587,1300.137
OG0001338,655.999,848.251,1314.405,651.6
OG0001339,198,215.621,396.534,188
OG0001340,16,167,41,140
OG0001341,5,0,1,5
OG0001343,1,2,8,7
OG0001344,269.966,576.015,382.061,382
OG0001345,155,164.062,345,135
OG0001346,9,9,6,21
OG0001347,275.26,287.611,229,208
OG0001348,570.498,750.15,344.725,877.26
OG0001349,1,4,2,2
OG0001350,2571.825,2247.504,2853.297,2701.711
OG0001351,638.069,654.976,221.36,582.721
OG0001352,396,566.211,164,1333.707
OG0001354,13915.282,16167.925,6209.798,25452.548
OG0001356,572.749,506.041,984.61,421
OG0001357,14,21.919,69,30
OG0001358,1282.941,939.69,1749.079,635.918
OG0001360,50,83,30,111
OG0001361,1223.328,1144.729,1880.488,732.958
OG0001363,4,1,5,3
OG0001364,30,12,5,6
OG0001366,5,4,3,3
OG0001367,866,983.204,1808.813,956.577
OG0001368,8,10,6,27
OG0001370,993.725,1217.99,407,861.458
OG0001372,2534.654,2807.4,5113.527,2427.275
OG0001373,1224.172,1699.002,2740.628,1261.282
OG0001374,12.887,7.523,8,12
OG0001375,789.264,459.029,519.316,814.821
OG0001376,1950.838,1654.985,946.042,1643.279
OG0001378,310.423,344.862,537.031,314.002
OG0001380,60,63,141.073,1426.138
OG0001381,240,242.361,399.548,229
OG0001382,567.409,539.642,634.967,432.996
OG0001383,557.989,596.421,1013.837,554
OG0001384,943.195,874.677,1468.655,651.059
OG0001385,19,20.537,20.63,19.751
OG0001388,2,1,1,1
OG0001389,597.906,627.23,992.574,458.179
OG0001390,65,82,182.461,75
OG0001391,96,464,129.069,2
OG0001393,613.137,447.737,820.332,883.891
OG0001394,4,6,15,3
OG0001395,1,0,13.675,12.325
OG0001396,155,138,209,107.003
OG0001397,42,194,62,179
OG0001398,1196.368,1024.054,1879.268,788.83
OG0001400,187.001,269,89.992,257
OG0001402,1,4,0,1
OG0001403,320,298.254,552.11,361.816
OG0001406,220.994,296.662,662.601,293.969
OG0001407,101,408,734.305,297.954
OG0001408,626,643,158.461,532.01
OG0001409,146.122,176.154,69.063,189.409
OG0001410,13121.689,16268.073,8940.233,20143.435
OG0001411,745.033,1558.401,665.898,630.405
OG0001412,473.027,481.684,981.972,430.814
OG0001413,0,1,1,3
OG0001414,18,25,65.003,31.974
OG0001415,823.882,795.625,1482.796,561.005
OG0001416,0,1,3,1
OG0001417,18,23,43.011,27.016
OG0001418,257.081,331.617,135,296
OG0001419,1325.592,1133.821,443.999,3446.86
OG0001420,14,2,3,11
OG0001421,499.426,599,1004.75,433.022
OG0001423,1121.924,1643.634,766,3422.273
OG0001424,4,0,19,8
OG0001425,4829.656,2644.906,3056.487,7288.358
OG0001426,487.989,418,78.1,374.557
OG0001427,187,162.993,214,123
OG0001428,849.894,661.72,1118.33,450.809
OG0001429,13,23,20.004,10
OG0001430,1321.575,1900.564,779.255,1097
OG0001431,7480.759,10877.153,5242.284,14824.098
OG0001432,475.568,323.29,615.078,212
OG0001433,4,2,3,42
OG0001434,767,806.485,1398.3,689.987
OG0001435,1010.534,1042.892,405.961,832.038
OG0001436,9,11,46.941,16
OG0001437,5517.193,8823.54,2999.603,9328.247
OG0001438,564.289,519,886.256,408.55
OG0001439,15,18,16,25
OG0001440,16,13,31,53
OG0001441,297.805,267.193,374,178.055
OG0001445,0,1,2,1
OG0001447,46,110,8,33
OG0001448,30,207.999,49.222,15.857
OG0001449,12,173.999,325,321.034
OG0001451,317.902,325.157,622.765,268
OG0001452,428,632.996,840.624,556.357
OG0001453,382.128,396.453,684.128,315.196
OG0001454,95,117,26,61.062
OG0001455,563.117,419.973,133,336.272
OG0001457,427.98,372.607,738.229,327.195
OG0001458,1496.964,2916.278,1570.725,2087.226
OG0001460,20.455,3.998,3,21.242
OG0001461,1097.454,1403.124,2560.255,1133.425
OG0001463,25,35,20,29
OG0001465,133,234.215,207.977,171
OG0001467,365,353.281,730.806,262
OG0001468,85,65.062,33,147
OG0001469,351.59,343.086,594,266.021
OG0001470,10,7,1,7
OG0001472,736.404,1372.654,666,960.65
OG0001473,778.51,814.969,1417.98,590.041
OG0001474,4,2,10,1
OG0001475,341,339.871,634.474,220.06
OG0001476,794,545,263,988.124
OG0001477,1587.726,1871.404,3226.332,1507.694
OG0001478,4,6.354,8,2
OG0001479,9,11.059,21,20
OG0001480,1,5,1,1
OG0001481,144.992,199.041,323.659,145
OG0001482,1916.336,1920.245,2526.501,1194.864
OG0001484,1757.365,1850.92,1498.515,1807
OG0001486,3,3,4,1
OG0001487,293.362,356.224,607.744,268.453
OG0001488,2501.896,2742.673,5565.119,2753.825
OG0001489,33.01,104.505,15,23.048
OG0001491,46,116.001,49,31
OG0001492,1567.748,2103.904,3593.46,1828.948
OG0001493,406,369.431,612.814,243.993
OG0001494,3,9,6,11
OG0001495,9,8,9,1.971
OG0001499,53943.53,8019.58,16305.763,35860.33
OG0001500,12,13,24,11
OG0001501,2372.036,1815.851,825.754,3450.545
OG0001502,1233.765,1662.66,2338.427,1237
OG0001503,513.897,352.005,207,238.001
OG0001505,2158.968,2770.439,1634.213,3012.107
OG0001506,154.198,232,357.439,171
OG0001507,269.693,206.699,396.402,139.875
OG0001509,37,62,31,64
OG0001510,47.204,23.925,49.985,294.207
OG0001511,593,508.803,1035.681,419
OG0001514,743.673,780.428,1286.733,533
OG0001515,4,2,0,6
OG0001516,628.491,263,135,486
OG0001518,316.404,288.897,671.442,290
OG0001519,111,87,38,318
OG0001520,0,0,1,5
OG0001521,15,16,8,15
OG0001522,256,249,510.96,548.541
OG0001524,1142.945,1399.04,2622.764,1249.881
OG0001525,1216.345,980.354,1197.53,1193.571
OG0001527,32,0,0,40
OG0001528,868.943,397.922,127.574,439.786
OG0001529,5,0,0,0
OG0001530,10,16,9,31
OG0001532,777.01,664,204,920
OG0001533,36.999,51,94,40
OG0001536,710.143,871.719,1288.122,701.053
OG0001537,143,24,10,62
OG0001539,1116.509,1021.627,795.997,1106.18
OG0001541,935,1463.648,995.408,1511.741
OG0001542,293.059,383.5,827.606,328.081
OG0001543,1062.419,1126.001,525,1070.039
OG0001546,969.495,679.66,511.106,1378.786
OG0001547,554.086,591.412,190.187,469
OG0001548,27,54,17,58
OG0001550,602.35,476,930.829,357.988
OG0001551,2806.499,4047.859,2393.578,3645.203
OG0001552,13,7.031,4,1
OG0001553,0,5.001,0,0
OG0001554,286.578,241,157,259.667
OG0001555,141,140,91,294.074
OG0001557,132,248,74,258
OG0001559,732.522,419.823,173.106,601.894
OG0001561,27,15,5,10
OG0001562,2689.069,2771.024,938.012,3999.51
OG0001564,467.309,656.624,403.363,1228.645
OG0001565,6719.662,9532.883,5411.913,11269.53
OG0001566,5,16,5,7
OG0001567,7,24,0,3
OG0001569,1419.863,1809.397,2857.865,1330.836
OG0001571,301.31,383,169,351
OG0001572,524.677,493.175,775.595,720.064
OG0001574,757.421,514.094,344.51,638.802
OG0001575,781.931,728.654,397.396,1062.989
OG0001577,26104.155,213.504,498.386,24344.719
OG0001578,52,63,21,50.001
OG0001579,910,855.007,572,799.896
OG0001580,642.404,905.843,338.289,846.148
OG0001581,68,59,27,65.055
OG0001582,107.294,162,33,121
