OG,Past_1,Past_2,Past_3,Past_4
OG0002731,22.999,36.741,24,463.013
OG0002733,21,38.333,41,122.001
OG0002736,114,165.648,95,298.058
OG0002737,127,279.083,153,818.168
OG0002739,5,11.648,11,28
OG0002740,159,320.001,185,840.512
OG0002741,65,203.476,137,474.344
OG0002745,4,19.999,8,46
OG0002746,6,84.495,51,45
OG0002748,1,6,6,36
OG0002749,271,833.499,419.043,560.687
OG0002750,716,1299.239,1328.685,2397.246
OG0002751,14,26.01,21,50
OG0002752,17,102.291,95,98
OG0002753,22,46.149,64,133
OG0002759,6,4,8,66
OG0002761,20,12.067,32,54.281
OG0002762,6,15.026,7,32
OG0002763,6.999,2,1,9.816
OG0002764,2,18,9,114
OG0002767,42,135.902,54,235.721
OG0002771,2,3.997,0,8.996
OG0002772,11,20.066,8,101.004
OG0002773,11,18.372,5,80
OG0002775,140,481.51,240.244,1152.158
OG0002778,5,12,3,45
OG0002786,61,94.232,68,443
OG0002790,232.001,483.407,268.295,1923.978
OG0002791,7,9.657,11,35.694
OG0002792,9.003,37.833,17,82.809
OG0002793,12.048,36.073,26,141
OG0002794,1,1.569,1,16.874
OG0002795,56,85.938,92,499
OG0002796,106,282.445,170,772.933
OG0002798,526.304,994.226,890.929,1951.858
OG0002801,111.171,196.471,135.008,461.965
OG0002803,234,533.519,304.986,1100
OG0002804,3.998,25.44,30,34.999
OG0002805,3,4,1,56.697
OG0002807,1858.023,4223.043,2190.623,7568.147
OG0002810,125,325.482,205,672.531
OG0002811,4,15.067,15.114,34.007
OG0002812,4,22.167,5,28
OG0002813,150,219.101,178,711.585
OG0002815,30,55.091,54,152
OG0002819,4687.631,4657.773,788.265,314
OG0002821,23.999,68.442,30,137.683
OG0002822,218.004,677.915,498.97,1856.53
OG0002823,83.016,279.79,265.001,753.177
OG0002824,924,1941.072,1619.001,4322.246
OG0002825,100.007,403.411,262,1089.319
OG0002826,13,7.011,8,40
OG0002828,101,220.584,206,292.174
OG0002829,27,122.147,62,192.522
OG0002830,1555,2580.9,2561.6,4934.973
OG0002831,153,578.394,273,1049.798
OG0002832,40,51.575,33.99,154.99
OG0002833,42,169.534,103,636.991
OG0002834,317,619.21,390,1217.116
OG0002835,13,39.577,57,50
OG0002836,29,61.924,49,395
OG0002838,198,295.946,328,1070.187
OG0002839,14,51.049,34,114.01
OG0002840,11,0,0,16
OG0002843,1,4.061,7,2
OG0002844,18,43.515,67,175
OG0002845,543,997.942,698.417,2230.394
OG0002846,223,615.138,435,513
OG0002850,17,4,10,0
OG0002851,121,290.104,324.412,1064
OG0002852,189.92,481.437,324.057,677.803
OG0002853,410,1992.425,1952.053,16461.188
OG0002855,35,65.252,49,426.984
OG0002856,257,592.587,356.003,1427.825
OG0002859,74,129.654,122,519.005
OG0002860,219.37,688.636,620.465,1628.805
OG0002862,20,13.125,16,56
OG0002863,114,286.527,287,1110.099
OG0002864,38.217,112.011,60.115,308.748
OG0002865,123.112,1255.942,206.444,1527.501
OG0002866,156,353.741,142,761.846
OG0002868,519.919,1080.271,797.087,2889.782
OG0002870,295,684.67,717.084,1490.154
OG0002871,1139.122,2469.661,1751.088,4859.89
OG0002872,42,81.816,30,219.016
OG0002873,32,73.873,33.894,147.169
OG0002874,146,774.724,1381.153,1499.819
OG0002875,429,809.389,584.022,1788.199
OG0002876,135.185,171.418,114.04,188.059
OG0002877,231,408.135,304.987,1010
OG0002878,42,38.138,34.997,187.467
OG0002880,65,101.501,62.028,534.09
OG0002881,269,645.857,506.19,1735.326
OG0002882,66,183.467,142,441
OG0002885,163,441.605,259,857.615
OG0002886,1,7.565,3,11.995
OG0002887,612.007,1319.048,1158.249,3688.871
OG0002888,34,81.341,74.025,207.183
OG0002889,9,29.663,20,67
OG0002890,1680.026,14589.111,10057.284,15701.662
OG0002891,61,112.189,53,329
OG0002892,10,13.449,7,46
OG0002893,127,351.607,307.111,514.455
OG0002894,0,4.009,6,5
OG0002895,25,68.158,45,121
OG0002896,95.146,174.664,77.541,345.675
OG0002897,417,1504.89,1098.474,4294.726
OG0002899,6,7.001,3,22.95
OG0002900,6,14.912,7,37
OG0002901,202.537,540.452,447,1773.355
OG0002902,208.014,1651.539,398,581.324
OG0002903,0,59.949,0,22
OG0002904,39,56.288,51.058,244.668
OG0002905,5,35.778,18,42
OG0002906,188,548.156,324,962.537
OG0002907,0,12.014,8,92
OG0002908,0,3,3,8
OG0002909,120,281.756,136,466.137
OG0002910,74.094,253.949,126,151.995
OG0002911,0,0.985,2,21
OG0002912,9,81.402,46,51
OG0002913,714,2831.382,1866.091,8704.455
OG0002914,8,10.547,7,71
OG0002916,7,24.012,30,172.971
OG0002917,93,148.878,116,795.73
OG0002919,258,679.784,484.103,1914.006
OG0002920,10,9,11,20
OG0002921,10,245.695,184.006,574.384
OG0002922,249,521.345,434,1873.356
OG0002923,367.377,1103.361,696.534,2023.115
OG0002924,309,1066.928,649.349,2014.033
OG0002926,188.014,556.677,384.778,1031.539
OG0002927,11,32.404,34,121
OG0002928,166.599,282.997,265,181
OG0002929,171.013,249.346,227,642.213
OG0002930,31,41.834,35,87
OG0002932,69,201.018,190.02,649.498
OG0002933,37.985,128.086,50.803,154.472
OG0002934,11,11.74,8,39
OG0002935,346,1045.152,820.356,1015.013
OG0002936,66.001,139.365,121,345
OG0002938,15,28,14,197
OG0002939,148,336.629,265,1389.994
OG0002941,0,5.004,3.942,6
OG0002942,9,11.004,7,50
OG0002943,2,2.004,5,24
OG0002944,0,6,8,42
OG0002945,2,0,2,2
OG0002948,316.678,1099.85,443.272,968.748
OG0002950,19,40.006,25.253,96.907
OG0002951,232,722.311,441,1424.058
OG0002952,197,503.408,365.514,1399.288
OG0002953,37.175,80.928,34,254
OG0002954,199,697.347,355.038,725.009
OG0002955,52,154.736,146.108,229.081
OG0002957,4539.36,7015.757,337.001,375.086
OG0002958,359,891.784,454,1762.531
OG0002959,260.015,679.054,479.911,891.022
OG0002960,81,194.421,149,283.124
OG0002961,105,185.296,175,330.287
OG0002962,552,1618.579,959,2974.111
OG0002963,5,0,0,13
OG0002965,0,2,2,2
OG0002966,4,19.61,15.973,52.286
OG0002967,220,662.136,541.051,2253.139
OG0002971,63,151.221,89.001,561.347
OG0002972,8,22.765,22,107
OG0002973,16,78.793,60,210
OG0002974,4,44.269,28,16.951
OG0002975,17,18.473,14,75.627
OG0002976,22,50.24,49,148
OG0002977,17,60.431,41.257,47
OG0002979,24,29.546,22,165.765
OG0002980,40,325.686,45,467.002
OG0002981,183,178.271,164,421.999
OG0002982,2,5.073,12,12
OG0002983,621,1583.054,1206.557,3123.955
OG0002984,0,7.183,2,2
OG0002985,6,14,9,2
OG0002987,22,10.148,26,64
OG0002988,145,391.034,343,287.014
OG0002989,1,1,2,10
OG0002990,128,262.169,143,460
OG0002991,27.001,83.922,69,183
OG0002992,80,283.501,319.997,1481
OG0002993,489.242,1280.425,1091.003,4150.24
OG0002994,101,251.918,145,868.839
OG0002995,295.06,781.859,438.721,1045.485
OG0002999,43,115.238,53,147
OG0003000,7,1,10,34
OG0003001,3,14.026,2,25
OG0003002,21,8,81,193
OG0003003,51,133.796,178,445
OG0003004,17,59.185,17,267
OG0003005,88,151.836,182,522
OG0003006,8,56.194,12,12
OG0003007,0,2.015,0,13
OG0003008,220,445.69,326,1243.207
OG0003009,78,270.879,157.999,807.041
OG0003010,39,62.232,66,201.004
OG0003012,1,0,3,5
OG0003014,11,16.946,45,45
OG0003015,8,31.384,37.198,77
OG0003017,7,14,41,50
OG0003019,273,389.384,467.889,973.864
OG0003020,7,15.263,8,45
OG0003021,51,65.143,13,33
OG0003022,30,83.59,56,264.002
OG0003023,31,46.481,41,79.274
OG0003024,31,29.206,25,155.9
OG0003025,12,27.515,18.999,67.511
OG0003026,24,11,12,101
OG0003027,5,12.01,8,11
OG0003028,5,25.644,8,38
OG0003029,12,26.027,25,176
OG0003030,36,55.64,27,132
OG0003033,0,0,2,54
OG0003034,41,48.999,67,103
OG0003035,59,218.287,254,339.23
OG0003039,390,738.021,547.723,316
OG0003040,22,3,10,12
OG0003041,19,13.179,15,113.97
OG0003042,3,25.603,15,71.33
OG0003043,4,16.956,9,34
OG0003047,22,40.078,25,190.312
OG0003048,104,160.527,154,462
OG0003049,22,40.499,4.977,144.728
OG0003050,65,207.612,112.622,190.969
OG0003052,1,2,11,16
OG0003053,444,815.588,360,2037.502
OG0003054,336,787.297,585.057,1523.946
OG0003055,494,1304.279,826.998,2994.675
OG0003056,6,12.432,7,44.001
OG0003057,0,0,0,9
OG0003058,61,151.361,125.015,559.301
OG0003059,430,1380.466,769.865,1377.899
OG0003060,0,13.003,12,9
OG0003061,47.006,44.581,26.384,164.489
OG0003062,37,66.757,50.001,348.063
OG0003063,309.998,520.613,358,2456.552
OG0003064,567,663.199,380.002,9738.825
OG0003065,96,189.758,109,388.765
OG0003067,15,77.53,29.971,130.019
OG0003069,212,453.249,292,1456.214
OG0003070,20,40.515,11,85.037
OG0003071,25,17.013,8,140.345
OG0003072,12,118.428,30,285
OG0003073,196,250.936,144,583.992
OG0003075,176,560.655,258.014,1124.184
OG0003077,3,8.254,1,44.011
OG0003078,22,20.992,11,119.09
OG0003080,1676,1168.7,2288.38,8768.042
OG0003082,85,202.605,191.998,590.002
OG0003083,316,1020.887,423.997,2272.807
OG0003084,29,25.002,24.999,58
OG0003085,59,154.076,101,507.272
OG0003086,12,112.203,30,443.999
OG0003087,3,8.276,11,38.002
OG0003089,56,161.469,53.996,276.298
OG0003090,22,32.286,19,98.239
OG0003091,3,29.981,8,131
OG0003092,282,810.38,543,2702.557
OG0003093,130,241.307,169,897.611
OG0003094,107,413.389,303,801.986
OG0003095,39,108.537,56,240
OG0003097,636.012,1495.67,1110.21,2393.29
OG0003098,2,16.04,0,0
OG0003099,366,901.272,474.066,1277.506
OG0003100,102,86,325.999,1668.799
OG0003101,85,146.935,119.009,685.036
OG0003102,60,91.532,36,93
OG0003104,29,150.616,193,220
OG0003105,0,1,5,15
OG0003106,31,167.52,63,288
OG0003107,24,68.964,41,209.387
OG0003108,248,415.822,322,907.637
OG0003111,134.89,374.815,261,984.992
OG0003112,68,180.61,87,382
OG0003113,202,585.868,276,425.074
OG0003114,140,146.729,2,935.655
OG0003117,48,111.046,101,242
OG0003118,124,370.551,259.994,748.99
OG0003120,3,6.055,24,153
OG0003121,57,138.524,71,161.345
OG0003122,1,2.019,2,1
OG0003123,72,260.088,151.02,536.118
OG0003124,43.179,50.065,30.044,233.735
OG0003126,58,128.299,125.982,462.998
OG0003127,33,31.094,28.993,113.003
OG0003128,16,4,54,198.437
OG0003129,333.995,1061.706,385,887.302
OG0003131,55.727,164.866,114.001,399.037
OG0003132,241,589.112,411.003,1049.637
OG0003133,116,417.06,331.999,962.735
OG0003134,21,15.218,13.119,51
OG0003135,196,331.395,366,1236.083
OG0003136,0,1.001,0,2
OG0003138,10,23.344,15,99
OG0003140,27,50.615,21,114
OG0003141,0,12.016,11,1
OG0003143,87,63.594,16,122
OG0003144,260.036,1116.6,355.187,1048.334
OG0003145,312,695.728,502.716,1504.165
OG0003146,365,1018.995,407.338,3637.746
OG0003148,176,338.216,464.984,1700.254
OG0003149,3,3,5,19
OG0003150,17,22.675,17,60
OG0003151,64,154.355,117.374,263.143
OG0003152,76,140.52,129,373.525
OG0003153,59,208.103,107.029,541.259
OG0003154,121.043,321.604,181.034,408.049
OG0003155,36,81.835,45,213
OG0003156,92,144.174,72.006,399.995
OG0003160,153,390.95,456.019,761.486
OG0003161,10,15.986,10.176,102.48
OG0003162,15,22.055,31,54
OG0003163,60,64.497,51,190
OG0003164,17,23.765,10,86
OG0003165,0,17.002,27,37
OG0003166,18.006,11.001,51,57
OG0003167,110,187.879,129,324.85
OG0003168,35,33.34,39,161
OG0003169,28,210.998,55,817.065
OG0003170,26,19.014,42,21
OG0003171,254,543.706,385.43,1177.444
OG0003172,164.04,80.693,134,776.892
OG0003174,5,5,8,81
OG0003175,26,24.022,18,1
OG0003176,0,0,0,0
OG0003178,8,0,0,27
OG0003179,55,184.554,71.022,222.166
OG0003180,32,35.001,40,348.47
OG0003181,54,138.329,84.294,185
OG0003182,45,52.06,35,157
OG0003183,14,28.371,22.587,101.954
OG0003184,146,231.247,216,959.816
OG0003185,43,64.398,83,338
OG0003187,608.067,4288.862,666.939,3159.599
OG0003188,152,503.393,375.006,1338.625
OG0003189,52.004,131.199,92.013,236.677
OG0003190,182,780.435,408.022,1670.94
OG0003191,4714.989,39911.511,4273.986,6529.288
OG0003192,100.91,344.917,151.507,487.903
OG0003193,163,53.253,175,521.259
OG0003194,12,17.127,46,139
OG0003195,5,14.082,5,18
OG0003196,161,304.837,385,1054.004
OG0003197,62,217.174,74.407,281.53
OG0003198,294.273,540.989,524.62,2365.997
OG0003199,554.001,1063.124,862.985,2728.138
OG0003200,659,1673.276,1234.036,4494.014
OG0003201,16,16.002,4,8
OG0003202,3,20.119,17,317.108
OG0003203,9,72.084,47,179
OG0003204,140,311.5,81,224.018
OG0003205,39,3,27,48
OG0003207,190,506.62,399,1089.75
OG0003208,2,3,3,5
OG0003209,122,249.835,222,716.007
OG0003210,10,54.448,106,46
OG0003211,220,287.848,218,393.085
OG0003214,46,262.98,142,496.467
OG0003215,532.997,1338.211,1032.908,2078.097
OG0003216,58,138.611,133.006,278.091
OG0003217,30,48.12,40,155.985
OG0003219,90,122.751,73.917,265
OG0003220,23,70.642,26,128
OG0003221,16,50.287,22,79
OG0003222,105,222.746,180,779.406
OG0003223,9,13.957,9,95
OG0003224,114,282.811,167,584.576
OG0003225,52,91.448,100.461,392
OG0003226,817.491,2631.361,1464.079,2047.694
OG0003227,2,22.027,20,53
OG0003228,719.323,1528.366,1289.655,3088.784
OG0003229,969.25,1165.463,961.385,3649.459
OG0003230,16,68.165,42,388.947
OG0003231,17,36.136,11,150
OG0003233,495.634,983.793,604.191,2224.246
OG0003234,39,87.295,65,186
OG0003235,15,91.461,63,169
OG0003236,403,1090.088,619.092,2188.615
OG0003237,20,201.39,90,375.697
OG0003238,47,95.564,59,328.659
OG0003239,22,33.996,19,92
OG0003240,9,404.936,326,1174.114
OG0003241,81,209.497,75,259
OG0003242,88,201.57,140,468
OG0003243,89,203.631,132,325.547
OG0003244,21,45.958,53,222.152
OG0003245,278,695.615,343.025,1625.944
OG0003246,310,935.706,489.845,1928.953
OG0003247,306,974.657,522,917.977
OG0003248,1035.032,2520.084,1597.002,2582.414
OG0003249,5,11.405,3,40
OG0003250,14,12.001,7,147.244
OG0003251,131.01,291.074,203,716
OG0003252,705,2132.093,1209.175,3661.187
OG0003253,18,86.231,35,198
OG0003254,137,309.892,230.677,781
OG0003255,40.003,85.492,98,452.198
OG0003256,15,49.449,26,97
OG0003257,371,1403.813,858.272,2330.811
OG0003258,30,68.296,56,193
OG0003259,3501.088,9174.614,6426.679,13163.551
OG0003260,59,133.742,85,358.524
OG0003261,549.676,1296.741,868.929,3793.662
OG0003262,23,62.28,62.022,228.945
OG0003264,34,216.999,66.006,354
OG0003265,17,51.729,49,188
OG0003266,20,51.101,87.152,242.984
OG0003267,47,168.35,37.789,493.995
OG0003268,11,16.009,18,87
OG0003270,63,158.486,118,420
OG0003271,132,638.651,443.004,698.256
OG0003272,16,26.196,26,161.164
OG0003273,228,459.688,415,2025.617
OG0003274,39,56.28,57,136.956
OG0003275,19,182.057,160,464
OG0003276,277,612.497,305,970.324
OG0003277,45,118.242,54,661
OG0003278,283,597.137,367.223,911
OG0003279,75,214.679,139,455
OG0003280,65,175.182,88.923,384.334
OG0003281,53,112.179,128,577.454
OG0003282,153,429.028,247,873
OG0003283,19,73.17,34,292
OG0003284,368.01,1204.246,668.52,2843.238
OG0003285,78,209.143,122,463.576
OG0003286,48,112.922,70,324.02
OG0003287,0,16.582,3,12
OG0003288,15,48.992,46,222.02
OG0003289,2,1,1,3
OG0003290,74,127.369,94,439.239
OG0003291,28,38.994,44,108.001
OG0003292,138,535.945,316.618,677.213
OG0003293,78,232.025,260,672.467
OG0003294,22,27.015,35,150
OG0003295,301,1024.014,765,1844.918
OG0003296,26,61.509,20,83
OG0003297,363.095,385.077,229.089,855.009
OG0003298,211,279.882,182.003,1484.66
OG0003299,236,493.07,302.036,1048.038
OG0003301,168,5613.304,80,470.006
OG0003302,484.981,895.918,667.383,2512.194
OG0003303,100,160.57,139.121,505.817
OG0003304,507.092,1038.525,528.364,1719.858
OG0003305,111.473,230.388,155,596.407
OG0003307,67,222.579,133,573.125
OG0003308,21,105.97,25,100.42
OG0003309,145,319.094,187.726,877.014
OG0003311,98,324.839,196,677.167
OG0003312,223,521.997,313,1696.583
OG0003313,40,87.259,59,279.819
OG0003314,0,0,0,1
OG0003315,70,113.868,75,360
OG0003317,53,160.721,113,361
OG0003318,365.035,885.312,569.655,2058.357
OG0003319,510,1103.476,744.523,2641.44
OG0003320,25,76.949,38,379.999
OG0003321,47,86.084,62,156.001
OG0003322,466.001,850.706,338,2913.404
OG0003323,66,150.518,363.099,255
OG0003324,15,37.344,23,102
OG0003325,30,181.72,146,225
OG0003326,19.252,25.646,20,135.957
OG0003327,11775.175,24408.617,25127.796,53877.45
OG0003328,9,9.005,5,93
OG0003329,11,30.335,23,81
OG0003330,132,270.435,212,857.96
OG0003331,252,527.086,363.022,1492.675
OG0003332,76,120.578,69.762,404.38
OG0003333,255,811.48,699.005,1718.511
OG0003334,158,475.708,271.237,1258.426
OG0003335,49,162.454,141.002,450.84
OG0003336,264.101,744.901,434.735,1074.274
OG0003337,24,69.085,23,136.098
OG0003338,31,82.779,39,209
OG0003339,247.485,483.123,398.745,2117.319
OG0003340,32,60.589,43,196
OG0003341,7,22.549,6,85.989
OG0003342,182,255.15,217,202
OG0003343,136,461.73,334.124,567
OG0003344,36,42.976,42,119.954
OG0003345,172,474.407,333.066,1288.98
OG0003346,15,42.062,56,126
OG0003347,231.677,608.616,349.327,1340.161
OG0003348,36,52.769,69,251.996
OG0003349,75,87.051,64,393
OG0003350,91,187.321,161.427,304
OG0003351,49,97.221,61.988,353.897
OG0003352,30,54.39,26.223,140.972
OG0003353,173.914,342.791,255.916,744.108
OG0003354,110.998,291.073,88.949,806.105
OG0003355,803,2448.281,1490.823,3232.422
OG0003356,16,12.023,33,107
OG0003358,181,390.543,253,410.357
OG0003360,38,63.119,56,60
OG0003361,112,213.309,127,535
OG0003362,31,83.101,42.135,138
OG0003363,128,285.792,169,1054
OG0003364,14,18.002,19,63
OG0003365,218,481.837,238,1149.163
OG0003366,179,427.248,387,1380.851
OG0003367,84,190.667,158,522.844
OG0003368,68,167.657,117,437.489
OG0003369,352,777.889,530,2863.049
OG0003370,34,57.612,33.585,191
OG0003371,41,68.459,72.988,330.104
OG0003372,144,214.243,169,537.077
OG0003373,131,290.227,190,503.796
OG0003374,149,441.392,291.059,1982.879
OG0003375,110,148.838,164,870.334
OG0003376,35,91.805,87,407.002
OG0003377,120.001,1139.231,497.001,1112.023
OG0003378,59.03,163.528,128,274
OG0003379,191,519.285,438.006,2016.173
OG0003380,3,0,0,2
OG0003381,91,181.787,203,516.005
OG0003382,226,386.102,322,1450.696
OG0003383,27,45.427,48,150.091
OG0003384,51,118.553,112,302.022
OG0003385,15,49.159,31,79.007
OG0003386,293,881.845,560.042,1906.44
OG0003387,97,155.36,152,354.006
OG0003388,249,201.009,133,44
OG0003389,92,367.531,284.009,968.17
OG0003390,71,188.375,146,408.636
OG0003391,6,12.33,10,32
OG0003392,199.041,403.088,375.084,1373.792
OG0003393,511.237,1170.541,695.001,3347.848
OG0003394,65,249.104,124,472.134
OG0003395,4011.373,11590.471,5563.802,9250.955
OG0003396,109,361.735,236,759
OG0003397,123,334.017,241,637.445
OG0003398,56,144.073,91,224.141
OG0003399,98,211.154,152,547.347
OG0003400,27,26,52,150.459
OG0003402,15,33,37.028,64
OG0003403,17.317,39.885,14,82
OG0003404,381,437.064,321,2996.017
OG0003405,161,520.31,327.018,941.002
OG0003406,183.015,388.268,108,535.262
OG0003408,167,473.419,423,1276.474
OG0003409,72.01,84.579,79,291.001
OG0003410,44,112.424,145,477.786
OG0003411,29,38.525,42,155.024
OG0003412,928.02,10201.619,1128.257,2309.572
OG0003413,58,118.014,49,250.161
OG0003415,31,80.702,43,557.273
OG0003416,38,82.058,72,491.013
OG0003417,63,100.603,60.9,318.842
OG0003418,62,459.955,243,459.044
OG0003419,231,594.659,540,1740.676
OG0003421,13,13.986,3,23
OG0003422,86,183.785,179,874.696
OG0003424,255.003,520.091,339,1551.867
OG0003425,84,180.349,166.994,491.068
OG0003426,19,20,23,93.999
OG0003427,234,584.274,379,715.164
OG0003428,448,1345.883,846.007,3170.003
OG0003429,55,74.861,73,137
OG0003430,68,35.198,102,389
OG0003431,211,257.421,138,534
OG0003432,40,95.902,102.002,362.001
OG0003433,1,1.456,6,38
OG0003434,121,373.488,225,467
OG0003435,59,120.591,111.001,507.657
OG0003436,112,273.097,179.654,772.994
OG0003437,169,310.937,200,867.691
OG0003438,0,4,2,43
OG0003439,49,150.197,111,529.382
OG0003440,13,8,5,20
OG0003441,87,204.218,152,1099.802
OG0003442,50,153.443,126,368.018
OG0003443,40,89.149,117,361.925
OG0003444,542,1467.25,866.647,5631.258
OG0003445,56,142.797,81.016,296
OG0003446,235,399.239,378,1280.942
OG0003447,183,362.523,282,1009.756
OG0003448,32,88.394,56.964,211.017
OG0003449,153,343.419,163,837.048
OG0003450,7,3,9,21
OG0003451,29,95.377,67,312
OG0003452,250.1,557.794,513,1526.142
OG0003453,74,308.046,143,846.773
OG0003454,8,15.895,22,95
OG0003455,34,91.689,62,395.003
OG0003456,119,106.712,17,48
OG0003457,89,219.74,158,500.184
OG0003458,53,99.504,80,240.001
OG0003459,172,461.381,252.011,828.274
OG0003460,216,629.093,507.001,1250.84
OG0003461,47,140.495,99,363.91
OG0003462,74,124.982,119,495
OG0003463,992.033,2215.854,1496.002,6462.788
OG0003464,242.01,525.426,493.655,1557.961
OG0003465,162.972,362.658,275.407,1035.899
OG0003466,101.292,294.866,188,751.608
OG0003467,646.354,3337.592,1818.333,7708.314
OG0003468,177,376.301,295,855.993
OG0003469,481,1809.838,944.756,3531.393
OG0003470,70,273.559,197,485.002
OG0003471,17,10.001,148.016,55
OG0003472,1200.068,3157.229,1317.104,4183.856
OG0003473,51,1931.669,347,198
OG0003474,65,270.73,193,396.165
OG0003475,8,7.359,3,53.013
OG0003476,707,1632.943,1361.121,3551.32
OG0003477,70,153.577,122,596
OG0003478,103,170.227,171,312.682
OG0003479,66,210.966,139,395
OG0003480,252,1279.687,351.387,611.965
OG0003481,115,319.817,157,636.653
OG0003482,40,167.543,85.004,625.026
OG0003485,175,375.835,450,1652.254
OG0003487,192,308.893,234,855.981
OG0003488,21,15.009,9,110
OG0003489,216,500.233,373,1639.144
OG0003490,456.635,992.927,479.233,2399.508
OG0003491,51,80.648,41,153
OG0003492,194.004,437.024,264.005,1003.539
OG0003493,7,12.006,6,33
OG0003494,92,185.98,226,681.009
OG0003495,526.013,1013.44,978.862,1829.603
OG0003496,133.93,485.425,287.887,990.512
OG0003497,135,299.869,231.95,1137.299
OG0003498,12,19.543,43,189
OG0003499,754,1690.505,990.164,3547.957
OG0003500,285,681.202,459,1596.452
OG0003501,3,32.02,9,171
OG0003502,6.615,4,9,51.005
OG0003506,54,99.13,41.103,961.639
OG0003507,83,125.835,66.759,261
OG0003508,20,40.064,20.003,100.579
OG0003510,355.11,421.529,276.534,6681.745
OG0003512,5,13.532,4,36.987
OG0003513,89,233.06,208,411.346
OG0003514,8,11.573,2,44
OG0003515,12,25.986,8,83
OG0003518,10,30.72,13,293
OG0003521,437.628,936.899,612.477,2665.733
OG0003522,4,3,13,15
OG0003523,11.006,22.141,5,74.664
OG0003525,52,51.617,64,101.016
OG0003527,29.779,61.759,37.993,130.544
OG0003530,46,73.828,123.137,97
OG0003532,25,78.29,25,110.01
OG0003533,8,26.973,15,33
OG0003534,12,14.041,19,82
OG0003535,16,9,3,58
OG0003536,17.035,11.456,4,86.952
OG0003537,2,0,2,1
OG0003538,46,103.322,81,320.336
OG0003539,8.304,30.005,13.186,68.256
OG0003540,147.469,210.439,135,451
OG0003541,155,398.619,309.011,750.085
OG0003543,0,1,2,12
OG0003544,12314.529,23772.844,11264.484,32488.046
OG0003545,190,719.659,454,1590.007
OG0003546,3,1.001,2,14
OG0003548,884.092,1136.002,836.036,5072.923
OG0003549,9,58.967,50,157
OG0003550,1,4,0,8
OG0003551,19,47.666,28,394.936
OG0003552,74.866,196.084,113.137,424.912
OG0003553,15.999,22.101,17,27
OG0003555,38,61.852,55,222
OG0003556,5,10.532,17,74
OG0003558,116,235.573,178.985,905.489
OG0003559,187,259.616,309.118,268
OG0003560,29,45.523,24,72
OG0003561,58,51.426,42,342.58
OG0003562,3551.897,5756.479,3300.593,64504.78
OG0003563,112,220.47,172.994,421.684
OG0003564,39.851,91.538,53.762,245.124
OG0003565,32.005,62.773,15.06,113
OG0003567,299.025,516.419,386,977
OG0003568,14,12.891,10,43.092
OG0003569,1,0,0,4
OG0003570,30,44.945,40,58
OG0003572,36,72.135,52,390
OG0003573,55,85.722,59.952,309.989
OG0003574,276.999,547.481,394.029,1111.831
OG0003575,2,10.015,2,42
OG0003576,105,130.864,106,268.713
OG0003577,36,80.65,47,193
OG0003579,45.784,222.679,108.141,107.782
OG0003580,25.997,83.953,29,282.819
OG0003581,42,108.711,34,302
OG0003582,293.587,443.66,507.441,1317.338
OG0003583,50,94.373,74.803,322.997
OG0003584,37.698,41.792,42.704,151.943
OG0003585,74,152.454,232,550.03
OG0003586,2,7.648,11,52
OG0003587,47.859,29.721,18,145.684
OG0003588,2,0,5,0
OG0003589,80,203.206,145,677.276
OG0003590,142,376.437,221.199,1218.744
OG0003591,72.601,79.27,100.002,381.5
OG0003592,262,84.287,163,474
OG0003593,12,30.461,63,118
OG0003594,373.046,1031.396,634.829,1068.658
OG0003595,62,123.474,113.001,417.989
OG0003596,2,8.034,4.999,36.981
OG0003597,230,1407.746,94,617.063
OG0003598,68,212.147,200.177,504.001
OG0003601,39,67.979,49,53
OG0003602,17.006,98.279,35.016,70.37
OG0003603,15,25.089,25.497,47
OG0003604,0,6.123,7,12
OG0003605,93,212.477,123.077,482.026
OG0003606,11,3,7,35.692
OG0003607,9,65.131,20,110
OG0003608,7,27.156,11,98.003
OG0003609,78,164.936,92,595.974
OG0003610,4,2,3,35
OG0003611,21,30.151,24,75
OG0003612,146,143.207,207,326
OG0003613,641.875,901.908,764.741,3026.282
OG0003614,40,44.042,57,105
OG0003615,0,0,0,3
OG0003616,138,220.68,183,690.221
OG0003618,460,662.19,230,515
OG0003620,2047.001,964.103,678.047,678
OG0003621,54,179.095,130.392,296.454
OG0003622,2661.022,6030.385,3112.057,11056.027
OG0003623,130.072,259.04,172.426,789.441
OG0003624,68,144.52,70.663,372.771
OG0003625,40.564,121.824,68.011,208.608
OG0003626,98,49.089,112,491.034
OG0003627,49,132.603,26,719
OG0003628,7,171.086,24,722.03
OG0003629,171.145,416.834,240.251,1162.808
OG0003630,525,693.944,398,2040
OG0003636,5,7.006,0,5
OG0003638,51.999,221.382,106.999,144.999
OG0003639,6,5.174,11,21
OG0003641,57,60.789,47,246.702
OG0003643,10,22.162,11.946,73.838
OG0003644,27.011,96.316,54,239.037
OG0003645,11,13.176,18,66
OG0003646,151,453.785,323.032,443.488
OG0003647,253,558.996,410,2043.846
OG0003649,272.968,812.389,439.017,844.844
OG0003650,37,35.136,20,126
OG0003651,93,297.611,191,568.665
OG0003653,19,33.826,9,127.402
OG0003661,3,1,0,0
OG0003663,271,705.893,524.078,1817.338
OG0003665,56,89.988,43.797,453.858
OG0003667,182,442.237,281,505.928
