OG,Past_1,Past_2,Past_3,Past_4
OG0009798,242,766.818,505,3318.483
OG0009800,21,39.025,21,103.003
OG0009801,96,268.376,134,631.384
OG0009802,16,18.07,13.031,68
OG0009803,30,30.637,25,144.987
OG0009805,52,142.365,75.02,514.371
OG0009806,26,29.045,28,135.601
OG0009807,92,172.583,81,208.156
OG0009808,17,40.48,20,42
OG0009809,0,2,1,21
OG0009811,63,198.61,129,579
OG0009812,274,660.563,277.713,1004.681
OG0009814,51,70.673,57,278.925
OG0009815,0,0,0,52
OG0009816,3,6.004,2.001,18.396
OG0009817,20,70.407,40,166
OG0009818,9,26.279,10,139
OG0009820,24,53.579,28,175
OG0009821,107,184.69,92,568.616
OG0009822,102,181.471,145,1128.983
OG0009823,12,24.521,8.005,71
OG0009825,417.001,1054.688,810.14,2872.141
OG0009826,37,96.245,134,82
OG0009827,28,68.602,43,208.081
OG0009828,104.722,232.892,188,520.945
OG0009829,78.001,218.748,114,447.036
OG0009831,37,124.654,62,162.229
OG0009832,71,100.146,92,482
OG0009834,59,258.101,207.001,627.841
OG0009835,210,939.215,385.008,1070.001
OG0009836,107,495.459,384.008,1095.617
OG0009837,35,122.395,56,152.949
OG0009839,83,146.216,76,205
OG0009840,11,67.835,57,227.697
OG0009841,134,168.596,50,659.985
OG0009842,17,43.76,32,117
OG0009844,34,73.614,45,230.46
OG0009845,30,86.762,68,162.903
OG0009846,12,51.4,19,48
OG0009847,37,62.091,27,168.721
OG0009848,69,145.777,89,371
OG0009849,175,345.042,264,1007
OG0009852,20,54.404,30,140.002
OG0009853,6,4,1,25
OG0009854,265,379.88,371,1068.726
OG0009855,3,16.165,14,94
OG0009856,88,154.246,106.812,224.988
OG0009858,38,71.688,65,659.219
OG0009859,52,91.093,93,305
OG0009860,5,14.071,9,38.999
OG0009862,13,13.001,13,86
OG0009863,86,310.672,161.733,301.597
OG0009864,438,1038.811,739.745,3466.704
OG0009865,43,59.489,43.046,147
OG0009866,136,461.664,264,753.019
OG0009867,159,345.781,349.013,1596.11
OG0009869,12,45.345,39,135
OG0009870,56,170.422,103,310
OG0009872,3,4.161,4,21
OG0009873,39,99.15,87.491,442.988
OG0009874,4,17.985,9,16
OG0009875,13,49.13,19,75
OG0009876,215,533.86,335,894.686
OG0009877,164,229.81,275.995,553.418
OG0009878,35,76.924,25,231.852
OG0009879,73,143.106,137.026,664.936
OG0009880,10,17,35,224.618
OG0009881,109,355.47,204,748
OG0009882,38,173.408,68,248
OG0009883,31,124.089,67,464
OG0009884,72,213.185,162,566
OG0009885,56,99.825,89,338.043
OG0009886,461,597.07,606.48,1100.896
OG0009887,32,37.353,44,290.532
OG0009888,6,10.006,4,42
OG0009889,144,303.846,232,842.636
OG0009890,159,794.356,356.075,698.86
OG0009892,76,227.586,150,620
OG0009893,59,149.978,142,452.516
OG0009894,131,110.989,63,305
OG0009895,140,572.329,320,737.168
OG0009896,54,127.62,117,521.89
OG0009897,63.023,164.561,108,282.412
OG0009899,9,46.162,28,38
OG0009900,40,98.03,86,205
OG0009901,226.04,429.429,361.695,787
OG0009903,20,67.191,26,190.998
OG0009904,45,147.474,86,268.317
OG0009905,2,10.018,6,23
OG0009906,49,112.77,85,429.125
OG0009907,20.997,24.328,25,214.995
OG0009908,7,18.002,12,254
OG0009909,3,16,8.713,29
OG0009910,53,130.647,153,408.351
OG0009911,72.728,183.064,45,274
OG0009912,186,609.999,316,1562.657
OG0009913,58,212.417,148,579.3
OG0009916,330,1133.972,765.964,2357.54
OG0009918,14,38.002,11,47
OG0009919,28,89.707,41,204
OG0009920,26,70.196,45,202.006
OG0009921,24,42.488,31,274
OG0009922,26.002,65.997,66.005,218
OG0009923,83,163.288,123,229
OG0009924,6,22,11,43
OG0009925,291.872,745.944,391.057,1020.501
OG0009926,181,314.497,275.176,1189.743
OG0009927,118,241.222,199.985,476.132
OG0009928,26,80.038,68,271
OG0009929,465.004,1078.168,788.435,1448.111
OG0009930,64,199.498,152,747.004
OG0009931,125,256.653,247.001,861.868
OG0009932,26,71.307,48,185.244
OG0009933,29,53.702,50,168
OG0009934,89,285.111,140,596.156
OG0009936,103,230.873,115,444.152
OG0009937,29,99.297,57.005,220
OG0009938,1,9.064,11,31
OG0009939,550,1149.544,1125.88,4763.447
OG0009941,80,308.676,179.015,1047.736
OG0009942,132,558.122,238,1085.72
OG0009943,22,76.361,30,119
OG0009944,11,28.333,8,45
OG0009945,55,150.752,89,349.326
OG0009946,125,388.174,192,518.001
OG0009947,42,101.344,97,391.443
OG0009948,40,108.869,53,182.977
OG0009949,19,73.592,28,93
OG0009950,151,427.714,252.217,637.993
OG0009952,76,276.433,131,242.24
OG0009953,107.014,340.288,202,593.076
OG0009955,7,27.306,13,39
OG0009956,184,30.012,922.016,327.103
OG0009957,62,340.104,63,48
OG0009958,402,536.538,1124.207,817.773
OG0009959,1,4.994,0,18
OG0009960,14.69,40.205,10,115.262
OG0009962,10,60.516,80,281.741
OG0009963,82,192.168,139,377
OG0009964,29,74.231,33,245.254
OG0009965,303,452.437,189,905.026
OG0009966,71,211.602,157.689,605.302
OG0009967,10,13.004,6,8
OG0009968,36,59.991,51,328.317
OG0009969,47,129.815,54,241.031
OG0009970,120.022,460.895,168,791.108
OG0009971,45,140.698,105,203.995
OG0009972,132.001,387.165,233,622.969
OG0009973,680,1566.674,1016.17,2036
OG0009975,20,39.203,19,154
OG0009976,21,46.396,35.914,175.765
OG0009977,21,44.153,34.109,120
OG0009978,130,313.651,272.987,844.024
OG0009979,20,59.455,33,46
OG0009980,59,100.337,46.005,268.992
OG0009982,4,24.066,15,61.639
OG0009983,161.011,209.218,142,710.003
OG0009984,7,29.295,30.23,207.434
OG0009985,44,79.988,36,187
OG0009986,133.007,320.733,325,1181
OG0009987,22,21.62,19,47
OG0009988,157,276.556,183,403.202
OG0009989,157,431.314,275.001,1959.022
OG0009990,1878.953,6951.856,807.029,3743.843
OG0009993,255,612.112,547.015,1835.843
OG0009994,60,148.408,110.022,362.002
OG0009995,21,68.842,51,117.996
OG0009996,152,424.97,249,1227.702
OG0009997,73,125.301,102,515.002
OG0009998,47,112.008,52,240.045
OG0009999,138,196.267,157.006,517
OG0010000,18,135.221,55,139
OG0010001,196.91,512.908,368.808,1292.457
OG0010002,79,266.953,104,386
OG0010003,976.001,1846.335,604.149,687.005
OG0010004,130,262.129,203.4,888
OG0010005,107,327.162,152,263.876
OG0010006,7,17.228,11,70
OG0010007,4,2,9,23.407
OG0010008,13,45.188,20,140.227
OG0010009,8,35.518,16,59
OG0010010,19,59.365,31.008,35
OG0010011,33,84.341,37,156.047
OG0010012,17,22.388,21,111
OG0010013,12,64.267,38,118
OG0010015,4,32.953,18,45.993
OG0010016,159,561.203,258,727.737
OG0010017,12,77.065,53,154
OG0010018,27,130.854,98,268
OG0010019,17,70.687,38.083,119.088
OG0010020,40,151.968,49.01,211
OG0010021,136,629.24,372.197,1087.044
OG0010022,48,114.526,69,281.493
OG0010023,137,328.091,234.005,696.503
OG0010024,90,242.152,48.412,180
OG0010025,90,267.667,147,277
OG0010026,115,296.891,233,598
OG0010027,495,1089.635,1048,4249.102
OG0010028,87,201.832,97.028,381
OG0010030,38,70.326,43,183
OG0010031,8,53.534,15,151
OG0010032,22,34.688,22,157
OG0010033,30,92.932,41,153
OG0010034,48,96.563,67,360.129
OG0010035,208,516.765,964.279,872
OG0010036,50,153.056,53,313.64
OG0010037,182,279.96,382,942.364
OG0010038,149.018,246.214,246,1071.006
OG0010039,10.008,38.416,29.001,172.938
OG0010040,30,79.033,53.01,227.044
OG0010041,37,116.072,50,122
OG0010042,9.501,12.555,3.996,72.092
OG0010043,156,337.385,154,496
OG0010044,11,39.65,18,92
OG0010045,459.139,1053.251,838.129,2836.561
OG0010046,25,50.272,40,132
OG0010047,9,19.189,10,136.435
OG0010048,10,10.785,6,37.504
OG0010049,5,17.992,10,32
OG0010050,38,96.7,28,271.004
OG0010051,20,62.59,41,141.998
OG0010052,5,4.017,2,66
OG0010053,20,46.613,27,151.235
OG0010054,39,110.993,98,297.23
OG0010055,30,89.567,69,380.001
OG0010056,83,185.932,148.001,779
OG0010057,49,206.451,192,722.178
OG0010058,51,131.854,107.015,300
OG0010059,13,22.45,23,122
OG0010060,51,136.007,49.004,447.237
OG0010061,0,1,0,11
OG0010062,160.77,499.981,322.525,540.333
OG0010063,75,208.125,169,565.998
OG0010064,16,42.115,30,251
OG0010065,8,23.125,17,41
OG0010066,120,55.405,126,381
OG0010067,17,61.502,59,275.006
OG0010069,14,33,53,175
OG0010071,106,261.363,189,615.905
OG0010072,803.05,1925.149,841.62,2412.242
OG0010073,3,6,3,7
OG0010074,88,142.875,119,480.36
OG0010075,63,109.138,82,450.25
OG0010076,112,180.014,192,847.013
OG0010077,167.025,430.483,183,1134
OG0010078,4,15.003,13,21
OG0010079,64,154.669,78,472
OG0010080,23,60.718,20,98.014
OG0010081,81,228.153,203,612
OG0010082,346,760.896,506.783,1293.009
OG0010083,17,71.715,32,185.994
OG0010084,29,77.999,53,185.001
OG0010085,178,494.127,237.742,845.479
OG0010086,76,401.371,179.091,486.203
OG0010087,20,52.924,16,77
OG0010088,1130.338,2945.397,993.141,4043.561
OG0010089,260,793.957,574.023,1623.553
OG0010090,89,221.806,127,402
OG0010092,11,10.016,7.984,49
OG0010094,44,92.709,49,220.425
OG0010096,90,169.541,135,254.864
OG0010097,124,413.394,235,766.557
OG0010098,679,1959.189,1414.349,6021.382
OG0010099,4,21.1,15,52
OG0010100,20,23.808,26,91
OG0010101,13,52.481,31.964,149.929
OG0010102,38,100.393,100,332.208
OG0010103,198,428.436,424.023,3118.464
OG0010104,17,52.744,23,121
OG0010106,62,195.366,141,519.946
OG0010108,5,12.002,5.987,78
OG0010109,3.983,3.003,2,29
OG0010110,20,51.008,53,252
OG0010111,199,515.211,430.014,1299.26
OG0010112,366,765.402,483,3721.898
OG0010114,25,111.708,45,286.174
OG0010115,5,40.091,52,67
OG0010116,0,6,0,38
OG0010117,42,72.293,53,227.004
OG0010118,36.022,188.925,162.801,577
OG0010119,268.022,705.856,592.049,1861.043
OG0010120,66,116.604,109,488.859
OG0010121,9,69.098,67,46.002
OG0010123,26,66.752,24,31
OG0010124,28,92.607,121.002,376.913
OG0010125,79,195.653,111,586.14
OG0010126,50,220.625,132.999,614.276
OG0010127,24,118.345,69,265
OG0010128,127,290.769,297,504.996
OG0010129,144,364.31,270.001,966.002
OG0010130,200,193.882,117,795.733
OG0010131,41.999,169.222,151,540.74
OG0010132,93,204.177,108,457
OG0010133,112.57,269.798,131.736,568.127
OG0010134,186,380.156,295.004,761.009
OG0010135,13,47.801,39,188.029
OG0010136,31,27.015,28,231.017
OG0010137,130,500.832,296.02,638
OG0010138,66,210.331,64,333.982
OG0010139,29,99.019,70,257
OG0010140,198,391.904,118,423.861
OG0010141,330,823.344,789.165,1834.686
OG0010142,196,814.884,463,1501.368
OG0010144,32,100.41,61,198.002
OG0010146,91,224.159,99.103,246.418
OG0010147,53,185.566,118,525
OG0010148,98,428.866,207.003,608.692
OG0010149,37,68.151,97,233.297
OG0010150,87,150.39,123,785.152
OG0010151,1285.257,3728.895,2272.876,5717.743
OG0010152,45,184.65,97,430.001
OG0010153,143,293.317,227.898,985.99
OG0010154,385,1101.308,371,632.878
OG0010155,29,74.778,72,259.995
OG0010156,42,106.392,41,191
OG0010157,27,66.808,68,315.67
OG0010158,22,69.089,70,203
OG0010159,61,218.296,118,222
OG0010160,34,69.838,51,291.015
OG0010161,19,32.922,24,90
OG0010162,94,236.473,95,272.963
OG0010163,139,369.959,225,762
OG0010164,6,9.198,7.702,9.158
OG0010165,24,77.749,55,270.537
OG0010167,83,212.192,101,416.525
OG0010168,367,990.874,498.094,1015
OG0010169,37,97.69,50.985,181.374
OG0010170,14,52.504,31,82.007
OG0010172,115,102.383,59,204.422
OG0010174,127,247.257,201,734.919
OG0010175,27,67.372,51,167.96
OG0010176,20,126.984,47,262.13
OG0010177,6,18.19,18,69
OG0010178,42,81.605,64,212
OG0010179,53,253.589,149.445,571
OG0010180,42,86.047,79,292
OG0010183,23,73.704,51,185.563
OG0010184,28,74.603,63,163
OG0010185,9,13.321,10,42.994
OG0010186,62,339.676,129,542
OG0010187,43,148.637,103.002,497
OG0010188,74,261.421,269,1361.701
OG0010189,12,61.252,36,211
OG0010190,189,648.202,396.763,1049.789
OG0010191,14,58.227,57,154.415
OG0010192,84,198.231,198,736.315
OG0010193,37,107.587,58,288.001
OG0010194,126,210.083,159,748.169
OG0010195,18,69.216,67,249.021
OG0010196,348.998,565.691,635.654,2357.431
OG0010197,84,280.662,167,492.009
OG0010198,47,128.706,60,239.057
OG0010199,32,83.829,70.261,491.18
OG0010201,54,112.486,160,607.056
OG0010202,66.011,274.811,127,429.983
OG0010203,118,515.006,295,538.596
OG0010204,43,258.787,83,217
OG0010205,25,112.443,51,323
OG0010206,121,207.215,151,609.197
OG0010208,27,63.527,23,131
OG0010209,52,208.164,126,519.066
OG0010210,8,48.407,36,81
OG0010211,25,70.566,65.675,307.999
OG0010212,63,198.923,238,785.796
OG0010213,93,167.007,113,168
OG0010214,26,95.181,57,182
OG0010215,4,6,11,30
OG0010216,128,170.274,78,426
OG0010217,59,87.314,100,283.103
OG0010220,101,316.266,430.008,1023.137
OG0010221,86,296.988,225,888.546
OG0010222,43,84.059,45,223
OG0010223,575.038,1305.967,551.375,2963.346
OG0010224,18,115.281,73,226
OG0010225,46,54.149,50,191.327
OG0010226,6,3.906,1,23
OG0010227,103,282.936,158,598
OG0010228,96,121.721,37,108
OG0010229,13,28.293,22,60
OG0010230,679,1800.926,836.395,671.486
OG0010231,39,96.4,81,435.997
OG0010232,468,1416.19,635.948,2579.735
OG0010233,63,245.042,140.013,387.75
OG0010234,63,89.729,80,326.002
OG0010235,114,285.455,204,614
OG0010236,27,139.33,114,124.997
OG0010237,17,38.017,26,109
OG0010238,133,309.072,273,784
OG0010239,21,61.052,26,233
OG0010241,20,39.385,21,120
OG0010242,81,152.837,103,412.336
OG0010243,31,60.661,46,257.416
OG0010244,70,323.621,166,664.996
OG0010245,16,34.194,17,108
OG0010246,13,44.8,36,118.003
OG0010247,115,269.349,192.014,726.481
OG0010248,12,30.185,54,198.882
OG0010249,184,875.455,204,570
OG0010250,61,183.818,125,387.089
OG0010251,14,47.257,27,162.89
OG0010252,114,282.843,191,648
OG0010253,13,101.476,92,516.458
OG0010254,27,109.349,25,140.004
OG0010255,34,42.04,33,71
OG0010256,22,32.949,28,118.681
OG0010257,10,19.857,12,45
OG0010258,93,338.259,176,573.275
OG0010259,35,64.432,40.072,115.37
OG0010260,59,191.555,102,420.358
OG0010261,17,48.49,75,423.769
OG0010262,341,643.472,468,1907.52
OG0010263,1,0,0,14.999
OG0010264,262,521.209,507,1783.004
OG0010265,19,56.841,41,150.121
OG0010266,98,264.665,131,328
OG0010267,28,118.171,47,137
OG0010268,56,190.726,89,615.012
OG0010270,21,41.025,12,118.121
OG0010271,7,34.087,25,109
OG0010272,42,86.132,36,135.001
OG0010273,3,1.025,2,12
OG0010274,0,3,5,18
OG0010276,291,747.52,371.998,2448.4
OG0010277,288,864.019,588.01,1711.998
OG0010278,34,101.642,60,249.027
OG0010279,24,68.83,69,432
OG0010280,175,514.297,230.307,921.422
OG0010281,15,58.003,40,104.549
OG0010282,9,32.116,7,85
OG0010283,25,77.541,49,141.017
OG0010284,207,603.443,230,836.011
OG0010285,23,62.321,41,151
OG0010288,53,137.79,99,363.308
OG0010290,15,51.265,16,85
OG0010291,12,52.948,19,126.664
OG0010292,6,13.448,10,30.098
OG0010293,65,151.156,180,422.035
OG0010294,16,41.091,15,129
OG0010295,15,45.012,7,113
OG0010296,21,53.413,72,295
OG0010297,251,901.539,511.786,1401.673
OG0010298,16,50.569,13,84
OG0010299,7,27.512,28,69
OG0010300,29,72.233,51,171
OG0010301,181,341.56,268.01,1020
OG0010304,7,32.345,26,82
OG0010305,127,363.493,260.793,867.122
OG0010306,62,112.243,102,610.59
OG0010307,26,115.692,68,132
OG0010308,57,160.665,83,483.919
OG0010309,191,525.262,434.023,1124.661
OG0010310,6,10.51,9,50.829
OG0010312,15,94.28,67.023,26.002
OG0010313,24,45.225,13,108
OG0010314,210,436.682,384,1727.28
OG0010315,36,74.158,81,279.081
OG0010316,63,131.202,106,381.005
OG0010317,81,142.256,139,454.001
OG0010318,47,111.53,103.006,411.102
OG0010320,61,194.759,97,395
OG0010321,1020.002,5851.206,3954.151,10076.393
OG0010322,126,278.3,184.028,651.001
OG0010323,10,23.157,26,75
OG0010324,24,134.543,44.009,280
OG0010325,104,331.116,232,741.986
OG0010326,231,136.635,227,2018.003
OG0010327,122.89,251.798,231.306,1132.789
OG0010328,15,53.02,34,139.007
OG0010329,94,250.724,124,593.998
OG0010330,31,63.246,32,194
OG0010331,3,21.264,26,102
OG0010332,95,243.53,211,609.539
OG0010333,45,124.427,85,421.035
OG0010334,41,63.912,112,415.324
OG0010336,59,78.189,63,239.676
OG0010337,29,48.704,50,167.036
OG0010338,14,54.439,73.743,206
OG0010339,288.647,768.959,588.369,2549.322
OG0010340,25,17,27,93
OG0010341,16,38.436,23,207
OG0010342,44,121.357,94,271
OG0010344,38,64.477,64,162
OG0010345,32,144.52,73,277
OG0010346,119,237.563,277.37,319.008
OG0010347,107,380.026,221.442,1099.454
OG0010350,51,133.889,107,331.044
OG0010351,33,37.691,50,73
OG0010352,294.993,710.461,844.002,3726.828
OG0010353,66,153.859,153,844
OG0010354,71,256.537,241,573.926
OG0010355,170.494,555.357,306.614,1140.107
OG0010356,35,140.466,44,666.956
OG0010357,39,117.933,57,212.803
OG0010358,29,108.539,78,375.001
OG0010359,33,55.556,45,244
OG0010360,12,28.363,24,71
OG0010361,33,78.342,52,125
OG0010364,25,86.457,64,121
OG0010365,105,229.138,178.966,445.964
OG0010366,88,94.963,113,374.934
OG0010367,80,127.996,89,322.002
OG0010369,2,1,2,3
OG0010370,78,254.777,263,919.529
OG0010371,30,125.49,42,143
OG0010372,52,115.921,58,561.479
OG0010373,2,4.006,1,30
OG0010374,157,364.183,193,738
OG0010375,242,400.413,268,1302.003
OG0010376,14,28.529,18,120
OG0010377,15,20.119,27,108
OG0010378,195,266.852,198.05,2187.154
OG0010379,226,434.986,358.629,1129.044
OG0010380,44,144.11,74,210.998
OG0010381,44,155.2,89,258.72
OG0010383,45,114.31,66,211.018
OG0010384,110,158.172,177,844
OG0010385,270,624.327,482,1867.296
OG0010387,47,116.945,159,568.004
OG0010390,42,88.238,37,180.001
OG0010391,113.272,208.81,229,874.284
OG0010392,27,101.531,41,170.201
OG0010393,209,527.112,307,1248.374
OG0010394,67,141.915,123,738
OG0010395,376.688,804.244,644.602,1862.369
OG0010396,67,130.458,126,287
OG0010397,3,32.241,8,31
OG0010398,60,176.556,132,468.387
OG0010400,13,52.373,32,103.96
OG0010401,73,217.789,131,456.987
OG0010402,158,264.978,219.008,896.002
OG0010403,2,0,5,13
OG0010404,78,263.316,187,1386.345
OG0010405,23,57.567,16,156.939
OG0010406,152,322.022,258.018,994.441
OG0010408,90,213.075,166,522
OG0010409,91,206.889,140,816.23
OG0010410,8,28.468,22,80
OG0010412,11,33.304,24,75.01
OG0010413,20,49.257,33,105
OG0010414,30,66.226,50,159.999
OG0010415,290,346.697,339.669,1120.365
OG0010416,49,150.292,65,384.048
OG0010417,30,105.909,88,208.003
OG0010418,47,114.153,61,252
OG0010419,13,52.242,35,33
OG0010420,49,127.633,125.529,431.503
OG0010421,120,491.781,159,356.705
OG0010423,86,174.348,105,361
OG0010424,54,101.859,81,395.113
OG0010425,140,381.921,243,634
OG0010426,177.112,498.969,320,453.079
OG0010427,32,153.016,65,224.001
OG0010428,14,13.734,17,82.996
OG0010430,31,139.7,70,273
OG0010431,38,100.483,80,1068.551
OG0010432,180,324.612,200.436,1002.989
OG0010433,147,399.1,200.788,735.161
OG0010434,35,87.206,41,200.192
OG0010435,22,62.978,53,290.387
OG0010436,74,159.782,85,251
OG0010437,210.905,486.669,654.04,930.006
OG0010438,54,163.582,97.229,397
OG0010439,22,46.121,71,221
OG0010440,5,17.022,15,11
OG0010441,62,160.041,124.174,333.686
OG0010442,17,66.677,60,123
OG0010443,78,185.068,140,468
OG0010444,27,84.42,82,219.419
OG0010445,43,69.256,57.014,196
OG0010446,8,29.393,17,66
OG0010447,13,21,20,71
OG0010448,28,72.313,84,192.944
OG0010449,195,499.555,298.035,868
OG0010450,337.589,1086.41,850.282,2123.351
OG0010452,260.601,739.761,446.02,1725.118
OG0010453,27,117.549,61,378
OG0010455,272,724.379,555.001,1021.382
OG0010456,223,408.03,222,707.2
OG0010457,77,275.73,61,383
OG0010458,128,103.876,176,835.533
OG0010459,203,774.887,448,2860.33
OG0010460,52,133.955,65,332
OG0010461,32,97.539,41,190.016
OG0010462,107,419.547,205.001,759.408
OG0010463,26,36.484,16,111.024
OG0010464,32.002,151.298,47,255
OG0010465,90,142.554,115.655,590.968
OG0010466,128,361.955,363.023,1098.001
OG0010467,374,1068.126,685.772,1826.056
OG0010468,4,5,1,11
OG0010469,34,72.479,53.009,232
OG0010470,11,29.052,24,82.969
OG0010471,4,6,27,99
OG0010472,57,102.636,64,332.186
OG0010473,69,138.192,89,266.54
OG0010474,119,471.532,231,780.329
OG0010475,175,457.731,317.001,962.846
OG0010477,781,2331.213,1271.648,5633.675
OG0010478,146.035,401.195,265,425.387
OG0010480,24,120.827,99,363
OG0010481,59,170.576,158,434.001
OG0010482,25,30.267,20.758,246.002
OG0010484,366,996.095,684.047,2181.069
OG0010485,15,42.826,29,102
OG0010486,370,470.375,336.009,1734.631
OG0010490,14,39.905,28,119
OG0010491,936.221,2177.555,986.009,2964.434
OG0010492,307.018,501.129,269,856.309
OG0010493,73,219.147,131,462
OG0010494,39,98.679,29,215
OG0010495,231.31,778.889,363,1089.974
OG0010496,85,248.444,100,736.592
OG0010497,50,203.214,85,362.999
OG0010498,47,84.343,33,222.77
OG0010499,61,239.109,249,230
OG0010500,220,946.708,2,42
OG0010501,127,212.482,180,402.995
OG0010502,66,205.345,135,360.894
OG0010503,23,12.932,11,76
OG0010504,58,161.389,72,393
OG0010505,105,285.616,313,471.551
OG0010506,31,78.66,70.203,276
OG0010507,216,535.944,325.056,1230.613
OG0010508,44,121.399,68,305.574
OG0010509,126,257.96,191,849.996
OG0010510,32,53.216,83.951,135
OG0010511,78,362.818,218,725.079
OG0010512,98,250.83,160,431
OG0010514,7,21.507,18,153
OG0010515,62,99.5,79.858,232.569
OG0010516,232,641.699,336.038,1794.874
OG0010517,29,172.968,83,264
OG0010519,55,122.198,51.002,824
OG0010520,41,198.553,169.063,395.411
OG0010521,33,76.149,92,264
OG0010522,61,116.922,148,640.001
OG0010523,228,540.291,458,2135.837
OG0010524,102,252.311,83,530.003
OG0010525,50,97.553,59,362.001
OG0010528,101,424.348,241.088,561.47
OG0010529,350,1044.936,771.207,2368.039
OG0010531,11,32.189,13,32
OG0010532,8.031,82.119,56,106.003
OG0010534,26,123.966,68.993,255
OG0010535,49,224.007,187.013,520
OG0010536,48,86.734,54.144,188.015
OG0010537,36,68.346,34.874,350
OG0010538,37,87.08,77,222.021
OG0010539,53,112.021,80,381.001
OG0010540,415.399,1500.413,1299.078,4700.702
OG0010541,23,61.059,27,144
OG0010542,29,52.617,30,304.29
OG0010543,17,84.3,121,930
OG0010544,379,934.691,727.995,2601.804
OG0010545,16,44.461,8,69
OG0010546,17,150.271,55,161
OG0010547,561,528.608,269,1951.416
OG0010548,72,100.133,62,190
OG0010549,138,550.177,280,1124.314
OG0010550,180,483.998,359,1133.346
OG0010551,25.049,45.09,30,206.754
OG0010552,106,320.099,176,689.152
OG0010553,220,507.808,372,744.554
OG0010555,69,162.259,139.054,351.099
OG0010556,44,222.948,97,346.001
OG0010557,20,49.537,38,113.989
OG0010558,33,191.946,77,221
OG0010559,139,321.464,397,1824.267
OG0010560,145,237.791,190.975,712.001
OG0010561,22,66.152,42,122
OG0010562,16,61.592,72,184
OG0010563,89,158.573,116.998,596.149
OG0010564,23,43.455,27,250.278
OG0010565,928.646,3443.208,1582.783,5565.439
OG0010567,25,70.78,78,310
OG0010568,42,110.838,61,344
OG0010569,96,177.827,148,615.626
OG0010570,629,669.574,623.828,2683.175
OG0010571,2,1,4,7
OG0010573,3370.073,7330.703,4150.659,17933.091
OG0010574,23,53.909,48,176.248
OG0010575,28,36.328,42.06,120
OG0010576,345,371.083,355.031,1453.156
OG0010577,36,116.391,70,186
OG0010578,10,3.414,2,43
OG0010579,363.258,1048.94,603.318,2737.882
OG0010580,40,140.099,67,220
OG0010581,12,54.542,15,80.205
OG0010582,22,44.515,34,244
OG0010583,131,266.678,223,761.97
OG0010585,46,86.722,76,222
OG0010586,337.006,925.983,837.675,3004.311
OG0010587,94,407.85,248.045,893.052
OG0010589,11,29.624,26,123
OG0010590,68,278.089,191.77,916.403
OG0010591,12,43.114,18,21
OG0010592,240,913.394,492.003,1876.581
OG0010593,274,601.629,537.107,3087.037
OG0010594,96,266.651,246,888.002
OG0010595,9,68.394,18,109
OG0010596,7,11.511,11,37
OG0010597,2,4,3,22
OG0010598,43,176.874,81,318.008
OG0010599,102,129.062,115,546
OG0010600,39,79.892,37,193
OG0010601,7586.329,3938.441,23373.964,7860.716
OG0010602,30,39.518,46,196
OG0010603,62,156.534,71,333.976
OG0010604,40,130.038,93,454.392
OG0010605,10,33.322,39,100
OG0010606,36,89.242,44,164
OG0010607,36,82.414,71.374,187
OG0010608,73,213.988,133,784.76
OG0010609,7,6.634,1,25.887
OG0010610,99,218.88,151,501.527
OG0010611,49,258.904,96,379.938
OG0010612,96,206.603,128,660.002
OG0010613,1070.078,2982.991,2447.831,6281.58
OG0010614,5,27.191,7,78.057
OG0010615,131,447.906,202,488.402
OG0010616,2,3,3,45
OG0010617,272,750.473,617.429,1837.371
OG0010620,168,322.433,228.009,940.226
OG0010621,103,221.047,192.999,499.841
OG0010622,783.017,1610.058,1396.241,3790.65
OG0010623,8,59.484,46,84.004
OG0010625,89,166.896,104,666.199
OG0010626,45,52.181,49,399.995
OG0010627,7,4.001,8,25
OG0010628,52,120.09,49,185
OG0010629,17,79.162,55,305
OG0010630,16,25.948,17,83
OG0010631,813.033,2072.418,1192.041,4455.036
OG0010632,120,300.111,187.002,561.586
OG0010633,119,281.336,191,838.946
OG0010634,84,201.402,179,383.929
OG0010636,150.071,432.77,381,1579.321
OG0010637,68,140.102,61,746.998
OG0010638,48,132.329,47.659,361.17
OG0010639,115,277.419,179.003,695.615
OG0010640,31,217.872,95.742,434.458
OG0010642,24,35.039,33,163
OG0010643,45,118.369,76.33,202
OG0010644,32,86.931,50,209
OG0010646,64.793,80.775,69,205.426
OG0010649,82,170.77,104,233
OG0010650,32,72.825,47,172.074
OG0010651,91,173.694,136,619.005
OG0010652,90,199.885,145,639.363
OG0010653,76.846,227.035,128,346
OG0010655,1,5,0,4
OG0010656,25,96.265,88,252.468
OG0010657,34,65.557,41.045,231
OG0010658,104,217.803,65,476
OG0010659,158,325.702,259,651.005
OG0010660,86,247.905,180,733.037
OG0010661,74,185.338,154,409
OG0010662,22,31.068,59,36.004
OG0010663,36,182.848,103,261.055
OG0010665,63,148.095,59,426.081
OG0010666,57,115.587,60.003,814.106
OG0010667,45,77.707,65,414
OG0010668,446,1209.326,620.151,2274.879
OG0010669,65,143.308,96.01,318.991
OG0010670,32,122.612,107,267.79
OG0010671,4,5,2,13
OG0010672,27,90.314,39,242.715
OG0010673,42,86.572,53,226.72
OG0010674,33,75.005,42,180.13
OG0010676,15.001,45.908,33,150
OG0010677,41,114.298,81,320
OG0010678,107,286.335,101.001,530.99
OG0010679,57,184.89,134.013,377
