OG,Ssid_1,Ssid_2,Ssid_3,Ssid_4
OG0001098,73,50,139,116
OG0001101,77,129,34,74
OG0001102,1,5,0,30
OG0001103,322,371.891,1082.031,725.309
OG0001105,1300,1465.027,741.017,910.991
OG0001107,36.034,20,12,51
OG0001108,540,677.002,337,412.049
OG0001109,1538.666,1181,907.997,727
OG0001110,65,204,36,71
OG0001112,134,152,117,127
OG0001113,505,570.092,249,352.728
OG0001114,750.215,1130.995,475,596
OG0001115,159,73,149,52
OG0001116,8528.643,9039.727,4973.018,6287.12
OG0001118,134.184,320,176,123
OG0001119,0,0,0,0
OG0001121,15,29,7,16
OG0001122,1384.094,1480,353,732
OG0001123,272,386,190,198
OG0001124,63,26,27.985,85
OG0001125,0,0,0,0
OG0001126,119,152,88,112
OG0001127,706,1194,368,627
OG0001128,56,20.121,17,15
OG0001129,1850.139,2220,1275.223,1315
OG0001130,3,13,28,6
OG0001131,696,1209,585.908,601.106
OG0001132,128,78,123.025,79
OG0001133,739.948,488,227,354
OG0001134,290,192,142,211
OG0001135,425,1122.004,267,222
OG0001136,927,1191,463.967,818
OG0001137,277,536.074,110,197
OG0001138,103,32,79,68
OG0001139,284,534,319,289
OG0001141,1159,1997.988,1013,2458.052
OG0001143,0,0,0,0
OG0001145,439.287,377,178.137,316
OG0001146,478,666,325,323
OG0001147,291,459.581,241,284.317
OG0001148,1308,1979.798,848.008,1237
OG0001149,1015,1735.604,655.166,901
OG0001150,188,243,170,160
OG0001152,3,28,2,52
OG0001154,0,0,0,0
OG0001156,98,325,49,22
OG0001157,1383,1438.109,865,1209.208
OG0001158,353,454,277,214.026
OG0001159,212,140,65,144
OG0001160,0,0,0,0
OG0001162,1787.038,1641,1162.009,1390
OG0001164,466,590,92,124
OG0001165,205,190,164,169
OG0001167,1,3,0,0
OG0001168,6,3,16,5
OG0001173,4832.554,4908.119,1814.832,3853.757
OG0001174,72,88,41,54
OG0001178,1418.018,1409,1183.526,1436.662
OG0001180,403.136,631,356,391
OG0001181,44,71,20,33
OG0001182,18,21,31,14.077
OG0001183,539,995.049,287,409
OG0001184,28,30,9,18
OG0001185,1921.998,1839,1347.207,1900.11
OG0001186,172,179,114,85
OG0001188,10,0,0,0
OG0001190,0,0,0,0
OG0001192,366,294,163,250
OG0001193,2568.647,5504.782,2119.501,2022
OG0001196,287,321.381,208.065,188.868
OG0001198,120,162,116,103
OG0001200,47620.516,122875.444,35913.053,34881.727
OG0001201,224,323,175,106
OG0001202,18,4,32,6
OG0001203,8152.34,7577.39,4434.164,4350.081
OG0001204,0,0,0,0
OG0001206,2,5,10,2
OG0001207,0,2,3,0
OG0001209,40,93,42,36
OG0001210,1137.809,1286.566,900.015,754.001
OG0001212,21,20,24,23
OG0001216,181,162,446,407
OG0001217,18,67,11,4
OG0001221,0,0,3,3
OG0001222,36,37,20,31
OG0001223,36,68,54,127
OG0001227,36,38,25,71
OG0001228,80,131,278,233
OG0001229,0,0,0,0
OG0001230,1936.05,1651.955,1327.99,1558
OG0001236,46,25,4,7
OG0001238,68,63,63,83
OG0001239,2410,3021.027,1619,1939.988
OG0001240,0,0,0,0
OG0001241,46,6,1,46
OG0001242,109,93,48,38
OG0001243,194,127,251,181
OG0001245,630.9,850.082,423,429
OG0001246,5,0,6,0
OG0001251,437,273,330,290
OG0001252,60,91,36,59
OG0001253,3858.616,4892.255,2613.564,2463.375
OG0001254,13,1,0,0
OG0001255,0,1,0,0
OG0001261,499,608,363,464
OG0001262,168,112,122,125
OG0001263,119,182,85,90
OG0001264,411,243,103,386
OG0001267,230,252,125.217,218
OG0001268,442,351,222,293
OG0001269,77,83,35,49
OG0001270,7327.216,9452.823,6376.666,6849.954
OG0001271,3298.803,2643.658,2829,2655.866
OG0001272,122,85,96,105
OG0001273,1392,1743.942,875,996
OG0001279,216,318,146,208
OG0001280,1376.028,1425,822,1039.128
OG0001281,11305.011,11658.958,14401.82,12351.861
OG0001284,123,228,101,150
OG0001286,73.968,67,85,59
OG0001287,8,20,30,56
OG0001288,2672.959,4663.568,1419,2909
OG0001289,783,405,229.997,202
OG0001290,3364.529,4434.973,2395.991,3054.698
OG0001293,507,548,451,253
OG0001294,13995.889,9919.968,7393.837,7440.105
OG0001296,7,9,3,1
OG0001300,6461.557,6314.119,2327.905,4881.169
OG0001301,4313,7186.921,2785,3764.794
OG0001302,1702.007,2888.998,1258.999,1520.692
OG0001303,668,595.241,487,564
OG0001304,2,3,3,0
OG0001306,29,19,18,10
OG0001307,763,1232,571,664
OG0001308,110,70,69,75.227
OG0001310,208,164,86,178
OG0001311,509,370,180,385
OG0001312,143,154.713,91,107
OG0001313,45,64,34,38
OG0001314,308,284,197.026,179
OG0001315,53,64,18,28
OG0001316,0,0,0,0
OG0001317,2785.936,3633.882,2174.582,2317.766
OG0001318,1225,1635,797,708
OG0001321,470,545,371,536
OG0001322,70,157.116,14,47
OG0001324,288,154,277,420.104
OG0001325,570,1184,555,624
OG0001327,635,693,324,269
OG0001328,764.503,1203,637.817,543.002
OG0001329,384,1369.982,127,280
OG0001330,49,13,4,5
OG0001331,309.011,145,183,161
OG0001332,8420.34,16455.162,6734.004,5593.721
OG0001333,1599.456,1551.025,1262.967,1614.05
OG0001334,407,639.038,350,346.693
OG0001335,73,74,93,175
OG0001336,512,604,309,352
OG0001337,478,621,335,364
OG0001338,296,343,181.001,267
OG0001339,405.79,234,513,318
OG0001340,180,207,211,184.066
OG0001341,8478.729,9915.744,7850.777,11029.004
OG0001342,240,260.226,112,154
OG0001343,2,0,2,0
OG0001344,461,415.972,281.139,338.133
OG0001345,1044,471,515,427
OG0001347,35,50,46,26
OG0001348,1126.671,611,664.006,1533
OG0001349,66,60,104,118
OG0001350,3120.786,4871.682,2563.771,3268.276
OG0001351,845.899,1148,548.998,705
OG0001352,542,714,456.015,429
OG0001354,20493.076,31814.127,18400.221,15342.335
OG0001355,2,122,2,6
OG0001357,0,1,1.048,4
OG0001360,139,382,133.094,108.001
OG0001364,8,17,19,6
OG0001366,365,216.371,763.579,503
OG0001367,1,0,0,0
OG0001368,8,2,6,10
OG0001370,991.996,931.42,730.519,567
OG0001371,23,22,16,30
OG0001374,1,4,4,61
OG0001375,182,162,86,87
OG0001376,700,870.995,461,598.776
OG0001377,93,95,23,40
OG0001378,606.038,939.813,673.51,732
OG0001381,542,924,368.988,563.778
OG0001382,220,340,134,187
OG0001387,274,476,253,430
OG0001388,200,87,33,956
OG0001391,314,33,0,0
OG0001393,227.396,415,194,199
OG0001394,40,142,91,29
OG0001395,0,0,0,0
OG0001397,39,117,24,96
OG0001399,15,13,0,2
OG0001400,57,72,80,102
OG0001401,512,624,403,362.001
OG0001402,9,10,24,17
OG0001404,4,6,3,13
OG0001405,974,1307,709.16,909
OG0001407,74,178,90,101
OG0001408,891,875,460,520
OG0001410,11988.202,14800.609,10579.038,9575.994
OG0001411,702,892,391,681
OG0001413,5,29,4,20
OG0001414,3,4,8.867,5
OG0001416,33,131,43,95.005
OG0001418,353,535.999,290,300
OG0001419,216.004,292.246,186,105
OG0001423,840,1076,677,592
OG0001426,2127.008,2683.929,1570.023,1557.772
OG0001429,693.861,839,351,542
OG0001430,467,617,353.004,357.009
OG0001431,6523.159,15536.441,8203.416,7290.542
OG0001432,0,0,0,0
OG0001433,31,26,40,29
OG0001434,3,0,0,0
OG0001435,997.17,975,667.007,635
OG0001436,191,147,204,105
OG0001437,7466.243,10495.82,5154.658,5656.472
OG0001439,34,24,28,14
OG0001442,1112,1699.134,758.308,822.016
OG0001443,16,16,15,2
OG0001445,41,102,58,28
OG0001446,167,124,104,539.01
OG0001447,5,14,4,50
OG0001449,215,159,31,158
OG0001450,6040.313,3568,3692,3433.026
OG0001454,710,627.913,635.897,704.004
OG0001455,52,70,61,51.963
OG0001456,12,28,12,15
OG0001458,18,154,26,22
OG0001459,292,299,174,281
OG0001460,116,212,150,109
OG0001461,6,0,0,0
OG0001462,199,170,116,115
OG0001463,1,0,1,3
OG0001464,5513.731,7177.104,3936.914,4293.371
OG0001467,0,0,0,0
OG0001468,57.627,140,78.002,52
OG0001469,2.718,0,0,0
OG0001470,120,141,64,103
OG0001471,317,494,129,272
OG0001472,535.373,640.01,306.117,515
OG0001476,1065,1763.879,720,912
OG0001478,612,418,322,448
OG0001479,206,327,101,242
OG0001484,980.163,1412.998,764,975
OG0001485,57,209,111,149
OG0001489,1466.002,1106,1122.997,755.008
OG0001491,133,37,216,145
OG0001493,185.981,207,237,93
OG0001494,18,16,31,43
OG0001496,246.725,279,370.03,233.918
OG0001497,692,1969.484,428,527.005
OG0001499,3163.965,1903.139,1408,1636
OG0001500,10,13,29,39
OG0001501,2068,2533.809,1387.993,1536.917
OG0001503,767,782.029,438,846.987
OG0001504,2906.919,1482,1473,1989
OG0001505,595,796.651,555,383
OG0001506,1.294,4.978,15.223,6.471
OG0001507,1,0,0,0
OG0001509,72,81,39,100
OG0001511,5.681,1.079,5.855,3.854
OG0001512,4356,7785.633,5553.119,4943.339
OG0001515,175,684.933,278,182.207
OG0001516,349,937,142,141
OG0001517,1802.008,2052.999,1449.997,1143.629
OG0001519,101,185,106,112
OG0001520,32,18,66,35
OG0001521,123,312.002,131,176
OG0001522,449,453,474,226
OG0001523,60,10,8,45
OG0001525,666.011,819,418.431,463
OG0001526,7,18,32,86
OG0001528,71,120,88,23
OG0001529,1731.921,2559.415,1370.006,1656.482
OG0001530,88,137,59,54.961
OG0001532,0,0,5,3
OG0001535,227,323,156,172
OG0001537,45,36,35,42
OG0001538,124,105,72,239.791
OG0001539,444.637,544,222,357
OG0001541,1214.985,1410.665,759.994,1267.999
OG0001542,2,0,0,0
OG0001543,31,34,11,26
OG0001545,59,27,190,28
OG0001547,286.024,175.978,177.693,195
OG0001549,549,275,442,460
OG0001550,97.24,125.015,364.278,199.124
OG0001552,5,1,1,6
OG0001553,80,83,102,93
OG0001554,362,675.836,244,426
OG0001555,7,32,0,28
OG0001556,10,23,20,17
OG0001559,623.002,768,354,362
OG0001561,6,0,1,0
OG0001562,4290.639,5030.835,2826.653,2468.911
OG0001563,330.997,1563.967,593,380
OG0001564,570,551.112,234,294
OG0001565,10102.315,12401.15,7799.519,8094.978
OG0001566,141,178,78,95
OG0001567,314,432,283,243
OG0001571,400,668.82,381,503.04
OG0001572,436.313,903,453,453.298
OG0001573,82,50,45,40
OG0001574,1337.045,1716.027,1095.586,954
OG0001575,377,604,385,412
OG0001576,749.818,788,406.087,343
OG0001578,363,406,292,454
OG0001579,578,631,706.901,374.661
OG0001581,168,169,97,102
OG0001582,181,230,125,78
OG0001583,96,183,152,143
OG0001584,2,0,1,0
OG0001585,91,91,57,38
OG0001586,500,558,306,465
OG0001587,221,306,175,124
OG0001588,719,801,584.003,606
OG0001589,973,1072,1090.92,801
OG0001590,196,207,95,114
OG0001591,26,33,15,21
OG0001592,929.102,1018,494,679
OG0001593,4,9,2,9
OG0001595,2098.799,1982.815,1356,1822.504
OG0001596,91,85,48,49
OG0001597,281,297.521,158,179
OG0001598,125,156.998,118,45
OG0001599,150,277.002,154,197
OG0001600,3,1,0,0
OG0001602,68,64,94,250.008
OG0001603,67,191,52,66
OG0001604,920,647.548,758,929.032
OG0001605,2592.9,3066.166,1572.052,1799.021
OG0001606,219,110,202.919,419
OG0001607,649.099,725,374,354
OG0001609,246,274,141,225
OG0001610,748,532.934,303.059,409
OG0001611,312,512.351,353,320
OG0001612,371,233,182,93
OG0001613,942,1273.997,660,779.993
OG0001614,1120.662,930.352,705.253,924.141
OG0001616,1397,1283,916,886
OG0001618,2730,3333.871,1968.436,1920.056
OG0001619,285,343,191,194
OG0001620,152,212,192,147
OG0001622,5106.003,7663.182,5034.935,5350
OG0001623,416.204,754.019,339,353
OG0001624,175,166,100,114
OG0001625,181,243,399,196
OG0001626,4869.6,7989.347,4147.218,5229
OG0001627,352.954,392,274,397
OG0001628,607,722,410,405
OG0001629,62,58,26,8
OG0001630,3053.844,4814.964,2309.997,2859.746
OG0001632,470,521,268,391
OG0001635,167,387,199.295,343
OG0001636,74,98,173.998,169
OG0001637,97,134,56,64
OG0001638,362,328,299,289
OG0001639,418,553,393.982,329.81
OG0001641,708.999,1299.414,863.081,1137
OG0001642,231.993,363,168,235
OG0001643,15831.329,11827.844,10778.038,15312.136
OG0001644,138,50,17,54
OG0001645,965.944,1838.692,816,547
OG0001646,787.01,1122,622,709
OG0001647,2238,1758.088,1155.599,2995.085
OG0001648,475,924,528,315
OG0001649,5.387,2.677,10.288,10.037
OG0001650,308,383,269,219
OG0001651,59,82,167.998,75
OG0001652,108,144,68,53
OG0001653,0,0,0,0
OG0001655,11,15.731,47.145,33.91
OG0001656,0,0,0,0
OG0001657,1,1,15,8
OG0001658,42,76,7,6
OG0001660,8238.822,8773.967,6212.16,8164.703
OG0001667,0,0,0,0
OG0001668,34,114,59,83
OG0001670,138,161,136,123
OG0001671,2,2,1,0
OG0001675,223,353,160,157
OG0001676,318,404,122,1061.813
OG0001677,158,152,162.993,104
OG0001681,69.938,102,129,77
OG0001683,102,214,37,52
OG0001684,1139.829,1448.007,779,806
OG0001686,132.001,17.738,90,12
OG0001687,81,198,74,97
OG0001689,6,9,5,37
OG0001690,1502,789,641,543
OG0001691,140,171,95,161
OG0001692,30,47,36,84
OG0001698,212,300,181,178
OG0001699,353,336.003,164,178
OG0001702,7,13,21,10
OG0001705,282,506,81,536.811
OG0001706,86,104,85,55
OG0001707,2019.997,2149.996,1175.408,1154.511
OG0001708,634,680,443,353
OG0001709,275.357,393,168,234
OG0001712,9,180,25,13
OG0001714,372,887,306,343
OG0001717,239,302,121,180
OG0001718,10644.197,14710.884,10424.325,9063.107
OG0001722,1919.948,2679.34,1120,2020.015
OG0001723,5,29,9,13
OG0001724,4,10,7,6
OG0001725,14,34,67,26
OG0001726,199,214,114,100.062
OG0001728,9,14,8,4
OG0001729,5.07,0,0,0
OG0001731,119,155,78,93
OG0001732,362.754,825.873,345.54,369.343
OG0001733,35,5,16,6
OG0001734,0,0,0,0
OG0001736,4.176,0,0,0
OG0001737,155.002,62,36,20
OG0001738,122,147,70,101
OG0001739,649.47,1131.692,454.108,497
OG0001740,0,3,4,0
OG0001742,1617,1663.996,1241.974,1196
OG0001743,214,196,143,125
OG0001746,4,9,6,3
OG0001749,148,203,110,111.292
OG0001750,851.978,845.003,600,504
OG0001751,11,6,10,11
OG0001752,1066.941,1360,895,851
OG0001753,6505.476,8940.268,5416.984,6532
OG0001754,186,141,116,438
OG0001755,136,238,108,88
OG0001756,905,855,583,569
OG0001757,14.01,15.303,49.874,28.888
OG0001758,190,292,126,134
OG0001759,237.054,253,166,212.021
OG0001760,44,31,34,24
OG0001761,2472,3111.615,1766.028,1812.895
OG0001762,199,191.159,102,81
OG0001764,9271.956,9897.695,4847.82,5519.759
OG0001765,0,0,0,0
OG0001766,146,219,103,136
OG0001767,213,496,169,140
OG0001768,750,1157,543,499
OG0001769,10169.424,14439.791,10953.714,9442.671
OG0001771,592,809.997,443,440
OG0001772,1,4,3,2
OG0001773,3560.028,3411,1967.002,2855
OG0001774,193.514,154,100,117
OG0001775,9,14,4,0
OG0001777,263,424.085,231,122
OG0001779,38,153,32,47
OG0001781,7.887,0,0,0
OG0001782,662.125,713.979,339,358
OG0001784,409,488,234,230
OG0001785,492.018,538,449,161
OG0001787,17,21,23,7
OG0001788,83,92,74,122
OG0001790,121,140.995,344.872,265.75
OG0001791,60,54,51,58
OG0001793,375.309,460,259,415
OG0001794,6656.848,8272.403,5087.823,4574.066
OG0001796,0,0,0,0
OG0001797,12.715,2.998,20.833,1.25
OG0001799,7,31,13,12
OG0001802,1079.336,930.365,542.056,760
OG0001803,23,4,11,13
OG0001807,253,293,132,146
OG0001810,244.61,791,718,557
OG0001811,243,257,176,226.482
OG0001812,13099.764,15475.899,8433.308,10428.219
OG0001813,512,402,148,143
OG0001814,1570,1200.999,1477,1091
OG0001815,1537.979,3239.08,1229.983,932
OG0001816,454.25,721,342.291,397
OG0001820,32,22,20,6
OG0001823,199.774,227,253.994,165
OG0001833,32,11,1,3
OG0001835,12.213,28.4,46.16,28.001
OG0001836,19,26,40,13
OG0001839,53,53.246,22,41.001
OG0001840,1686.014,1639,3986.365,4193.717
OG0001842,2,0,1,0
OG0001845,0,0,1,0
OG0001848,1325,1669.94,973.725,1261
OG0001849,683,876,380,597
OG0001852,9,2,1,3
OG0001856,36,27,34,21
OG0001859,749.957,578,640,544
OG0001863,26,13,17,12
OG0001864,183.099,145,151.994,123
OG0001866,519,546,252,220
OG0001868,30,60,15,14
OG0001871,7070.874,7707.372,4256.009,6701.96
OG0001872,1138,1635.906,812.003,796
OG0001874,1516.727,1854,1037.451,1057
OG0001875,3596.139,3928.707,2269,3072.052
OG0001876,3,5,6,12.724
OG0001877,812,956,663,939
OG0001879,68.989,47,5,18
OG0001881,1448,1431,1005,1248
OG0001882,750.06,2131.957,150,238
OG0001883,431,524.992,233,402
OG0001885,36,49,32,39
OG0001886,46,71,155,112
OG0001887,160,278,174,113
OG0001888,5.243,5.239,15.026,10.524
OG0001889,78,77,51,51
OG0001890,516,494,361,313
OG0001891,1175,1531.934,567.735,735
OG0001892,72,99,83,42
OG0001893,244,218,89,101
OG0001894,226.546,104.999,181.193,363.628
OG0001895,125,216,130,123
OG0001898,12,158,21,15
OG0001899,0,0,0,0
OG0001900,159,196,104,134
OG0001901,155,100,72,36
OG0001903,5.87,0,1,0
OG0001905,47,56,32,80
OG0001907,3733.88,4949.327,2359.841,3191.897
OG0001909,7.066,18.919,14.775,1.141
OG0001910,385.877,502.997,337,491
OG0001911,99,88,51,76.843
OG0001913,132,214,320,61
OG0001915,49.722,39.777,156.182,102.076
OG0001916,155,96,170.995,118
OG0001918,391,378,721,485
OG0001919,7,18,8,20
OG0001920,870.979,644.002,358.01,381
OG0001921,1,0,0,0
OG0001922,494,185,199,153
OG0001923,1530.401,844.957,610.256,1516
OG0001924,1,0,0,0
OG0001925,317.002,280,180,204
OG0001926,127,170,112,89
OG0001929,76,71,41.006,34
OG0001930,714.002,1094.746,387,464
OG0001931,181,195,129,126
OG0001932,320,389,211,297
OG0001933,482,566.829,340,309
OG0001934,2,9,2,7
OG0001935,107,126,93,104
OG0001936,501,644.206,807.977,728
OG0001938,93,84,80,44
OG0001940,2016.007,2743.815,1539.996,1886.828
OG0001941,249,200,80,323
OG0001942,283.541,664,260.294,431
OG0001944,15,16,333,232
OG0001945,207,209,72,106
OG0001946,393,594,248.327,272
OG0001947,186,200,107,92
OG0001948,107,118,74,86
OG0001949,767.211,800,537.806,515
OG0001950,696,700.997,577,540
OG0001951,162.996,204,89,116
OG0001952,2,3,10,7
OG0001953,111,104,59,85
OG0001955,113,337,19,110
OG0001956,333.97,715,332,676.249
OG0001957,0,0,0,0
OG0001959,227,282.174,236,220.045
OG0001960,17,11,9,18
OG0001961,757,512,908,1327
OG0001962,884,1359.87,551,673.996
OG0001963,1723.822,3191.125,1339.769,2658
OG0001964,372.034,581.5,245,289
OG0001965,6296.861,6677.484,3952.028,5527.033
OG0001966,2649,2206.605,2458.019,2686
OG0001967,854,1198.128,719.313,660
OG0001968,9,15,6,6
OG0001969,516,362,253,333
OG0001970,815,748,587,535
OG0001971,1767.663,1985,890.553,1008.898
OG0001974,77,101,36,68.815
OG0001975,2,0,2,0
OG0001976,778.27,1476.007,654,691
OG0001978,181,224,120,145
OG0001979,170,245,172,185
OG0001980,235,141.154,243,116
OG0001981,4,3,10,16.069
OG0001982,921.997,867.005,533.366,531
OG0001983,116.114,145,92,87
OG0001985,167.105,249,205,307
OG0001988,293,496,228,225
OG0001989,191,135,179,177
OG0001991,360,508,260,296
OG0001992,1447.682,2145.646,1309.196,1249.715
OG0001993,2119.016,2810.916,1421,2047.122
OG0001994,122,156,94.486,92
OG0001995,478,1267,432.219,420
OG0001996,311,626,248,264.998
OG0001997,738,1226,427,510
OG0001998,57,57,17,40.352
OG0001999,54,282,90,101
OG0002000,450,297,441.001,318
OG0002001,447,469,351,393
OG0002002,2,2,0,0
OG0002003,1082,1014,702,864
OG0002004,278.003,190,165,150
OG0002005,848.001,640.917,1020.001,591.006
OG0002006,421,394,248,332
OG0002007,554,693,574,566.945
OG0002008,6032.006,12626.998,2917.001,9766.765
OG0002009,562,1017,525,454.939
OG0002010,360,531,235,342
OG0002011,387,570,287,352
OG0002012,363,499,442.92,567.762
OG0002013,218,298,183,108
OG0002014,163.002,123,189,111
OG0002015,100,305,62,71
OG0002016,878.999,829,522,481.647
OG0002017,3689.585,9580.963,2565.936,3849.525
OG0002018,527,499.55,461,512
OG0002019,762,925,464.99,559
OG0002020,1733.212,2634.999,1374.007,1488.698
OG0002021,3,227,23,57
OG0002023,204,219,154,76
OG0002024,232,230,151.768,119
OG0002025,516,513,279,304
OG0002026,742,754,468,724
OG0002027,2120.755,2385.228,1397,1664
OG0002028,80,105,52,44
OG0002030,671,865,876.785,410
OG0002031,656,2683.174,2018.92,1361
OG0002032,7458.351,11658.131,6580.551,6021.877
OG0002033,12,49,40,2
OG0002034,1143.021,481,283,327
OG0002035,584.84,762,401,342
OG0002036,327.003,439,155,377
OG0002037,6743.054,7262.175,5085.011,6740.634
OG0002038,151.142,85,28,103
OG0002039,142,224,81,106
OG0002040,25,22,11,20
OG0002042,1,1,0,0
OG0002044,0,1,0,0
OG0002051,54,26,30,52.005
OG0002052,46,15,30,3
OG0002055,289.301,138,344,204
OG0002062,8.996,0,0,0
OG0002066,156,244,111,100
OG0002068,0,0,1,0
OG0002070,13.63,38.715,91.997,46.186
OG0002072,107,298,150,101
OG0002073,175,97,143.005,88
OG0002074,353.241,1090,282.107,440
OG0002078,41,69,65,67
OG0002079,0,0,0,0
OG0002080,1314.611,1046.636,752.604,879.578
OG0002081,2,0,0,0
OG0002082,1140.001,1215.908,1535,910
OG0002083,247,186,152.002,126
OG0002088,5,16,32,23
OG0002089,4,4,10,10
OG0002092,105,165,15,48
OG0002093,38.554,108,115,77
OG0002094,0,4,0,0
OG0002096,221,264.186,120,166
OG0002097,2,0,0,0
OG0002099,0,0,0,0
OG0002105,118,172,113,112
OG0002107,10,28,5,5
OG0002108,1,0,1,0
OG0002110,1814.998,2402.445,1214.948,1382.999
OG0002111,2,0,0,0
OG0002112,2,10.469,22.404,11.779
OG0002114,991.251,1544,687,890.31
OG0002115,12,2,2,0
OG0002116,658.036,779,532.048,477.078
OG0002118,1372,1238,695.682,818.543
OG0002119,1078.931,2368.066,857,557
OG0002123,73,213,66,136
OG0002124,6,0,0,0
OG0002125,44,95,45,43
OG0002126,849.889,1107.028,812.187,620.004
OG0002127,360,360,152,192
OG0002131,289,315,168,250
OG0002135,751,1095,570,625.543
OG0002136,49,73,17,32
OG0002137,18363.929,27167.756,15521.462,19149.391
OG0002140,196,216,110,175
OG0002145,2149,3029.09,1476.999,2132.002
OG0002147,3,2,2,1
OG0002149,245,334,152.934,228
