OG,Change
OG0000064,+10*
OG0000001,+11*
OG0000158,+11*
OG0000312,+4*
OG0000472,+4*
OG0000659,+4*
OG0001051,+4*
OG0000087,+5*
OG0000169,+5*
OG0000195,+5*
OG0000434,+5*
OG0000591,+5*
OG0000613,+5*
OG0000771,+5*
OG0000023,+6*
OG0000062,+6*
OG0000127,+6*
OG0000146,+7*
OG0000016,+8*
OG0000190,+8*
OG0000418,+8*
OG0000586,+8*
