"","abundance.sample1","abundance.sample2","abundance.sample3","abundance.sample4","counts.sample1","counts.sample2","counts.sample3","counts.sample4","length.sample1","length.sample2","length.sample3","length.sample4","countsFromAbundance"
"OG0000039",13.053837,13.089337,30.741134,16.000243,208.892,257,669.635,358.676,2462.06852649148,2611.30693855984,2302.55764829271,2484.97947190183,"no"
"OG0000040",28.805814,41.738801,18.089512,18.29995,814.41,1437.795,584,748.009,4349.90312464456,4581.41123250004,3412.5449749959,4531.10563182686,"no"
"OG0000041",58.270576,72.672343,27.955734,29.008705,648,1032,459,449,1710.97032812101,1888.65694217967,1735.5378809387,1715.79489212928,"no"
"OG0000043",2.192358,1.552943,0.950671,3.465064,19,10,12,40.988,1333.395,856.420396035141,1334.269,1311.277,"no"
"OG0000044",561.739791,720.654412,257.025908,437.23816,7192.291,10305.287,4931.999,7626.077,1969.92122605294,1901.84634894181,2028.32922104589,1933.43932164869,"no"
"OG0000045",81.608222,137.585098,42.838018,44.108521,480,985.787,372,372,904.948846204369,952.914880097203,917.922058715275,934.905667621841,"no"
"OG0000046",2.144869,0.817295,2.798123,2.61523,21.302,10,38.683,33.849,1528.02712158878,1627.284,1461.30976983035,1434.76367459459,"no"
"OG0000047",2812.874828,3703.78695,1582.855277,2129.761637,8400.881,13063.118,6890.016,8406.078,459.506112883981,469.076149712862,460.120694000974,437.531598792447,"no"
"OG0000050",1006.750571,1175.099947,479.760039,763.2119,16793.338,22869.58,11711.073,17597.958,2566.4451107987,2588.36660082454,2580.269,2556.02175648831,"no"
"OG0000051",54.089004,73.162866,21.349115,24.279277,453.995,715.847,261,278,1291.395,1301.284,1292.269,1269.277,"no"
"OG0000052",29.395201,27.589042,18.742672,28.802479,386,395,243,391,2020.35509645843,1904.15760220337,1370.46230098035,1504.85397842884,"no"
"OG0000053",159.973927,176.593268,134.766253,152.95227,513.575,646.435,622.168,627,493.937019516524,486.8477297087,487.998524668019,454.421458724869,"no"
"OG0000054",0.125865,0,0,0,1,0,0,0,1222.395,1222.395,1222.395,1222.395,"no"
"OG0000055",0.375996,0,0.129023,0,2,0,1,0,818.395,818.831883389381,819.269,818.831883389381,"no"
"OG0000056",172.940267,162.419788,93.543594,231.03018,2915.618,3381.151,2395.732,5262.354,2593.88827488563,2768.64944897938,2707.17623080407,2524.98462507955,"no"
"OG0000058",0,0,0,0,0,0,0,0,615.760166666667,615.760166666667,615.760166666667,615.760166666667,"no"
"OG0000059",4.76278,0.163934,0,0,41.286,1,0,0,1333.71265460508,811.284,1040.20177719452,1040.20177719452,"no"
"OG0000061",499.48553,532.960815,225.311447,337.884043,9900.193,11719.094,6119.067,8603.261,3049.56287057371,2924.42961951801,2870.74280734455,2822.55730978071,"no"
"OG0000062",123.889802,117.64342,75.759502,86.537866,2329.102,2743.9,2008.808,2235.981,2892.47689707979,3102.00823277052,2802.80970339586,2864.24004661592,"no"
"OG0000063",17.268478,21.459433,8.248436,16.286388,208.063,349,137.051,248,1853.77600893663,2162.9653151121,1756.32220177207,1688.00730636019,"no"
"OG0000064",103.8161,58.947625,19.885507,33.206196,1397,1238,537,829,2070.37283840945,2793.16590918077,2854.49967782602,2767.46901219778,"no"
"OG0000065",223.559211,187.828088,98.825808,155.301787,9690.443,8954.045,5751.357,10934.972,6669.11041998486,6340.17416882129,6151.6606255795,7805.28248635058,"no"
"OG0000066",732.221531,521.077722,218.312627,79.839422,3715.943,3151,1605,468,780.806192134041,804.244796101582,777.120604899899,649.794368781402,"no"
"OG0000067",19.477285,8.348409,8.531246,11.553048,632.005,314,403,518,4992.395,5002.284,4993.269,4970.277,"no"
"OG0000069",18.807781,10.9611,8.68236,7.371548,113,77,76,60,924.395,934.284,925.269,902.277,"no"
"OG0000070",25.139713,25.197745,5.232179,4.389595,276,238,90,47,1689.13960826184,1256.19668524227,1818.24432538547,1186.91805002853,"no"
"OG0000071",1373.653203,1879.658791,755.152967,870.714423,23580.517,37484.925,18883.563,20581.43,2641.14991778858,2652.284,2643.269,2620.277,"no"
"OG0000072",45.116747,49.538185,19.45597,27.83839,872,942,541,697,2973.68901654335,2529.02552329158,2939.25155779588,2775.4668487664,"no"
"OG0000073",10.847496,3.833271,2.479832,2.949544,36,15,12,13,510.611,520.432,511.507,488.58,"no"
"OG0000074",0,0,0,0,0,0,0,0,590.737375,590.737375,590.737375,590.737375,"no"
"OG0000075",70.628063,71.662843,39.358885,54.655219,983.062,1141.945,784,1010,2141.51216761934,2119.30471819841,2105.55028378129,2048.5054259441,"no"
"OG0000076",12.121427,11.911985,6.594342,5.730904,38,40,31,19,482.332979553975,446.599793050864,496.915807150433,367.517539950416,"no"
"OG0000077",42.493222,31.610862,15.950627,22.050545,534.999,509,362,471,1937.09024264364,2141.52836429478,2398.96083794468,2367.82160250302,"no"
"OG0000078",285.15951,255.488388,142.078016,165.272386,1993.001,2066.949,1312,1583.134,1075.31704009443,1075.97218647118,976.111240277785,1061.85420117778,"no"
"OG0000079",69.797602,102.76786,39.613875,48.246496,1254,2226.014,998,1226.206,2764.22871999299,2880.79849381764,2663.02720463103,2817.37789510125,"no"
"OG0000080",14.800723,14.932046,11.723234,9.199446,133,169,154,110,1382.56481935112,1505.25407169721,1388.56300826018,1325.49605044282,"no"
"OG0000081",10.962837,5.141553,0.57813,21.536473,24,12,2,46,336.825634936376,310.405911378527,365.676,236.772211161967,"no"
"OG0000082",2.290598,0.216483,3.666574,3.425817,9,1,21,18,604.52,614.353,605.412,582.446,"no"
"OG0000083",11.073275,32.862037,17.765635,13.611744,306,635,604,420,4251.69585343225,2569.93218366862,3593.75572973023,3420.44718761563,"no"
"OG0000086",66.479196,38.753856,16.27911,17.042105,619,768,434,548,1432.5892513108,2635.65579150562,2818.0682315473,3564.55009985052,"no"
"OG0000087",66.453189,42.551523,33.705778,33.675597,1067.003,1218,1267,959,2470.39559181834,3806.92787728467,3973.42138384306,3156.8265166878,"no"
"OG0000088",37.813696,35.874619,17.523776,23.732624,543,602,369,472,2209.36523745047,2231.78105347393,2225.82498445221,2204.67024787685,"no"
"OG0000089",16.357199,19.773905,13.673687,10.860868,125,193,169,119,1175.75772799518,1298.09718313201,1306.45158162557,1214.59035543347,"no"
"OG0000090",37.066228,58.124019,16.32553,27.309856,508,945,415,764,2108.63876486253,2162.3130714654,2687.03408060137,3101.13975312246,"no"
"OG0000091",282.112785,199.817419,121.92668,132.597004,2383.22,2108,1490.187,1519.024,1299.74521811141,1403.07095870547,1291.91577855206,1269.92543006941,"no"
"OG0000093",113.842721,106.597881,48.233376,59.249533,2469.34,2745.191,1391,1433,3337.27740476965,3425.04609579626,3048.39839635409,2681.07304100846,"no"
"OG0000094",10.452753,10.518309,5.772101,5.778908,215.914,296,202,208,3178.09021899972,3742.72768120389,3699.21757851586,3989.92688056567,"no"
"OG0000096",3.380663,1.56332,1.053846,1.853002,11,6,5,8,500.619,510.441,501.517,478.593,"no"
"OG0000097",35.616383,99.509331,22.091183,20.979247,813.479,2693.293,702.981,664.984,3514.09374532178,3599.66555449965,3363.69712904135,3513.73134919566,"no"
"OG0000099",29.882491,22.800954,28.32873,21.686025,461,418,669,567,2373.56409217649,2438.17935408317,2496.26888683241,2898.34778963784,"no"
"OG0000100",6693.203275,6151.332849,2882.714438,3601.470816,89458.94,95568.958,56104.845,66091.042,2056.395,2066.284,2057.269,2034.277,"no"
"OG0000101",4398.066264,5068.339619,2413.639103,2611.224909,17080.484,23145.491,13664.198,13555.165,597.524,607.356,598.417,575.45,"no"
"OG0000102",35.697293,44.386496,23.312226,21.738871,685,1059.651,712,717,2952.37909888005,3175.07919249357,3228.40807914482,3656.19699139058,"no"
"OG0000103",46.583441,56.520872,28.378131,21.678126,679.643,954,590,426,2244.74016829704,2244.82271964325,2197.66030931491,2178.38809788734,"no"
"OG0000104",297.567561,222.553741,106.936408,204.705588,2476.45,2521.698,1598.843,2332.575,1280.44450007595,1506.95554008922,1580.4209232162,1263.14482619403,"no"
"OG0000107",75.463367,73.747427,48.434298,53.434886,1069.511,1310,992,1102,2180.54978068687,2362.4729116368,2164.96580792336,2286.14669381291,"no"
"OG0000108",153.142856,44.380788,19.050936,64.025588,1396,538.047,318,876,1402.50835444846,1612.37936441748,1764.42466315272,1516.69375303707,"no"
"OG0000109",7835.259625,8918.424172,4018.012478,5296.067537,42485.79,56615.373,31750.124,38807.023,834.270706479132,844.284,835.269,812.277,"no"
"OG0000110",25.053,7.269826,1.872451,4.913187,55,19,6,14,337.769,347.594,338.714,315.873,"no"
"OG0000112",42.772324,41.565104,18.524238,33.549475,237,304,165,223,852.515610848828,972.718336219777,941.53381160634,736.828790651955,"no"
"OG0000113",43.845955,39.062077,54.604518,10.571022,244,267,451,77,856.203543961079,909.071914739096,873.0521677333,807.460105309496,"no"
"OG0000115",0,0,0,0,0,0,0,0,498.1365,498.1365,498.1365,498.1365,"no"
"OG0000117",35.36217,64.086396,34.911537,67.037153,446,756,673.08,925,1940.4960566942,1568.91102734914,2037.93398493034,1529.58471172517,"no"
"OG0000118",134.294472,173.955689,33.942397,44.010521,4075.469,6059.301,1255,1660.536,4669.13347238477,4632.61635449402,3908.3513341675,4182.53082205768,"no"
"OG0000119",0.537713,0.153172,0,0,3,1,0,0,858.395,868.284,863.325340865192,863.325340865192,"no"
"OG0000121",0,0,0,0,0,0,0,0,292.0845,292.0845,292.0845,292.0845,"no"
"OG0000122",0.699624,0,0,0,7,0,0,0,1539.395,1539.395,1539.395,1539.395,"no"
"OG0000125",23.430019,26.065053,6.883635,9.338583,63,83,27,33,413.699,423.508,414.609,391.724,"no"
"OG0000126",27.462279,33.990094,19.141409,15.103702,257,367.915,247,180,1439.83696565041,1439.58501352471,1364.00306712118,1321.10243683661,"no"
"OG0000127",61.431836,60.916428,25.399974,36.078633,1072.298,1183.999,604,797,2685.58564375514,2584.99335580793,2513.59917717924,2448.81318389588,"no"
"OG0000128",142.684588,93.39106,37.657116,68.681412,2479,1816.031,966,1651.913,2673.10672235023,2586.19026958992,2711.58003301243,2666.21647363476,"no"
"OG0000129",22.756604,19.228107,7.132236,27.748035,241,237,110,402.324,1629.395,1639.284,1630.269,1607.277,"no"
"OG0000130",0.19695,0.084589,0,0,2,1,0,0,1562.395,1572.284,1567.33170075131,1567.33170075131,"no"
"OG0000133",0,0,0,0,0,0,0,0,1147.55625,1147.55625,1147.55625,1147.55625,"no"
"OG0000134",1.28667,1.722216,0.932712,1.040738,18,28,19,20,2152.395,2162.284,2153.269,2130.277,"no"
"OG0000135",20.091901,18.100902,6.525269,8.42823,89,98,53,51,681.531037793935,720.059028312456,858.558052322747,670.781703722609,"no"
"OG0000136",120.570801,137.657226,49.946008,55.740795,1968.871,2648.381,1230.052,1288.339,2512.41802397585,2558.72675956207,2603.24578807483,2562.14840614643,"no"
"OG0000137",8.87869,15.105227,7.801918,4.697255,50,96,62,32,866.439099900098,845.25266829277,840.006609371952,755.185111561965,"no"
"OG0000138",97.857862,87.802849,28.348049,54.925214,2624,2506.818,1180,2150,4125.57950852728,3797.14035700728,4399.98508229547,4339.24429471095,"no"
"OG0000139",195.341859,114.265095,85.553802,100.551442,2357.691,1682.544,1500.98,1648.003,1856.98485854106,1958.37166762844,1854.50473154076,1816.84198212061,"no"
"OG0000140",262.38889,281.50051,108.97635,138.441726,2461.58,3076.007,1488.977,1775,1443.395,1453.284,1444.269,1421.277,"no"
"OG0000142",34.40196,41.339632,17.243759,17.811063,1226,1608,820.003,822,5483.074463205,5173.23098508685,5026.6188956927,5115.98652671382,"no"
"OG0000143",17.284455,7.907966,7.429377,15.183817,82,51,46,104,729.919463567524,857.724529720791,654.482240674689,759.276057659415,"no"
"OG0000144",52.709044,42.106357,20.568691,29.575582,674,626,383,519,1967.395,1977.284,1968.269,1945.277,"no"
"OG0000145",3474.832743,3267.455034,1642.902759,1947.814559,19725.495,21700.396,13588.287,14957.918,873.395,883.284,874.269,851.277,"no"
"OG0000146",99.219705,106.461787,53.620806,50.527164,2386,2744.317,1741.162,1730,3699.89472402375,3428.3316721495,3432.40200892926,3795.49638113507,"no"
"OG0000148",12.070403,11.343807,6.077363,9.095443,105,115,77,108,1338.395,1348.284,1339.269,1316.277,"no"
"OG0000149",16.115063,15.548929,7.405438,8.829104,358,321,132,167,3417.96707464842,2745.66132723302,1884.15049178334,2096.752935101,"no"
"OG0000152",4.180236,5.891561,1.194197,4.490329,12,20,5,17,441.669,451.484,442.574,419.68,"no"
"OG0000154",56.585034,76.761199,37.383195,64.911157,473,804,475.998,751.045,1286.10480500851,1393.01778291811,1345.92454178943,1282.60783823063,"no"
"OG0000155",27.977233,11.008992,0.74226,0.297918,207.005,95.051,8,3,1138.395,1148.284,1139.269,1116.277,"no"
"OG0000157",2.823347,0.763413,0.204009,2.29741,19,6,2,21,1035.395,1045.284,1036.269,1013.277,"no"
"OG0000158",70.685607,48.693914,20.444646,15.920287,663,556.003,441.694,348,1443.10982177977,1518.60497103749,2283.67731935999,2423.1247171127,"no"
"OG0000159",0.42461,1.091385,1.854481,1.631017,4,11.975,25.444,21,1449.395,1459.284,1450.269,1427.277,"no"
"OG0000160",45.558337,59.872346,35.193563,55.430723,843.028,1177,878.738,1410.934,2847.02283276538,2614.52383912352,2639.29749454924,2821.65266152745,"no"
"OG0000162",19.111941,34.985965,5.542521,18.041912,278.332,555.412,116,326,2240.65535822317,2111.36563233457,2212.2949078856,2003.00678545733,"no"
"OG0000163",420.079195,336.080063,602.134128,617.008173,4596.216,4278.881,9594.28,9246.675,1683.395,1693.284,1684.269,1661.277,"no"
"OG0000164",95.057947,19.829615,32.286582,47.550386,457,176,313,430,739.681064700377,1180.43140331015,1024.7419938135,1002.44806992822,"no"
"OG0000165",56.003748,57.074525,26.730275,28.974184,1261.28,1486.002,886,880.09,3465.06460757698,3462.73785399178,3503.66579344863,3367.15708759798,"no"
"OG0000166",4341.314912,4378.278974,2302.200375,2394.380267,13561.531,16145.722,10487.749,9905.998,480.622340390908,490.451553606032,481.539,458.62,"no"
"OG0000169",6.505549,7.473811,5.160527,7.079469,107,160,118,80,2530.56062861366,2847.21475072115,2417.02038538215,1252.66993419549,"no"
"OG0000170",176.17685,170.167096,73.815447,80.719068,5249.452,6308.492,3324.33,3515.362,4584.39461395041,4930.51544357473,4760.46278907236,4827.71074445305,"no"
"OG0000171",4159.821784,4462.587221,2248.412022,2460.54954,21126.555,26550.75,16639.483,16853.303,781.395,791.284,782.269,759.277,"no"
"OG0000174",100.169284,99.268378,50.799694,50.763613,1612,1910.519,1228,1152.765,2475.98090011457,2559.66336748528,2555.22783774418,2517.30470707042,"no"
"OG0000175",1.456,0.307509,0,0.276639,4,1,0,1,422.684,432.499,418.419398424706,400.714,"no"
"OG0000176",23.445638,25.740052,13.826239,15.33218,465,551,382,350.974,3051.46052835696,2846.98113934339,2920.4626455888,2537.56863517615,"no"
"OG0000178",0.099623,0,0.068405,0,1,0,1,0,1544.395,1544.83193819101,1545.269,1544.83193819101,"no"
"OG0000179",173.91081,70.88619,130.838161,67.333053,1185,597.008,1213,725,1048.35531448534,1120.10993349988,979.983163866917,1193.59522042883,"no"
"OG0000180",24.654151,30.150456,10.944015,16.339857,783,1109.987,506,717,4886.395,4896.284,4887.269,4864.277,"no"
"OG0000182",4664.190477,4834.133375,2257.22945,2544.208112,13388.9,16410.958,9450.822,9632.153,441.656987283421,451.500288344039,442.574,419.68,"no"
"OG0000183",73.281832,63.933768,62.877935,71.947815,636,685.946,808,884.871,1335.29613373683,1426.92722528276,1358.33031659696,1363.35761753071,"no"
"OG0000185",16.111092,13.545246,9.88909,6.901942,189,190,104,90,1804.90216941217,1865.55960202347,1111.65331566706,1445.50149571367,"no"
"OG0000188",5.331865,13.625142,2.236529,3.0689,39,89,14,18,1125.38839205925,868.743233457971,661.677076648235,650.185089329076,"no"
"OG0000189",32.729392,32.80175,27.157366,14.852673,457,497,393,316,2148.3008081536,2015.1239181405,1529.66844991838,2358.46718085687,"no"
"OG0000190",138.554806,154.487974,80.419173,104.979858,6976.492,8302.753,6051.136,7016.801,7746.97840125712,7147.75876720097,7953.70999233649,7409.35885407338,"no"
"OG0000191",143.354331,150.295052,53.434634,119.001098,3203.002,3714.071,1520,3595.045,3437.66284358542,3286.60759783208,3006.8593279884,3348.88903829397,"no"
"OG0000192",7.555647,6.45394,3.279557,2.635929,125,124,79,60,2545.395,2555.284,2546.269,2523.277,"no"
"OG0000193",7.36084,13.913007,6.821532,18.759191,82,217,121,356,1713.97016958662,2074.34580893915,1874.97629821893,2103.69746969797,"no"
"OG0000194",104.631608,106.313838,46.226265,63.817882,2475.68,2917.924,1592.389,2083.036,3640.395,3650.284,3641.269,3618.277,"no"
"OG0000195",90.848562,112.37231,48.491401,81.2498,1394.619,1560,1476.494,1984.103,2361.86158116726,1846.32319040326,3218.54070079081,2707.00601057164,"no"
"OG0000196",3.884305,0.333685,2.733841,0.425736,40,4,41,6,1584.395,1594.284,1585.269,1562.277,"no"
"OG0000197",2830.450606,2863.711638,1255.349804,1247.988421,18881.637,22313.357,12199.912,11306.201,1026.36253099248,1036.2820382089,1027.269,1004.277,"no"
"OG0000198",57.29061,50.6054,23.400577,31.508598,1393.004,1430,810,1015.229,3740.98238697319,3758.21469364139,3658.90233173366,3571.76064995485,"no"
"OG0000199",4.429735,5.340656,3.527099,5.368788,16,23,18,27,555.724306679745,572.763883078034,539.44522314514,557.487,"no"
"OG0000200",14.225008,7.400088,8.91558,5.345903,40,27,39,21,432.637684803341,485.254296734985,462.389053169508,435.457502358722,"no"
"OG0000201",8.20375,24.797408,3.300485,12.158904,334.662,1172.082,196,686,6276.395,6286.284,6277.269,6254.277,"no"
"OG0000202",21.701565,3.648271,5.913978,9.584046,194,38,77,117.001,1375.395,1385.284,1376.269,1353.277,"no"
"OG0000203",553.642758,656.853574,305.0777,329.830754,21219.09,29343.234,17161.791,17624.053,5896.76724325397,5941.3049247389,5946.269,5923.277,"no"
"OG0000205",9.286439,42.360628,9.560003,12.786333,50,267,75,93,828.395,838.284,829.269,806.277,"no"
"OG0000206",99.951209,74.184543,26.183499,39.369693,1179.408,945.003,581,749,1815.48513009041,1694.19093543981,2345.52917552536,2108.95426877687,"no"
"OG0000207",49.341418,40.050978,15.029609,30.231095,385.41,377,181,237.003,1201.78808023908,1251.90283050911,1272.98483727827,869.055945177275,"no"
"OG0000208",16.998422,10.582782,7.166018,9.535591,164,122,95,118,1484.4037393731,1533.21247738903,1401.3222494836,1371.77133066078,"no"
"OG0000209",761.482539,751.062197,413.149814,454.209114,7524.88,8641.827,5945.95,6139.042,1520.395,1530.284,1521.269,1498.277,"no"
"OG0000210",8.04656,5.040915,2.198011,3.595362,46,33,19,27,879.557561392694,870.656515259234,913.7260559474,832.469847340546,"no"
"OG0000212",0,0,0,0,0,0,0,0,328.999,328.999,328.999,328.999,"no"
"OG0000213",1.443317,1.234906,4.843419,4.376038,9,9,44,37,959.395,969.284,960.269,937.277,"no"
"OG0000214",0,0.951079,0,0.857709,0,3,0,3,403.308496942477,419.514,403.308496942477,387.729,"no"
"OG0000216",4716.252363,4268.141606,2281.603144,2349.516403,10996.732,11828.122,7763.654,7138.989,358.743,368.57,359.682,336.826,"no"
"OG0000217",190.967154,246.70981,75.926784,110.39989,2769,4113,1602.884,2213.019,2230.90508994981,2217.2500745959,2231.51265737656,2222.10177976201,"no"
"OG0000218",122.160756,75.552531,42.784769,33.290363,2016,1217.403,1107.648,747,2539.07568651892,2143.02716139312,2736.55844268461,2487.42203505294,"no"
"OG0000220",6308.870914,5757.265016,2974.908361,4008.497603,17782.625,19198.137,12230.788,14887.038,433.672,443.492,434.584,411.694,"no"
"OG0000221",14.652391,21.647861,7.574676,2.015652,487,721.198,230,70,5113.72683969524,4430.79509065972,3209.64002368471,3849.7260640433,"no"
"OG0000225",3.218002,3.87778,3.967172,3.457665,35,35,58,41,1673.395,1200.40342153526,1545.39412369945,1314.46295373178,"no"
"OG0000226",28.206561,13.14011,8.711516,27.705337,416,190,178,543.053,2269.13332198119,1923.07862465459,2159.82523292203,2172.8332783084,"no"
"OG0000227",46.728639,47.096355,36.483446,36.466404,417,490,468,443,1372.99731075851,1383.72932701098,1355.94567204463,1346.66061874124,"no"
"OG0000228",78.226512,115.678056,34.562915,41.116176,451.1,765,291.001,323,887.228792039865,879.534270613659,889.971982673076,870.837546404169,"no"
"OG0000229",23.275693,18.626596,10.147781,8.612926,153,139,98,92,1011.35942254158,992.484244639439,1020.81554175134,1184.0891853131,"no"
"OG0000230",34.837415,39.774043,18.943804,32.432136,402.002,523,265,501,1775.40985273589,1748.81683961278,1478.66901221508,1712.41713147398,"no"
"OG0000231",78.44787,52.054166,26.141206,33.172373,176.014,138,85,96.015,345.210264871207,352.587,343.705,320.855,"no"
"OG0000232",32.44753,11.845821,29.869966,25.907885,1265.027,307.895,1473,1357.153,5998.39872548986,3456.84427488513,5212.6720873855,5806.89970855641,"no"
"OG0000233",28.807876,24.291067,23.102282,15.709273,480,447,472,407,2563.57970929648,2447.3909011563,2159.63071048107,2872.0076101791,"no"
"OG0000234",49.130801,37.441134,13.502303,15.230037,1366.031,1027.342,543,548,4277.83050999441,3649.28916439972,4250.9344594377,3988.65991285832,"no"
"OG0000235",132.173018,281.043456,87.148112,86.513019,2308.243,5861.666,2248.999,2129.123,2686.92576447022,2773.8951798408,2727.86929343777,2728.14105662133,"no"
"OG0000236",107.007552,88.177838,52.643996,49.112147,3130.001,2957.448,2191,1934,4500.35565861781,4460.6705475359,4399.3234607404,4365.30937740757,"no"
"OG0000238",6.666777,8.251611,5.017442,8.633985,31,45,34,54,715.423,725.298,716.29,693.314,"no"
"OG0000239",0,0,0,0,0,0,0,0,280.1215,280.1215,280.1215,280.1215,"no"
"OG0000241",93.429749,103.592797,32.984415,67.542767,1501.025,1956,788,1507,2471.83521547141,2511.20226260855,2525.28143696455,2473.32845994389,"no"
"OG0000242",0,0,0.0542,0,0,0,1,0,1950.269,1950.269,1950.269,1950.269,"no"
"OG0000243",91.071656,106.502215,24.581279,45.514582,952.999,1410.183,388,675,1610.00060575741,1760.99936304612,1668.47453470615,1643.99548050807,"no"
"OG0000244",23.873067,24.267674,12.207747,15.777499,339,418.995,267.986,325,2184.78482693376,2296.26923950009,2320.43188607554,2283.45575976414,"no"
"OG0000246",26.591287,69.083942,35.063481,32.032497,203,584,337,313,1174.55524258596,1124.28968366374,1015.9378796889,1083.18095732943,"no"
"OG0000248",2949.071056,2730.120053,1390.673082,1771.824365,17085.934,18501.251,11738.933,13894.135,891.395,901.284,892.269,869.277,"no"
"OG0000250",40.801385,56.21562,20.345196,18.335752,671,1058.026,440.924,424,2530.2558574728,2503.12086896144,2290.83530614028,2563.38899932242,"no"
