"","abundance.sample1","abundance.sample2","abundance.sample3","abundance.sample4","abundance.sample5","counts.sample1","counts.sample2","counts.sample3","counts.sample4","counts.sample5","length.sample1","length.sample2","length.sample3","length.sample4","length.sample5","countsFromAbundance"
"OG0008235",0.33287,0,0,0,4.512604,1,0,0,0,11,202.838,200.055920822154,200.055920822154,200.055920822154,197.312,"no"
"OG0008236",0.355796,2.410858,0.803592,0.981867,3.499982,3,69,7,9,82,569.305,1899.131,587.129,568.913,1896.425,"no"
"OG0008237",0,0,2.025972,0,0,0,0,19,0,0,632.108,632.108,632.108,632.108,632.108,"no"
"OG0008238",0,0.762631,0,0,2.361666,0,15,0,0,38,1303.77729795966,1305.131,1303.77729795966,1303.77729795966,1302.425,"no"
"OG0008239",0,1.398272,0,0,1.643743,0,13.957,0,0,15.733,716.333885238448,662.327919514944,716.333885238448,716.333885238448,774.74347679108,"no"
"OG0008240",1.595364,0.317899,1.178315,0,1.178285,5,1,4,0,3,211.61,208.732,228.807,213.633674517848,206.103,"no"
"OG0008241",0,9.033492,0,0.349641,15.031642,0,48,0,2,65,352.538736466488,352.584,352.538736466488,355.029,350.021,"no"
"OG0008242",11.260307,10.632713,19.433224,25.747856,22.509917,173,180,304,430,200,1037.33943360683,1123.32613251228,1054.38663630945,1036.53406095607,719.19037570565,"no"
"OG0008243",3.155535,76.514531,0.378371,0.388028,139.640442,6,183,1,1,255,128.382,158.703,178.136,159.953,147.814116042507,"no"
"OG0008244",1.489195,1.473155,2.196696,1.818805,0.180739,10,10,6,6,1,453.391,450.432,184.099125151591,204.748619912525,447.853,"no"
"OG0008245",0,1.920928,0,0,2.615734,0,26,0,0,28.936,896.77697934046,898.131,896.77697934046,896.77697934046,895.425,"no"
"OG0008246",0,2.039368,0,0,1.431655,0,11,0,0,7,376.366485331924,357.910674643321,376.366485331924,376.366485331924,395.77397746594,"no"
"OG0008247",15.644894,11.28354,4.596741,6.768369,4.922841,47,34,15,22,12,202.838,199.945,219.944,201.741,197.312,"no"
"OG0008248",0.232527,0,0.047165,0,5.29463,6,0,1,0,108,1742.217,1601.92999126,1429.067,1601.92999126,1651.10905497646,"no"
"OG0008249",0.083956,7.366135,0,0.044287,16.020211,1,155.54,0,1.002,242.954,804.217,1401.131,1180.4688613144,1403.857,1227.56155756469,"no"
"OG0008250",0,4.981177,0,0,13.964349,0,72,0,0,165,957.777044345395,959.131,957.777044345395,957.777044345395,956.425,"no"
"OG0008251",0.73243,0.180456,1.678947,0,0.073558,12,3,28,0,1,1106.217,1103.131,1124.067,1108.42169094502,1100.425,"no"
"OG0008252",25.11596,26.238573,28.193858,17.994541,33.460122,542.806,473.337,616.825,421.906,418.227,1459.217,1197.03852644822,1474.61434161689,1455.22768585406,1011.74797822841,"no"
"OG0008253",6.302246,11.761037,7.655077,7.895914,21.516708,83,154.296,103,113,230.313,889.217,870.538104407545,906.898829385909,888.243918981134,866.425,"no"
"OG0008254",0.303723,5.880154,0,0.069827,12.963751,4,148,0,1,228,889.217,1670.131,1170.83445214801,888.857,1423.61246395237,"no"
"OG0008255",5.093795,6.214274,11.862908,5.578068,13.408848,104.957,130,248,125,223.001,1391.217,1388.131,1409.067,1390.857,1346.18050830317,"no"
"OG0008256",33.877762,13.659049,32.710998,19.372582,11.305859,53,21,58,32,14,105.63,102.018,119.51,102.522,100.233,"no"
"OG0008257",0,9.024953,0,0.171919,12.214054,0,49,0,1,55,361.924097269136,360.270963039143,361.924097269136,361.021,364.494327727878,"no"
"OG0008258",0,0.63259,0,0.195741,4.927246,0,3,0,1,19,314.626832445389,314.685,314.626832445389,317.084,312.131,"no"
"OG0008259",41.580518,28.023536,45.309691,54.322156,30.69156,175.72,491.465,203.936,249.366,549.196,285.33622618369,1163.7156183558,303.369753065343,284.916451965566,1448.425,"no"
"OG0008260",0.116151,9.638473,0,0.106843,15.467658,1,84,0,1,110.001,581.302,578.294,579.035037191128,580.91,575.652,"no"
"OG0008261",2.483227,1.193662,3.679824,3.345908,1.069351,72.13,27,84.909,101.999,15,1961.20749518107,1500.92775150922,1555.23851744214,1892.08154519491,1135.425,"no"
"OG0008262",0.547793,1.923007,0,0,4.925421,5,24,0,0,44.95,616.281,828.131,722.408100605613,722.408100605613,738.703234915553,"no"
"OG0008263",0,1.047455,0,0,0.622957,0,18,0,0,9,1154.76436854309,1140.28753178418,1154.76436854309,1154.76436854309,1169.425,"no"
"OG0008264",9.290638,9.886539,12.290399,22.887094,16.953938,113,141,153,303,202,821.217,946.351003784944,839.067,821.690249472388,964.425,"no"
"OG0008265",28.176366,19.073316,28.789897,22.733016,13.377235,58,39,66,50,22,138.985,135.68,154.516,136.512,133.12,"no"
"OG0008266",0.790715,0.521083,0.508553,1.697358,0.638901,6,4,4,14,4,512.338,509.367,530.145,511.93,506.774,"no"
"OG0008267",6.563233,13.085042,7.386116,4.214847,14.23904,126,255,144,88,227,1296.217,1293.131,1314.067,1295.857,1290.425,"no"
"OG0008268",458.228562,397.314557,467.795754,436.296352,645.005764,3622.292,2896.001,4367.204,3763.718,3495.944,533.735595062942,483.66200882766,629.243222977667,535.416389303734,438.7209655053,"no"
"OG0008269",0,1.02406,0,0,4.495771,0,11,0,0,31,630.731878419521,712.761539001621,630.731878419521,630.731878419521,558.142773825669,"no"
"OG0008270",5.482786,3.698774,6.162111,8.186598,7.345944,96.001,75,109.878,155.888,128,1182.217,1345.48802532785,1201.85177797625,1181.857,1410.425,"no"
"OG0008271",59.674364,34.723573,42.398005,26.078785,25.88653,192.002,115,166.963,114,66.997,217.24151551244,219.760996955325,265.427930973285,271.31521642473,209.493765633169,"no"
"OG0008272",0,12.297222,0,0.846169,14.708617,0,27,0,2,26,145.150304793494,145.692,145.150304793494,146.7,143.083,"no"
"OG0008273",57.004839,41.265096,46.788911,29.387426,17.876695,3061.451,2529.001,2430,1754.941,859.845,3626.10674623218,4066.71329656802,3500.53478463624,3706.44331194045,3893.32626084335,"no"
"OG0008274",29.993385,21.286697,26.710404,25.552021,35.087836,111,81,88,92,75,249.874871876315,252.496015995436,222.061154596875,223.469775479169,173.018593897612,"no"
"OG0008275",17.472171,31.558965,13.662978,7.566931,30.29122,154,279,123,71,205.017,595.112078642316,586.622962873402,606.779395807122,582.364139721507,547.849445694825,"no"
"OG0008276",22.88804,43.496973,24.09816,20.175011,17.530754,191,173,224,166,60,563.442957301543,263.915361513938,626.520507005224,510.681837995231,277.037413533953,"no"
"OG0008277",0.213631,0.210464,0.052573,0,4.502548,4,4,1,0,70,1264.217,1261.131,1282.067,1266.4264476292,1258.425,"no"
"OG0008278",0.069093,10.671492,0,0.19061,18.188243,1,156.663,0,3,218.279,977.217,974.131,974.904694492912,976.857,971.425,"no"
"OG0008279",0,2.925362,0,0,2.574541,0,22,0,0,16,501.030647020128,499.023131900599,501.030647020128,501.030647020128,503.046238151966,"no"
"OG0008280",33.369532,15.52489,41.33285,37.750065,18.879022,311,237.967,397.867,384.958,286.744,629.267,1017.1044364876,648.802500223043,632.924047802832,1229.425,"no"
"OG0008281",0.538703,1.684975,0,0,12.928578,4,19,0,0,85.283,501.344,748.234117998783,585.092267116426,585.092267116426,533.948961082031,"no"
"OG0008282",9.390746,1.783559,8.597896,9.831225,3.515871,262.054,50.002,244.29,300.459,63,1884.1526027732,1860.25857301553,1915.067,1896.857,1450.425,"no"
"OG0008283",34.531708,28.131066,38.58727,22.129067,46.665932,280,209,369,213,258,547.476120436209,492.989186424716,644.54547070425,597.410116242768,447.514588215232,"no"
"OG0008284",26.571515,16.307572,34.242267,34.200002,18.059402,114,174,156.134,160,200,289.677,708.006706864271,307.331,290.368984487574,896.425,"no"
"OG0008285",1.936796,0,1.560162,0,4.386973,10,0,5,0,35,348.611313638091,365.007531820318,216.009,365.007531820318,645.791247284403,"no"
"OG0008286",0,0.854523,0,0,2.388571,0,14,0,0,32,1085.77715700553,1087.131,1085.77715700553,1085.77715700553,1084.425,"no"
"OG0008287",12.003359,9.166481,5.882392,8.051041,2.533117,23.762,18,13,17,4,133.659,130.301,148.958,131.055,127.818,"no"
"OG0008288",0,0.980319,0,0,0.871286,0,22,0,0,16,1487.77738478409,1489.131,1487.77738478409,1487.77738478409,1486.425,"no"
"OG0008289",27.042488,4.41974,25.740595,34.849953,5.155061,327,53,348.837,453,7,816.443512679972,795.713317871187,913.428849055082,806.774543011607,109.914,"no"
"OG0008290",0,0,0,0,4.765171,0,0,0,0,13,220.827,220.827,220.827,220.827,220.827,"no"
"OG0008291",0,2.498744,0,0.386611,8.635615,0,12,0,2,26,292.149680281168,318.667,292.149680281168,321.079,243.706578549646,"no"
"OG0008292",0.762411,4.6976,8.879605,2.020303,0.061874,5,165,152,9,2,442.79812723977,2330.69502205381,1153.77472586844,276.491616953992,2616.425,"no"
"OG0008293",0,0,0.075812,0,4.583047,0,0,1,0,49,877.166351654576,877.166351654576,889.067,877.166351654576,865.425,"no"
"OG0008294",4.746511,2.840546,4.303419,5.327258,3.213384,67.01,48,62,82,47.973,953.217,1121.29166981489,971.067,955.362125901543,1208.425,"no"
"OG0008295",0.114965,0,6.924252,0.211503,0,1,0,50,2,0,587.299,551.526100538459,486.707657390286,586.909,551.526100538459,"no"
"OG0008296",1.795955,0.253578,0.123868,0,0,14,2,1,0,0,526.329,523.354,544.143,531.196614019426,531.196614019426,"no"
"OG0008297",0,5.738663,0,0,7.795784,0,52,0,0,56,591.279599438781,601.271,591.279599438781,591.279599438781,581.454227315944,"no"
"OG0008298",25.065334,62.069507,34.398063,40.624681,59.774174,70.993,114.882,106.237,124.336,84.009,191.234,122.814844703181,208.168,189.961,113.763105955626,"no"
"OG0008299",0,20.738655,0,0.323312,35.41757,0,178,0,3,247,569.96228709569,569.530830889274,569.96228709569,575.911,564.502342849891,"no"
"OG0008300",0.26814,0.066083,0.13151,0,4.283957,4,1,2,0,53,1007.217,1004.131,1025.067,1009.41795617163,1001.425,"no"
"OG0008301",0.24239,19.515766,0.113243,0.150542,32.816424,4,362.858,2,3,492.917,1114.217,1233.75461523498,1190.39812863488,1236.857,1215.82336598284,"no"
"OG0008302",0,0,0,0,6.841671,0,0,0,0,18,212.96,212.96,212.96,212.96,212.96,"no"
"OG0008303",0.054839,0,4.814432,1.02522,0,1,0,41,5,0,1231.217,598.068835093113,573.997647074463,302.697477087845,598.068835093113,"no"
"OG0008304",3.47873,1.001285,2.63758,4.49446,7.510492,49,14,38,69,79,951.04337916711,927.785665754506,971.067,952.857,851.425,"no"
"OG0008305",0.765243,2.730444,2.399708,0.128654,0.084368,7,23,35,2,1,617.622907663317,558.94901746053,983.067,964.857,959.425,"no"
"OG0008306",0.330345,0.143247,0.274536,0.106732,0,6.807,2.997,5.739,2.392,0,1391.217,1388.131,1409.067,1390.857,1394.79333481282,"no"
"OG0008307",0,5.20401,0,0.047096,7.397056,0,103.141,0,1,119.935,1315.13579698599,1315.131,1315.13579698599,1317.857,1312.425,"no"
"OG0008308",11.091609,17.87517,6.67471,12.219557,28.887431,19,153,13.999,22,245,115.660288654874,567.961495613077,141.362082236232,111.743400259846,686.507,"no"
"OG0008309",0.427599,1.628036,0.052614,0,5.212915,8,16,1,0,65,1263.217,652.129481749789,1281.067,1015.90006330556,1009.30008417613,"no"
"OG0008310",0.093304,84.556167,0.661949,0.773691,124.650882,5,2397.982,14,29,2821.711,3618.217,1881.82057655034,1425.55814390081,2326.41426151655,1832.33457557282,"no"
"OG0008311",0,27.151788,0.425947,0.442755,37.972005,0,57,1,1,63,142.727273739168,139.301,158.24,140.182,134.296631970053,"no"
"OG0008312",39.630049,35.654845,12.388564,24.795099,36.366879,51,44,18,33,49,86.8899823439532,81.886,97.932,82.605,109.062802744167,"no"
"OG0008313",20.578994,20.218203,25.257726,14.420077,13.438593,44,43,60,33,23,144.362,141.125,160.114,142.037,138.536,"no"
"OG0008314",0,0.935727,0,0,3.403959,0,8,0,0,17,478.889442681847,567.308,478.889442681847,478.889442681847,404.251479464647,"no"
"OG0008315",0.582873,0.104404,0.156497,0.048723,12.614886,11,2,3,1,197.679,1274.217,1271.131,1292.067,1273.857,1268.425,"no"
"OG0008316",0,0.152763,0,0,4.850089,0,1,0,0,25.877,433.161589536745,434.45,433.161589536745,433.161589536745,431.877,"no"
"OG0008317",0,3.747407,0.061215,0,3.310523,0,61,1,0,44.065,1086.15650757038,1080.131,1101.067,1086.15650757038,1077.425,"no"
"OG0008318",0.484972,0.03678,5.439789,0.274804,0,7,1,100,8,0,974.555252385705,1804.131,1239.0506979756,1806.857,1408.5486401067,"no"
"OG0008319",1.319005,1.22437,0.53128,0.071352,0.374559,17,16,7,1,4,870.217,867.131,888.067,869.857,864.425,"no"
"OG0008320",2.663578,2.500389,5.880819,2.333653,4.648792,21,39,48,20,69,532.327,1034.98619416379,550.142,531.925,1201.425,"no"
"OG0008321",31.55692,39.201669,23.495861,11.069267,17.349502,46,56,39,17,20,98.421,94.79,111.878,95.321,93.311,"no"
"OG0008322",0,0.079265,0,0,2.328154,0,1,0,0,24,835.776904846623,837.131,835.776904846623,835.776904846623,834.425,"no"
"OG0008323",0,8.528205,0,0,8.795951,0,112.217,0,0,94.586,871.776950070945,873.131,871.776950070945,871.776950070945,870.425,"no"
"OG0008324",16.690911,5.738784,4.812246,10.572457,6.992884,18,6,6,12,6,72.814,69.376,84.038,70.447,69.452,"no"
"OG0008325",24.216542,25.119317,32.158374,28.329629,39.74449,163.002,148,224,194,189.997,454.46920691187,390.960404748704,469.488437832087,425.027374836854,386.953,"no"
"OG0008326",0.190972,0,0,0,3.735659,4,0,0,0,65,1414.217,1411.31802873236,1411.31802873236,1411.31802873236,1408.425,"no"
"OG0008327",0,2.793185,0,0,3.805403,0,61,0,0,68,1447.77736778657,1449.131,1447.77736778657,1447.77736778657,1446.425,"no"
"OG0008328",41.286664,26.342057,29.921632,25.471455,7.33745,145,93,113,97,21,237.128,234.267,254.545,236.36,231.666,"no"
"OG0008329",0,0.869787,0,0.023221,1.57797,0,35,0,1,52,2670.13674578113,2670.131,2670.13674578113,2672.857,2667.425,"no"
"OG0008330",0,5.026127,0,0,10.024169,0,32,0,0,52,421.180538244587,422.468,421.180538244587,421.180538244587,419.897,"no"
"OG0008331",0,1.417083,0,0,2.416733,0,45.541,0,0,58,2035.34152663613,2132.49363719203,2035.34152663613,2035.34152663613,1942.61547035812,"no"
"OG0008332",0,1.073872,0,0,2.524859,0,8.017,0,0,15.371,494.085796345128,495.385,494.085796345128,494.085796345128,492.79,"no"
"OG0008333",0,3.665994,1.703684,0.076964,0,0,69,11,2,0,957.051190201696,1248.92029807305,435.186,1612.857,957.051190201696,"no"
"OG0008334",29.214416,31.068583,20.027476,26.450174,14.767819,45,47,35,43,18,104.002,100.382,117.791,100.901,98.661,"no"
"OG0008335",5.446235,11.566426,7.034972,6.898147,16.888133,85,166,112,117.006,196,1053.77425652676,952.327470370363,1073.067,1052.76202144996,939.425,"no"
"OG0008336",7.474077,14.522975,12.5329,14.066152,20.458379,132,242,225.023,270,276.689,1192.45338504126,1105.69982842531,1210.17232885445,1191.36459290814,1094.73487909648,"no"
"OG0008337",0,3.037486,0.079197,0,4.01091,0,38,1,0,41,836.141297469154,830.131,851.067,836.141297469154,827.425,"no"
"OG0008338",0.298497,0,0.143356,0,5.977714,2,0,1,0,33,452.392,456.364812200166,470.17,456.364812200166,446.855,"no"
"OG0008339",37.730521,41.30044,65.840195,30.345978,46.576954,206,232,307,159,244.014,368.637719951362,372.743882949625,314.281126387141,325.201409112799,424.063652654336,"no"
"OG0008340",0.094815,4.529133,0,0.04359,8.911849,2,97,0,1,134,1424.217,1421.131,1368.51733260904,1423.857,1217.09521719241,"no"
"OG0008341",0.180868,0,0.044605,0.072098,6.187167,4,0,1,1,102.998,1493.217,1271.93512494039,1511.067,860.857,1347.47954321824,"no"
"OG0008342",26.818848,27.771449,25.610301,28.136097,42.906767,524,567,508.071,598,720,1319.217,1354.75883663179,1337.15269227671,1319.14813632925,1358.2957298315,"no"
"OG0008343",0.337228,8.089613,0.070573,0,29.066743,2,113.883,1,0,291,400.434,934.131,955.067,733.523788168107,810.371652779776,"no"
"OG0008344",0.109381,3.882649,0,0,3.973104,1,36,0,0,30.143,617.28,615.25014661382,615.538855404797,615.538855404797,614.090651541716,"no"
"OG0008345",27.183691,4.565343,32.66545,30.487309,6.963508,57,8,66.007,57.39,84,141.576376138435,116.277,136.199060888125,116.835,976.425,"no"
"OG0008346",4.013134,0.410811,2.574255,0.534778,0,22.339,1,12.432,4.108,0,375.837431763056,161.523,325.522626560694,476.739114288546,311.547372282738,"no"
"OG0008347",53.285633,30.464005,39.388511,53.694666,9.800946,513,283,509,544,75,650.028500041672,616.42037027643,871.002246717044,628.81637112394,619.413823808232,"no"
"OG0008348",7.510506,1.878331,9.349325,8.934011,0,75,19,96,97,0,674.244,671.211,692.089,673.879,677.805371539895,"no"
"OG0008349",0.059372,8.325468,0.116706,0.098165,17.101485,1,142.297,2,1.798,239.041,1137.217,1134.131,1155.067,1136.857,1131.425,"no"
"OG0008350",14.113285,19.550685,16.837263,11.369159,33.010381,114.197,163,141,100,225,546.324,553.228077886274,564.441199734126,545.919,551.721,"no"
"OG0008351",0,1.411315,0.082851,0.077156,1.583621,0,29.45,2,2,27.709,1505.22980491989,1384.64674737036,1627.067,1608.857,1416.28079314748,"no"
"OG0008352",3.64126,2.627272,3.941521,5.19146,3.640655,4,59,5.002,6,66.9,74.171,1490.131,85.543,71.733,1487.425,"no"
"OG0008353",0,7.296766,2.611029,0.956539,6.30927,0,7,3,1,5,67.3036972136293,63.657,77.443,64.886,64.147,"no"
"OG0008354",0.218289,13.441951,0.076244,0.074172,26.609484,8,533,3,3,856,2474.46961007197,2631.131,2652.067,2510.36205581621,2603.90351378854,"no"
"OG0008355",0,0.679223,0,0,1.324935,0,9.408,0,0,15,917.777002694554,919.131,917.777002694554,917.777002694554,916.425,"no"
"OG0008356",0,0,0,0.161209,1.91729,0,0,0,1,9,382.476691817946,382.476691817946,382.476691817946,385.006,379.964,"no"
"OG0008357",0,2.022022,0,0.083439,8.728047,0,21,0,1,40.387,576.903661900699,689.145383399389,576.903661900699,743.857,374.549810395728,"no"
"OG0008358",5.841527,5.017346,4.162084,5.432388,11.412464,14,12,11,14,22,161.818,158.703,178.136,159.953,156.038,"no"
"OG0008359",1.428925,0.696241,1.590331,1.08835,0.856439,7,4,10,6,4,330.76089099078,381.222042064458,423.822149201644,342.167898011669,378.051474138847,"no"
"OG0008360",4.107773,12.400611,5.002319,6.47574,21.422975,44,136,55,75.432,192,723.221,727.736209999007,741.075,722.969910944541,725.452,"no"
"OG0008361",1.009166,0.631169,0.482358,0.464345,0.654164,6,6.218,3,3,6,401.434,653.682021184501,419.202,400.993,742.425,"no"
"OG0008362",0,5.727162,0,0.138718,6.884217,0,77,0,2,75.644,892.134910493759,892.131,892.134910493759,894.857,889.425,"no"
"OG0008363",3.474603,11.943429,5.237425,4.44804,22.570849,31,166,48.001,43,260,602.39554543037,922.266565697757,617.733320434183,600.006536530022,932.425,"no"
"OG0008364",0,0,5.659025,0.075011,0,0,0,117,2,0,1518.58095756181,1518.58095756181,1393.52712933465,1654.857,1518.58095756181,"no"
"OG0008365",0.192025,0.568618,0.467365,0.264914,0.116052,2,6,5,3,1,703.228,700.177,721.082,702.867,697.487,"no"
"OG0008366",0.025486,0.680347,0,0,1.31623,1,27.131,0,0,42.984,2649.217,2646.131,2646.25660876371,2646.25660876371,2643.425,"no"
"OG0008367",1.978849,0.071803,0.213959,0.51527,0,22,1,3,7,0,750.645727308653,924.131,945.067,843.178545061812,862.258879565989,"no"
"OG0008368",0,10.830527,0,0,16.533506,0,78.901,0,0,98.208,482.102753999601,483.402,482.102753999601,482.102753999601,480.807,"no"
"OG0008369",0.944659,0.508387,0.670608,0.394896,0.72603,11,6,8,5,7,786.217,783.131,804.067,785.857,780.425,"no"
"OG0008370",0,1.794147,0,0.067182,3.153873,0,25,0,1,36,924.137738167126,924.611667972022,924.137738167126,923.857,923.944730819852,"no"
"OG0008371",5.922355,2.60546,3.935237,2.573588,2.998542,36,16,25,17,15,410.424,407.487,428.194,409.983,404.919,"no"
"OG0008372",0,1.460202,0,0,1.791416,0,10,0,0,10,453.135662374967,454.428,453.135662374967,453.135662374967,451.847,"no"
"OG0008373",0,21.221828,0.084351,0.15897,37.324295,0,248.744,1,2,355.547,782.120890052123,777.762949249424,799.067,780.857,771.069614760922,"no"
"OG0008374",14.944694,1.883715,13.821661,14.853238,0,63.018,8.001,62,68,0,284.71,281.827,302.345,284.148,288.143069569855,"no"
"OG0008375",2.704872,8.057422,2.507727,2.770666,13.65837,78,264.3,73,87,368.763,1947.0307416484,2176.60399694617,1962.067,1948.90805018071,2185.425,"no"
"OG0008376",19.250376,15.487069,14.705402,14.555968,9.122952,123,100,98,101.072,48,431.411,428.458,449.18,430.969,425.886,"no"
"OG0008377",8.654513,1.109241,8.830711,8.664667,8.338392,117.494,16,128.142,133.999,34.002,916.641146709006,957.131,978.067,959.857,330.069,"no"
"OG0008378",0,0.722135,0,0,0.737565,0,6,0,0,5,550.026463712429,551.328,550.026463712429,550.026463712429,548.728,"no"
"OG0008379",22.330171,7.587505,25.277961,23.550707,3.589673,257.045,145,300,296,88.802,777.217,1268.07942257106,799.927212498943,780.088500141376,2002.425,"no"
"OG0008380",0,2.474056,0.099693,0,5.385404,0,27,1,0,48,706.887524604776,724.156,676.096,706.887524604776,721.457,"no"
"OG0008381",14.68815,5.888282,20.541726,25.650082,0,35,14,53.998,65.709,0,160.889,157.767,177.179,158.998,163.525922136812,"no"
"OG0008382",0,4.467576,0,0,4.269909,0,67,0,0,52.351,993.777078964392,995.131,993.777078964392,993.777078964392,992.425,"no"
"OG0008383",0.806224,1.734539,0.717752,0.606606,0.530538,11,24,10,9,6,921.217,918.131,939.067,920.857,915.425,"no"
"OG0008384",0.34386,5.450334,4.927118,2.519546,0.049525,4,8,89.644,23,1,785.421492113069,97.3971659212078,1226.30225744969,566.580956617581,1634.425,"no"
"OG0008385",0.270097,93.266535,0.756025,1.2449,133.521191,1,348,3,5,427.021,249.98,247.588870330982,267.458,249.283,258.873328189396,"no"
"OG0008386",40.599125,83.319668,43.604362,39.337837,78.053313,484,579,429,442,461,804.921815431761,461.114437796908,663.129743372808,697.377689789985,478.076276892859,"no"
"OG0008387",6.817268,4.247447,3.935969,5.652094,4.815276,82.008,103,48.999,74.997,103,812.217,1609.11364840032,839.092401368761,823.553505755212,1731.425,"no"
"OG0008388",15.101563,3.083187,17.913622,16.597469,0.145007,251,52,303,300.001,2,1122.217,1119.131,1140.067,1121.857,1116.425,"no"
"OG0008389",7.066023,1.838638,9.832051,8.329994,0,56.965,15,82,73,0,544.325,541.343,562.135,543.919,547.868606651143,"no"
"OG0008390",6.851954,17.665405,4.811107,2.423115,30.236068,156,90,111,60,105.001,1537.217,338.061881761499,1555.067,1536.857,281.094439855903,"no"
"OG0008391",7.986907,11.900234,8.615345,14.857838,17.858479,108,294,120,219,373.248,912.998588166733,1639.34111519605,938.818131034219,914.838984794827,1691.76878095693,"no"
"OG0008392",0,0.900442,0.427521,0.62668,0.277013,0,4,2,3,1,299.716841928997,294.769,315.314,297.12,292.205,"no"
"OG0008393",0,1.839855,0,0,1.645723,0,58.286,0,0,42.684,2100.77756430209,2102.131,2100.77756430209,2100.77756430209,2099.425,"no"
"OG0008394",27.446553,25.200345,21.358933,27.951767,16.420531,138,85,96,129,43,339.481895798172,223.816172372521,302.943995183748,286.442154500143,211.966978813048,"no"
"OG0008395",14.173506,2.619186,9.744166,6.569401,1.105003,101,19,70.003,47,7,481.135316173288,481.360742760537,484.22013585606,444.046309533852,512.769,"no"
"OG0008396",0,9.589471,0,0,15.355616,0,156,0,0,204.029,1077.48193453198,1079.46210439564,1077.48193453198,1077.48193453198,1075.50539710032,"no"
"OG0008397",0,0.565146,0,0,2.349374,0,10,0,0,34,1172.77721954129,1174.131,1172.77721954129,1172.77721954129,1171.425,"no"
"OG0008398",0.884359,0.464784,1.101083,0.379492,0.355199,15,8,19,7,5,1145.217,1142.131,1163.067,1144.857,1139.425,"no"
"OG0008399",0,6.459474,0.097903,0.045675,9.150707,0,132.014,2,1,153.003,1361.33862310767,1356.131,1377.067,1358.857,1353.425,"no"
"OG0008400",0.063385,0,5.938417,0.171444,0,1,0,64,1,0,1065.217,654.310766192454,726.407545188221,362.021,654.310766192454,"no"
"OG0008401",0.529156,1.693378,0.088451,0,3.79361,7,57.806,3,0,62.617,893.178688046625,2265.131,2286.067,1576.65578334189,1336.06295514035,"no"
"OG0008402",2.111746,2.359,2.068267,2.745537,2.45809,29,20,29,41,9,927.217,562.585398836371,945.067,926.857,296.368798314138,"no"
"OG0008403",0,3.628689,0.127285,0,4.954466,0,56.771,2,0,63.376,1044.15445902455,1038.131,1059.067,1044.15445902455,1035.425,"no"
"OG0008404",0,0.198298,4.177629,0.111107,0.242287,0,5,105,3,5,1678.3445276354,1673.131,1694.067,1675.857,1670.425,"no"
"OG0008405",0.404845,0.398792,0.598211,0.884098,0.487462,8,8,12,19,8,1334.217,1331.131,1352.067,1333.857,1328.425,"no"
"OG0008406",0,8.212234,0,0.092103,11.867721,0,90,0,1,102.018,698.629198022954,727.208012179633,698.629198022954,673.879,695.824344178718,"no"
"OG0008407",5.645754,23.555609,2.066232,6.367808,27.032503,14,58.345,5.637,17,53.996,167.429,164.357,183.89,165.697,161.681,"no"
"OG0008408",6.966993,11.225116,7.841304,5.070342,19.096247,61.117,140.003,70.979,48.354,207,592.296,827.605198796698,610.119,591.908,877.425,"no"
"OG0008409",0,2.259112,0,0,7.671765,0,46,0,0,82.003,1081.21250604379,1351.131,1081.21250604379,1081.21250604379,865.216239746916,"no"
"OG0008410",7.078769,1.709592,6.511424,7.740353,7.632112,174,42,162,208,108,1659.64995960074,1630.17557613278,1676.91159052275,1667.857,1145.425,"no"
"OG0008411",7.908533,1.582056,8.719307,9.931294,0,246,50,274,336,0,2100.217,2097.131,2118.067,2099.857,2103.80162364213,"no"
"OG0008412",3.415477,0.484567,4.350487,6.068032,0,14,2,19,27,0,276.754,273.876,294.365,276.167,280.173115236586,"no"
"OG0008413",2.999987,0.875781,1.807572,3.408201,0.721828,34,9,21,42,5,765.217,681.905634144838,783.067,764.857,560.691,"no"
"OG0008414",27.325515,5.309505,21.482632,27.664064,0,67,13,58,73,0,165.551,162.468,181.975,163.781,168.264973832206,"no"
"OG0008415",0.46358,6.95948,0.020524,0.019005,15.021268,5,342.242,1,1,403,728.234648375685,3263.131,3284.067,3265.857,2171.63355272052,"no"
"OG0008416",0,6.359491,0,0.046742,8.814122,0,127,0,1,144,1325.1358110953,1325.131,1325.1358110953,1327.857,1322.425,"no"
"OG0008417",21.381274,48.52052,25.431531,33.983868,64.280357,136,451.999,169,235,505.806,429.467722022177,618.144753259528,447.904203508747,429.19208797636,636.932746453742,"no"
"OG0008418",0,12.509177,0,0.560069,35.152935,0,20.796,0,1,47.017,109.794082524113,110.316,109.794082524113,110.819,108.264,"no"
"OG0008419",0.243138,0.908055,9.440628,2.650992,0,4,8,139,44,0,1110.7908099351,584.594416702733,992.396210476464,1030.15026531351,902.647438959659,"no"
"OG0008420",0,51.40351,0.116003,0.880883,83.968588,0,883.997,2,8,919.974,902.319235374072,1141.131,1162.067,563.673631456164,886.84244664288,"no"
"OG0008421",0,6.999223,0.057704,0.053977,13.425986,0,121,1,1,178,1133.95680442204,1147.131,1168.067,1149.857,1073.15249928102,"no"
"OG0008422",4.303974,1.830066,1.402753,1.916455,4.591686,72.485,20.846,29.35,27.236,19,1137.11191767608,755.835282500194,1410.26913384965,882.051471157424,334.941029140059,"no"
