"","abundance.sample1","abundance.sample2","abundance.sample3","abundance.sample4","abundance.sample5","counts.sample1","counts.sample2","counts.sample3","counts.sample4","counts.sample5","length.sample1","length.sample2","length.sample3","length.sample4","length.sample5","countsFromAbundance"
"OG0000074",11.887347,1.842208,11.605951,12.471224,0,269,43,254.778,294,0,1527.89088795835,1548.84662168876,1479.62596643024,1463.16861039205,1504.4812111474,"no"
"OG0000075",44.417472,37.416116,47.146431,21.092003,3.740827,1073.286,793.756,1114.499,538.206,74.271,1631.49885331592,1407.68521626005,1593.31736768734,1583.75217925291,1607.09067088401,"no"
"OG0000076",280.25273,203.171388,192.660683,190.874423,68.105113,471,335,363,337,85,113.473713388508,109.410530392025,126.993924846291,109.581840668008,101.025,"no"
"OG0000077",8.152606,8.513337,6.720433,8.377936,3.969574,115.968,79.951,60,157.388,61.22,960.432786933405,623.163829741146,601.762677988903,1165.98230675813,1248.3388073758,"no"
"OG0000078",53.218042,67.888945,67.113141,20.008918,20.61306,766.984,838.704,1039.926,286.604,186.96,973.089161490177,819.760838602264,1044.39810411554,889.028298366408,734.165038539935,"no"
"OG0000079",69.888639,52.74051,70.64479,62.953501,32.720214,1340.764,1006,1470.595,1282,507,1295.30155023195,1265.70163149674,1403.08491000423,1263.93414584784,1254.23637557594,"no"
"OG0000080",23.366353,9.695129,14.161701,20.856094,5.782832,698.569,266.511,317.556,528.269,137.261,2018.56831794452,1824.06557045388,1511.38470057297,1572.09251848855,1921.29863809082,"no"
"OG0000081",58.477409,32.402722,29.165785,9.678378,9.520731,102,67,54.211,20,12,117.770843442722,137.205362828715,125.281135561069,128.25784504759,102.023197948666,"no"
"OG0000082",53.199176,109.633182,67.720961,69.11989,461.932779,230.588,476.305,292.718,319.287,1446.431,292.65482307694,288.283869208403,291.33753588959,286.70412205494,253.458564087744,"no"
"OG0000083",10.630145,7.445379,5.627689,3.296108,2.832454,42,81,28,12,13,266.769243769864,721.897887452741,335.35033706358,225.962208021096,371.507962862592,"no"
"OG0000084",0,7.658772,0,0,13.238228,0,22.001,0,0,38,210.450913183289,190.616656624717,210.450913183289,210.450913183289,232.348985885724,"no"
"OG0000085",0,5.423962,0,0.14658,0,0,69,0,2,0,845.492901369964,844.131,845.492901369964,846.857,845.492901369964,"no"
"OG0000086",28.261891,17.401986,44.243897,39.655866,3.570951,1442.173,852.524,1992.897,1798.019,116.136,3445.41117076515,3250.76432167949,3036.00499384354,2814.12339834319,2632.50978217707,"no"
"OG0000087",3.801987,9.360406,6.577262,2.217558,21.540003,60.881,236.834,94.712,37.044,367.277,1081.17661269726,1678.91139788018,970.576741743601,1036.82273437989,1380.17819172425,"no"
"OG0000088",26.305527,29.796769,26.922627,13.566763,13.933113,295,280.015,391.261,218.074,85,757.181501780177,623.576256656686,979.534756762853,997.662840734226,493.808174601469,"no"
"OG0000089",8.714256,14.604829,11.337049,6.485088,11.595659,124,186,157,86.001,65,960.763083202398,845.072455161782,933.406407492814,823.079652443884,453.738253473218,"no"
"OG0000090",7.76363,1.927255,5.115717,1.784692,5.611613,386.066,129,410.81,165,172,3357.54357100287,4441.48802851984,5412.59907022378,5738.20442577431,2481.00847838028,"no"
"OG0000091",145.246628,126.715734,99.069946,71.977831,29.408086,2684.006,1922,1924,1851,439,1247.67795190799,1006.46892667182,1308.98375348794,1596.11416394908,1208.3295232838,"no"
"OG0000092",12.619731,51.725374,37.715561,27.899296,35.012455,94,388,298,234,199,502.924585957656,497.743390588747,532.557732317836,520.569802027227,460.063979232847,"no"
"OG0000093",34.014727,68.002283,23.764905,45.058528,22.995572,170,390.576,130,237.141,89.173,337.448394983473,381.11822945212,368.704533598767,326.652480303906,313.888724067399,"no"
"OG0000094",19.392291,10.341995,10.815029,10.65326,3.374817,209.944,110.009,157,156,51.008,730.967819154065,705.831952710962,978.459857036999,908.864039590698,1223.41076692307,"no"
"OG0000095",3.969381,1.012404,2.225531,2.355794,9.618484,31.001,8,18,20,62,527.328,524.353,545.142,526.925,521.762,"no"
"OG0000097",66.926965,46.066372,107.50008,35.685768,56.908836,2303.248,2546.181,2217.573,2002.002,1604.437,2323.61721910152,3667.60790119333,1390.40190687274,3481.97621815218,2282.07806031923,"no"
"OG0000098",466.308442,211.206135,726.022437,505.166907,81.203492,1044.349,380.692,2390.832,1253.972,136.658,151.21602987401,119.603773407695,221.957550953768,154.066980310816,136.222488972962,"no"
"OG0000099",60.32973,23.829897,59.097798,16.255229,3.231751,3062.782,1030.594,3050.267,556.016,81.683,3427.75419235422,2869.74394604001,3478.86513308151,2123.00284567747,2045.86824206908,"no"
"OG0000100",3523.800316,2392.701057,3817.966304,2638.633164,1804.480826,31638.563,21385.589,35536.049,26320.875,13213.732,606.220408654161,593.076008808394,627.347483059506,619.123764221452,592.735340897596,"no"
"OG0000101",1226.867861,1088.054478,1955.191544,1336.696982,504.419461,8636.512,7745.994,11073.362,7640,2954.606,475.297658660593,472.394233863805,381.73440015616,354.74542294847,474.12794618216,"no"
"OG0000102",69.453343,42.100096,32.574438,128.725608,243.391837,807,404,354,1036,1669,784.522809890893,636.760032827194,732.48250183159,499.518194172336,555.057624318559,"no"
"OG0000103",24.372864,19.175199,27.198761,15.664674,10.928824,904.066,419.773,842.88,553.815,142.479,2504.48554699193,1452.61775000103,2088.75752861459,2194.31958321801,1055.27149453299,"no"
"OG0000104",11.178416,15.395882,20.249114,12.263123,8.23842,450.037,902.292,518.447,136.83,414,2718.27263015368,3888.84300035185,1725.71519393026,692.525767748639,4067.65345361611,"no"
"OG0000105",0,7.7908,0,0,4.581974,0,15,0,0,10,150.23144644871,127.757701691354,150.23144644871,150.23144644871,176.658527848259,"no"
"OG0000106",221.665012,142.944416,227.577466,171.539579,136.275004,608.195,546.013,501.699,429.001,421.843,185.255353288831,253.462029149946,148.587993007502,155.221249978642,250.566938565139,"no"
"OG0000107",51.892183,69.143591,54.596701,34.023405,61.997368,880.277,1156,981,510,708,1145.3616928506,1109.38789335282,1211.08246013788,930.355026888343,924.373785337387,"no"
"OG0000108",21.455271,18.004233,21.938883,14.059107,21.721463,132.007,112.004,141,94,110,415.419,412.796182188322,433.187,414.979,409.912,"no"
"OG0000109",1844.429784,1590.303271,2351.032663,1301.390917,883.373508,16054.753,14027.306,21118.001,12327.112,6358.596,587.714724333715,585.291,605.431609667006,587.909,582.645,"no"
"OG0000110",364.9895,154.546204,176.085565,107.779327,206.454931,677.13,273.284,290,177,2696.036,125.260993455625,117.336452815476,111.005770529117,101.928041294004,1057.0314873808,"no"
"OG0000111",183.828094,761.915534,153.183704,162.324492,1072.460674,351.21,4656.471,329.228,404.526,5599.343,128.997323879728,405.534547867271,144.862647984984,154.674649932365,422.613158018105,"no"
"OG0000112",66.414486,28.046813,48.810142,75.046572,16.662215,1115.313,538.973,927.002,1284,224,1133.85877168681,1275.1498542812,1280.09280266126,1061.91653025217,1088.18524372378,"no"
"OG0000113",14.164924,16.219821,1.945604,0.073204,3.230738,151.357,189.251,23.001,1,30.976,721.461342614757,774.231096232011,796.816081008777,847.857,776.091979154608,"no"
"OG0000114",3.798108,4.097886,1.743097,2.522213,2.824345,94.2,133.834,44,74,61,1674.59827666933,2167.131,1701.38322981681,1820.98428596633,1748.23469009027,"no"
"OG0000115",4.350447,7.771793,3.970508,5.907041,12.917884,36,28.837,41,31,30.712,558.719058110351,246.214044544547,696.004951861576,325.722927737763,192.442,"no"
"OG0000116",2.240226,2.62485,0.192995,0,3.723561,11,13,1,0,15,331.532,328.637,349.263,333.755679226609,326.077,"no"
"OG0000117",2.229056,2.793438,1.376507,0.61512,0.820434,3,4,2,1,1,90.8709591607389,95.016571036837,97.932,100.901,98.661,"no"
"OG0000118",8.667158,2.47776,14.480128,41.269279,10.399597,727,153,1197.403,3936.159,261,5663.47071488555,4097.41342121917,5573.63830537796,5919.73270798123,2031.47517579047,"no"
"OG0000120",35.888735,36.640444,29.410078,24.915607,326.584144,78.092,53.016,71,65,836.315,146.918449717885,96.0116783005413,162.716931762643,161.919158688889,207.282458828332,"no"
"OG0000121",20.159997,21.659946,17.602515,17.962006,40.308338,344.774,431.06,347.701,401.563,560.529,1154.69961184186,1320.56056462528,1331.3821171957,1387.57143236385,1125.61937390413,"no"
"OG0000122",3.012477,1.181043,4.181399,6.051876,9.550006,32,12,44,66,57.001,717.218075238085,674.207,709.254284243384,676.878,483.135547788033,"no"
"OG0000123",132.429837,101.769716,106.664787,26.989081,84.374838,775.872,1077.191,822.465,415,750.962,395.57552829982,702.347088380221,519.717387430821,954.368946317438,720.431681980972,"no"
"OG0000124",13.082103,2.535301,12.155593,12.642465,8.391434,454.997,87,466.998,532.681,41,2348.31384880053,2277.02276719608,2589.4628545667,2615.11828678228,395.490010947473,"no"
"OG0000125",711.294011,355.68505,535.823035,450.525783,254.091023,1915.49,1179.173,1451.891,1230.518,673.994,181.825864009135,219.983309022983,182.634862560229,169.521349065549,214.711048449882,"no"
"OG0000126",53.099139,117.694254,76.70523,65.037375,115.082078,675.187,1328.068,1008.561,897.54,761.157,858.541919261685,748.759802079267,886.233987104478,856.538455839815,535.370624612375,"no"
"OG0000127",1.972675,1.769907,2.076473,0.403066,0.580276,45,41,48,10,11,1540.217,1537.131,1558.067,1539.857,1534.425,"no"
"OG0000128",40.272288,38.528726,35.606258,27.130976,6.527152,1265.748,1119,1170.397,778.711,165,2122.1002882974,1927.18314835795,2215.53209018926,1781.42253967377,2046.19870854823,"no"
"OG0000129",44.706622,33.003255,54.941873,22.128244,23.838734,872.338,734,1097.247,426,396,1317.46186882503,1475.76350791475,1346.08332277807,1194.86505612953,1344.62017789829,"no"
"OG0000131",113.208731,26.920313,46.04666,60.088225,505.639619,1053.689,142.672,177.295,242.343,913.152,628.430660405759,351.670731205168,259.520446020319,250.320912792881,146.180514484445,"no"
"OG0000132",37.447326,22.412921,28.514333,18.531959,9.794509,630.996,283,444,386.998,115,1137.70723547537,837.8485978136,1049.52041761166,1296.11503714815,950.392031856523,"no"
"OG0000133",0.133346,0,0,0,4.824149,1,0,0,0,29.846,506.342,503.554326209199,503.554326209199,503.554326209199,500.782,"no"
"OG0000134",2.312204,5.483337,2.746035,0.801346,7.939712,35,157,44,12,187,1022.03648426177,1899.90650186228,1079.98515382725,929.430850581397,1906.44566270464,"no"
"OG0000135",47.13893,63.672947,71.298725,57.204268,77.342347,558.716,887.281,954.272,553.344,936.472,800.270595722941,924.663899395421,902.11467307393,600.376108525661,980.087889998748,"no"
"OG0000136",221.062759,161.044578,211.409562,153.979422,181.872336,2563.73,1840.475,2511.553,1982.073,1459.997,783.035892641107,758.335513042681,800.734973257562,798.938166525596,649.789690144399,"no"
"OG0000137",3.520467,9.597274,2.529616,12.863526,35.697678,102.8,189,74,109.479,514.049,1971.59028229465,1306.74939119483,1971.7328971164,528.236773090986,1165.60771477106,"no"
"OG0000138",71.766974,97.73236,80.599539,126.342182,359.991047,837.995,715.675,978.163,1223.303,1158.325,788.392206452734,485.908580446016,817.992881977811,600.954984870746,260.451124177024,"no"
"OG0000139",119.714465,112.000302,126.676054,84.418557,78.829396,944.895,959.887,1174,676.022,527,532.919966886408,568.694019497912,624.661327827957,497.025838608577,541.140482821852,"no"
"OG0000140",60.599424,48.254175,53.403276,37.022584,28.605332,1414.684,1143.99,1263,939.999,554.979,1576.217,1573.131,1594.067,1575.857,1570.425,"no"
"OG0000141",0,2.893332,0,0.670741,2.686444,0,8,0,2,6,183.099449836041,183.472,183.099449836041,185.068,180.784,"no"
"OG0000143",15.178022,2.874795,3.532159,0.593969,0.784139,95,18,27,4,4,422.604027383081,415.473,515.222160388306,417.977,412.909,"no"
"OG0000144",310.800442,211.568711,347.211445,351.186969,136.693338,2192.007,1348.502,2385.058,1961.689,536.744,476.195733650968,422.938986798724,462.994514752465,346.695707237913,317.839892215076,"no"
"OG0000145",1038.568326,801.255769,1309.201061,648.825806,481.699124,11901.104,9303.926,15394.423,8086.009,4558,773.708161628134,770.499669613817,792.552930165302,773.5034075553,765.924874958905,"no"
"OG0000146",191.380684,147.963484,156.598216,132.718232,95.511301,401,312.535,375,278,189,141.472150885483,140.158855476977,161.404182925309,130.008187253753,160.175255627457,"no"
"OG0000147",112.995919,77.826941,47.994989,55.51167,53.092709,506,298,235.033,264,144,302.351810073636,254.076073070327,330.068471060218,295.172490157529,219.541441382093,"no"
"OG0000148",270.247353,261.762484,166.056641,121.507588,112.930675,941,1326.038,719,450.177,583,235.100523288215,336.144162448302,291.839306736633,229.951718199007,417.873165628692,"no"
"OG0000149",16.061267,14.15078,10.691741,8.747503,33.417864,138,104,120,108.396,192,580.129038340001,487.675194075945,756.490953468383,769.103664080938,465.061018408747,"no"
"OG0000150",78.468174,149.642379,82.281403,74.505355,88.051955,130.403,244.999,154.383,131,115.992,112.206,108.639,126.465,109.129,106.63,"no"
"OG0000151",290.153062,203.30906,1175.724288,255.436116,61.450194,2941.787,2302.402,3708.554,2377.641,562.949,684.555883430966,751.453166343467,212.603475355204,577.723689279033,741.538293031719,"no"
"OG0000152",19.017747,14.650485,12.028931,7.387439,5.996883,124,193.147,81,58,37,440.238171248571,874.810385549011,453.869415364258,487.292881033062,499.417644459964,"no"
"OG0000153",0.083334,0.164423,0,0,5.501063,1,2,0,0,44.815,810.217,807.131,755.503226761191,755.503226761191,659.422241819626,"no"
"OG0000154",56.65624,19.631638,25.187687,45.040227,14.705594,685.997,227.999,333.443,636.025,110,817.522373212465,770.647433253608,892.287253100175,876.455987286854,605.47711690796,"no"
"OG0000155",2.863145,4.259542,2.888309,5.862924,2.353693,46.302,44,41.919,86,35,1091.89904914805,685.436541822572,978.225888362707,910.417157996931,1203.66561296737,"no"
"OG0000156",20.652404,41.229564,13.948158,14.933906,1048.442652,45.38,179.001,21.06,25.252,1834.312,148.360372921864,288.08737528328,101.77025048562,104.951136457669,141.617494810309,"no"
"OG0000157",28.873567,54.40187,60.704453,19.935987,26.519451,193.033,168.008,340.013,185.825,32.462,451.394765277252,204.925192633268,377.524883387632,578.525116191187,99.0823907584663,"no"
