OG,Change
OG0000009,-10*
OG0000024,-10*
OG0000058,-4*
OG0000067,-4*
OG0000076,-4*
OG0000108,-4*
OG0000117,-4*
OG0000127,-4*
OG0000260,-4*
OG0000327,-4*
OG0000047,-5*
OG0000140,-5*
OG0000025,-6*
OG0000062,-6*
